property_id;reference;status;type;localisation;prix;prix_type;surface_m2;agence;telephone;description;url;image_url;date_scraping
114530;929200-2;LOCATION;Duplex;ROUTE DU RELAIS;;Prix sur demande;320;CENTURY 21 Infinity;+216 25 794 794;A louer un duplex S+5 avec piscine à la Marsa L’agence immobilière Century 21 Infinity vous propose à la location un duplex S+5 avec piscine à la Marsa. *Emplacement: Route du relais...;https://century21.tn/property/a-louer-duplex-s5-route-du-relais/;https://logis.fra1.digitaloceanspaces.com/7/Properties/81101/conversions/sbFn8QkxkJPOe6zl-thumb.jpg?c=1;14/02/2026 15:42
114677;725430;LOCATION;Appartement;JARDINS DE CARTHAGE;;Prix sur demande;168;CENTURY 21 Infinity;+216 25 794 794;L’agence immobilière Century 21 Infinity vous propose à la location un appartement S+3 aux Jardins de Carthage *Emplacement: Jardins de Carthage *Typologie: S+3 *État: vide Il est composé de: -Un salon, une...;https://century21.tn/property/a-louer-appartement-s3-jardins-de-carthage-5/;https://logis.fra1.digitaloceanspaces.com/7/Properties/143845/conversions/qxSggV7m96yuumGn-thumb.jpg?c=1;14/02/2026 15:42
101609;789333;LOCATION;Appartement;LES BERGES DU LAC 1;;Prix sur demande;180;CENTURY 21 Infinity;+216 25 794 794;L’agence immobilière Century 21 Infinity vous propose à la location un appartement S+3 avec vue partielle sur lac *Emplacement: les berges du lac 1 *Typologie: S+3 Il est composé de: -Un salon,...;https://century21.tn/property/a-louer-appartement-s3-vue-partielle-sur-lac-1/;https://logis.fra1.digitaloceanspaces.com/7/Properties/125023/conversions/HISsFOOpg6Ufib7j-thumb.jpg?c=1;14/02/2026 15:42
114795;738630-3;VENTE;Bureau;CENTRE URBAIN NORD;;Prix sur demande;52;CENTURY 21 Masters;+216 23 221 222;l’agence immobilière century 21 Masters vous propose à la vente : un bureau de 45m2 au rez-de-chaussée d’une résidence au centre urbain nord. Pour plus d’informations veuillez nous contacter au :+216 23...;https://century21.tn/property/a-vendre-bureau-centre-urbain-nord/;https://logis.fra1.digitaloceanspaces.com/1/Properties/85029/conversions/aty5CPGgWmmrlvih-thumb.jpg?c=1;14/02/2026 15:42
114785;LGS1661595142-4;LOCATION MEUBLÉ;Appartement;CENTRE URBAIN NORD;;Prix sur demande;74;CENTURY 21 Masters;+216 23 221 222;L’agence immobilière Century 21 Masters vous propose pour la location un appatement en S+1 meublé situé au Centre Urbain Nord. Emplacement : Centre Urbain Nord Type : Appartement Typologie : S+1 meublé...;https://century21.tn/property/a-louer-un-appartement-en-s1-meuble-au-centre-urbain-nord/;https://logis.fra1.digitaloceanspaces.com/1/Properties/105243/conversions/zDWrhjC0nItp5lzl-thumb.jpg?c=1;14/02/2026 15:43
108426;454987-2;LOCATION;Villa;EL MENZAH 6;;Prix sur demande;300;CENTURY 21 Masters;+216 23 221 222;L’agence immobilière Century 21 Masters vous propose pour la location une villa à usage de bureau situé à El Menzah 6 Emplacement : El Menzah 6 Type : Villa à usage de...;https://century21.tn/property/a-louer-une-villa-a-usage-de-bureau-en-s6-a-el-menzah-6/;https://logis.fra1.digitaloceanspaces.com/1/Properties/117156/conversions/tz8TQwPlJVe1YLwq-thumb.jpg?c=1;14/02/2026 15:43
114780;390879;VENTE;;LA NOUVELLE SOUKRA;;Prix sur demande;78;CENTURY 21 Infinity;+216 25 794 794;L’agence immobilière Century 21 infinity vous propose, à la Vente, un Fond de commerce situé à La Nouvelle Soukra – Superficie : 78 m² – Loyer 3000 Dinars/Mois – Toute activité Pour...;https://century21.tn/property/a-vendre-fonds-de-commerce-a-la-nouvelle-soukra/;https://logis.fra1.digitaloceanspaces.com/7/Properties/143198/conversions/QWxEGscstTF4xdCo-thumb.jpg?c=1;14/02/2026 15:43
114761;377988;LOCATION;Bureau;CHARGUIA 2;;Prix sur demande;200;CENTURY 21 Alliance;+216 29 221 222;L’agence immobilière Century21 Alliance vous propose à la location un bureau H+4 d’une superficie de 200 m2 situé à Charguia 1. *Composition: – Un grand Hall d’entrée – Quatre pièces – Un...;https://century21.tn/property/a-louer-un-bureau-h4-charguia-1/;https://logis.fra1.digitaloceanspaces.com/16/Properties/143932/GY7R7BeUSdgDzV5f.jpg?c=1;14/02/2026 15:43
114750;825280-2;LOCATION;Appartement;AOUINA;;Prix sur demande;64;CENTURY 21 Prestige;+216 2009 2000;Century 21 Prestige met à la location un appartement de 64m² haut standing en S+1 à la Nouvelle Soukra -Un salon -Une cuisine équipée à l’américaine -Une Chambres à coucher avec dressing...;https://century21.tn/property/a-louer-appartement-s1-aouina-3/;https://logis.fra1.digitaloceanspaces.com/8/Properties/100847/conversions/osbtcAV0RglASjYF-thumb.jpg?c=1;14/02/2026 15:43
114744;768330;LOCATION;Bureau;CHARGUIA 1;;Prix sur demande;200;CENTURY 21 Alliance;+216 29 221 222;L’agence Century21 Alliance vous propose à la location un bureau H+5 d’une superficie de 200 m2 situé à Charguia 1. *Composition: – Un grand Hall d’entrée – Cinq pièces – Un bloc...;https://century21.tn/property/a-louer-un-bureau-h5-charguia-1/;https://logis.fra1.digitaloceanspaces.com/16/Properties/143929/5wkB88XqiK4Um1Ie.jpg?c=1;14/02/2026 15:43
114733;817922;LOCATION;Appartement;CHOTRANA 1;;Prix sur demande;60;CENTURY 21 Prestige;+216 2009 2000;L’agence immobilière century 21 prestige vous propose pour la location un s+1 chotrana 1 jamais habité – Un salon avec un petit balcon – ⁠Une cuisine équipée (plaque, haute,four ) – ⁠Une...;https://century21.tn/property/a-louer-appartement-jamais-habite-s1-chotrana-1/;https://logis.fra1.digitaloceanspaces.com/8/Properties/143800/conversions/XD6wietaCRIWaEC5-thumb.jpg?c=1;14/02/2026 15:43
114727;732072-2;LOCATION MEUBLÉ;Appartement;LES BERGES DU LAC 2;;Prix sur demande;120;CENTURY 21 Barros;+216 26 055 000;CENTURY 21 LAC 2 BARROS vous propose pour la location un appartement meublé S+2 meublé au lac 2. Il est composé de: -Un salon -Une cuisine équipée -Trois chambres à coucher -Une...;https://century21.tn/property/a-louer-appartement-s2-meuble-les-berges-du-lac-2-11/;https://logis.fra1.digitaloceanspaces.com/6/Properties/143918/WMv9XGuc3ojAUosi.jpeg?c=1;14/02/2026 15:43
114722;522052;VENTE;Terrain Promoteur;EL MENZAH 5;;Prix sur demande;1207;CENTURY 21 Alliance;+216 29 221 222;L’agence immobilière Century 21 Alliance vous propose à la vente un Terrain (Idéal promoteur) situé à Menzah 5. – Superficie du terrain : 1207 m2 – Vocation : R+2 – Titre foncier...;https://century21.tn/property/a-vendre-terrain-menzah-5/;https://logis.fra1.digitaloceanspaces.com/Logos%20%26%20Images/Login%20Images/KS4cbEdlbRhExx1fgzhX8P1SFCVbCNRw1Xmts9l5.jpg?c=1;14/02/2026 15:43
114713;375792;LOCATION;Local Commercial;EL MENZAH 7;;Prix sur demande;92;CENTURY 21 Karaouli;+216 54 707 471;L’agence immobilière Century 21 Karaouli vous propose à la location un local commercial d’une superficie de 75 m², idéal pour toute activité commerciale ou professionnelle. -Activités interdites : restaurant et café. Pour...;https://century21.tn/property/a-louer-local-commercial-h0-el-menzah-7/;https://logis.fra1.digitaloceanspaces.com/15/Properties/143860/conversions/VjnR6bBWofxy14EI-thumb.jpg?c=1;14/02/2026 15:43
114685;65163;LOCATION;Appartement;EL MENZAH 7;;Prix sur demande;75;CENTURY 21 Karaouli;+216 54 707 471;L’agence immobilière Century 21 Karaouli vous propose à la location un bureau Hall + 2 situé à El Menzah 7, dans un immeuble privé, d’une superficie totale de 75 m². Il se...;https://century21.tn/property/a-louer-hall2-el-menzah-7/;https://logis.fra1.digitaloceanspaces.com/15/Properties/143637/conversions/OhQShlbiXqDZkLGk-thumb.jpg?c=1;14/02/2026 15:44
114706;497346;LOCATION;Appartement;LES BERGES DU LAC 2;;Prix sur demande;80;CENTURY 21 Barros;+216 26 055 000;CENTURY 21 LAC 2 BARROS vous propose pour la location un appartement S1 au lac 2 Il est composé de: -Un salon -Une cuisine équipée -Une chambre à coucher -Une salle de...;https://century21.tn/property/a-louer-appartement-s1-les-berges-du-lac-2-6/;https://logis.fra1.digitaloceanspaces.com/6/Properties/143889/conversions/n0wk0f46sf4cXx60-thumb.jpg?c=1;14/02/2026 15:44
114666;295157;LOCATION;Appartement;JARDINS DE CARTHAGE;;Prix sur demande;140;CENTURY 21 Infinity;+216 25 794 794;L’agence immobilière Century 21 Infinity vous propose à la location un duplex en S+2 au Jardin de Carthage *Emplacement: Jardin de Carthage *Typologie: S+ 2 *Superficie: 140 m² *État: Neuf Il est...;https://century21.tn/property/a-louer-appartement-s2-avec-jardin-aux-jardins-de-carthage/;https://logis.fra1.digitaloceanspaces.com/7/Properties/143826/conversions/jfvK04EzQAdtK1bk-thumb.jpg?c=1;14/02/2026 15:44
114650;763198;LOCATION MEUBLÉ;Appartement;SIDI DAOUD;;Prix sur demande;120;CENTURY 21 Invest;+216 50 950 000;Agence immobilière Century 21 Invest vous propose pour la location un appartement S+2 meublé à Sidi Daoud. Superficie: 120 m² Il se compose de : – Un salon qui donne accès à...;https://century21.tn/property/a-louer-appartement-s2-meuble-a-sidi-daoud/;https://logis.fra1.digitaloceanspaces.com/4/Properties/143723/conversions/YmnnpViJBeHDTVEd-thumb.jpg?c=1;14/02/2026 15:44
100083;805956-2;VENTE;Penthouse;JARDINS DE CARTHAGE;;Prix sur demande;373;CENTURY 21 Invest;+216 50 950 000;L’agence immobilière Century 21 Invest vous propose pour la vente un penthouse S+5 aux Jardins de Carthage. Typologie : S+5 Superficie : 373 m² Superficie bâtie : 243 m² Il se compose...;https://century21.tn/property/a-vendre-penthouse-s5-jardins-de-carthage/;https://logis.fra1.digitaloceanspaces.com/4/Properties/124019/conversions/fHlt6HBffEcEwHXB-thumb.jpg?c=1;14/02/2026 15:44
111194;339199;LOCATION;Appartement;SIDI DAOUD;;Prix sur demande;170;CENTURY 21 Invest;+216 50 950 000;L’agence immobilière Century 21 Invest vous propose pour la location un appartement S+2 à Sidi Daoud . Il se compose de : – Salon lumineux qui donne accès à la piscine. –...;https://century21.tn/property/a-louer-appartement-s2-sidi-daoud/;https://logis.fra1.digitaloceanspaces.com/4/Properties/139590/conversions/QyOs1YVp6GMJJLFy-thumb.jpg?c=1;14/02/2026 15:44
112761;302340;LOCATION;Appartement;LES BERGES DU LAC 2;;Prix sur demande;250;CENTURY 21 Invest;+216 50 950 000;L’agence immobilière Century 21 Invest vous propose pour la location un appartement S+4 aux Berges du lac 2. Typologie : S+4 Superficie : 250 m² Il se compose de : – Salon...;https://century21.tn/property/a-louer-appartement-s4-les-berges-du-lac-2/;https://logis.fra1.digitaloceanspaces.com/4/Properties/143742/MZXMt22DtDHIH4XB.jpg?c=1;14/02/2026 15:44
109223;882748;VENTE;Appartement;EL MANAR 1;;Prix sur demande;104;CENTURY 21 Prestige;+216 2009 2000;Century 21 prestige vous propose à la vente un S+3 idéal pour un cabinet médical ou habitation, situé à Manar 2 dans une résidence sécurisée et calme. D’une superficie de 104 m²,...;https://century21.tn/property/a-vendre-appartement-s3-el-manar-2/;https://logis.fra1.digitaloceanspaces.com/8/Properties/129631/conversions/b2aTvHPcDj3sFYAZ-thumb.jpg?c=1;14/02/2026 15:44
114590;39614;DIRECT PROMOTEUR;Appartement;LA PERLE DU LAC;;Prix sur demande;194;CENTURY 21 Invest;+216 50 950 000;À vendre: Appartement S+3 neuf promoteur à La Perle du Lac L’agence immobilière Century 21 Invest vous propose pour la vente un appartement S+3 neuf promoteur situé dans l’une des zones les...;https://century21.tn/property/a-vendre-appartement-s3-la-perle-du-lac/;https://logis.fra1.digitaloceanspaces.com/4/Properties/143697/conversions/hRuZqDQCVzpPsbEQ-thumb.jpg?c=1;14/02/2026 15:44
103124;369559-2;DIRECT PROMOTEUR;Appartement;LA PERLE DU LAC;;Prix sur demande;225;CENTURY 21 Invest;+216 50 950 000;L’Agence Immobilière Century 21 Invest vous propose pour la vente dans le cadre d’un complexe résidentiel de luxe en bord de lac, situé dans la nouvelle zone prestigieuse du lac 0 ....;https://century21.tn/property/a-vendre-appartement-s3-neuf-a-la-la-perle-du-lac/;https://logis.fra1.digitaloceanspaces.com/4/Properties/63745/conversions/winshXDD7owpHwGf-thumb.jpg?c=1;14/02/2026 15:44
114578;543276;LOCATION;Appartement;LES BERGES DU LAC 2;;Prix sur demande;200;CENTURY 21 Barros;+216 26 055 000;CENTURY 21 BARROS Barros LAC 2 vous propose pour la location un duplex en s3 avec un débarras au lac 2 – Un salon – Une cuisine équipée – Une suite parentale...;https://century21.tn/property/a-louer-appartement-s3-les-berges-du-lac-2-15/;https://logis.fra1.digitaloceanspaces.com/6/Properties/143681/conversions/HlaRnlrPSVZbp6o9-thumb.jpg?c=1;14/02/2026 15:44
114563;349472;LOCATION;Bureau;EL MANAR 2;;Prix sur demande;419;CENTURY 21 Alliance;+216 29 221 222;L’agence immobilière Century 21 Alliance vous propose à la location une villa à usage bureautique, situé à Manar 2 . * Composition : – Un hall – Six pièces – Une cuisine...;https://century21.tn/property/a-louer-villa-a-usage-bureautique-el-manar-2/;https://logis.fra1.digitaloceanspaces.com/16/Properties/142187/conversions/TvL4UkHU49lHER5M-thumb.jpg?c=1;14/02/2026 15:44
114543;279955;LOCATION MEUBLÉ;Appartement;LES BERGES DU LAC 2;;Prix sur demande;235;CENTURY 21 Barros;+216 26 055 000;CENTURY 21 LAC 2 BARROS vous propose pour la location un appartement meublé S+3 au lac 2. Il est composé de: -Un salon, -Une cuisine équipée -Une suite parentale -Deux chambres à...;https://century21.tn/property/a-louer-appartement-s3-meuble-les-berges-du-lac-2-3/;https://logis.fra1.digitaloceanspaces.com/6/Properties/143644/conversions/cliR2ngdCTpMyUSm-thumb.jpg?c=1;14/02/2026 15:44
112407;455843;VENTE;Appartement;EL MENZAH 7;;Prix sur demande;151;CENTURY 21 Karaouli;+216 54 707 471;L’agence immobilière Century 21 Karaouli vous propose à la vente un appartement S+3 situé à Ennasr 1. Il se compose de : – Un salon et salle à manger avec balcon –...;https://century21.tn/property/a-vendre-appartement-s3-a-ennasr-1/;https://logis.fra1.digitaloceanspaces.com/15/Properties/141234/conversions/g0coo9wXAFYz2S3P-thumb.jpg?c=1;14/02/2026 15:44
114440;907795;LOCATION MEUBLÉ;Appartement;CITÉ EL WAFA AFH 2;;Prix sur demande;100;CENTURY 21 Challenge;21626577000;L’agence Century 21 Challenge met à votre disposition un appartement S+2 meublé, situé dans une résidence sécurisée avec piscine, à la Cité El Wafa – Nabeul L’appartement se compose de : Un...;https://century21.tn/property/a-louer-appartement-s2-meuble-cite-el-wafa-afh-2-4/;https://logis.fra1.digitaloceanspaces.com/10/Properties/143422/conversions/E0IcWI7E0WkJUgQB-thumb.jpg?c=1;14/02/2026 15:44
114500;146015;LOCATION MEUBLÉ;Appartement;JARDINS DE CARTHAGE;;Prix sur demande;120;CENTURY 21 Prestige;+216 2009 2000;Century 21 Prestige vous propose à la location cet appartement S+2 meublé situé aux jardins de Carthage. Il se compose comme suit : – Un Salon – Une cuisine équipée avec séchoir...;https://century21.tn/property/a-louer-appartement-s2-meuble-jardins-de-carthage-7/;https://logis.fra1.digitaloceanspaces.com/8/Properties/143389/conversions/WfIrgOu8GZJi7DC5-thumb.jpg?c=1;14/02/2026 15:44
111188;87118;LOCATION MEUBLÉ;Appartement;SIDI DAOUD;;Prix sur demande;70;CENTURY 21 Invest;+216 50 950 000;L’agence Century 21 Invest vous propose pour la location un appartement S+1 Meublé à Sidi Daoud . Typologie: S+1 Superficie :70m² Il se compose de : – Un salon lumineux avec balcon....;https://century21.tn/property/a-louer-appartement-s1-meuble-sidi-daoud/;https://logis.fra1.digitaloceanspaces.com/4/Properties/139627/conversions/vPIgJSmj7V4JPBEN-thumb.jpg?c=1;14/02/2026 15:44
100657;550165;VENTE;Appartement;AIN ZAGHOUAN NORD;;Prix sur demande;101;CENTURY 21 Karaouli;+216 54 707 471;L’agence Immobilière Century 21 Karaouli vous propose en exclusivité la vente d’un duplex S+2 . Ce duplex se compose de : — Un salon ouvert sur la terrasse — Une cuisine ouvert...;https://century21.tn/property/a-vendre-duplex-s3-a-ain-zaghouan/;https://logis.fra1.digitaloceanspaces.com/15/Properties/122860/conversions/04EqyIzeN11X9ldw-thumb.jpg?c=1;14/02/2026 15:45
114448;608865;LOCATION;Appartement;LES BERGES DU LAC 2;;Prix sur demande;200;CENTURY 21 Barros;+216 26 055 000;CENTURY 21 BARROS Barros LAC 2 vous propose pour la location un bureau open space au lac 2 -Un open space -Un bureau -Deux sanitaires -une kitchinette -une place parking au sous...;https://century21.tn/property/a-louer-un-open-space-les-berges-du-lac-2/;https://logis.fra1.digitaloceanspaces.com/6/Properties/143452/conversions/2oY2Nn1KNOQdnawi-thumb.jpg?c=1;14/02/2026 15:45
113229;468690;LOCATION;Villa;SALAMBO;;Prix sur demande;350;CENTURY 21 Excellence;+216 26 44 74 74;L’agence CENTURY 21 Excellence La Marsa vous propose à la location une villa S+4 vide, avec piscine et jardin, située à Carthage. Elle se compose comme suit : * Rez-de-chaussée : –...;https://century21.tn/property/a-louer-villa-s4-a-carthage/;https://logis.fra1.digitaloceanspaces.com/14/Properties/142198/conversions/WAufDju8fjB2tfRb-thumb.jpg?c=1;14/02/2026 15:45
114431;587248;LOCATION;Appartement;LA SOUKRA;;Prix sur demande;100;CENTURY 21 Prestige;+216 2009 2000;Century 21 Prestige vous propose à la location un H+2 , situé à la Soukra Fattouma bourguiba. Il se compose comme suit : -Un Hall d’entrée -Un bureau avec terrasse et salle...;https://century21.tn/property/a-louer-h2-la-soukra/;https://logis.fra1.digitaloceanspaces.com/8/Properties/143409/conversions/J9TTDKfqsgQx6vpN-thumb.jpg?c=1;14/02/2026 15:45
114408;560085;LOCATION;Villa;CITÉ LES PINS;;Prix sur demande;560;CENTURY 21 Prestige;+216 2009 2000;Century 21 Prestige vous propose à la location ou à la vente une villa d’exception située à Cité Les Pins, dans un cadre résidentiel recherché alliant calme et standing. Rez-de-chaussée : •...;https://century21.tn/property/a-louer-villa-s3-cite-les-pins/;https://logis.fra1.digitaloceanspaces.com/8/Properties/140718/conversions/PNRYmQed1s8wB3yD-thumb.jpg?c=1;14/02/2026 15:45
112905;919727;VENTE;Appartement;JARDINS DE CARTHAGE;;Prix sur demande;188;CENTURY 21 Invest;+216 50 950 000;L’agence immobilière Century 21 Invest vous propose pour la vente un appartement S+3 aux Jardins de Carthage. Typologie : S+3 Superficie : 188m² Terrasse : 30m² Il se compose comme suit :...;https://century21.tn/property/a-vendre-appartement-s3-jardins-de-carthage-13/;https://logis.fra1.digitaloceanspaces.com/4/Properties/141788/conversions/IXYWWgInvVPVBmMD-thumb.jpg?c=1;14/02/2026 15:45
114385;620692;LOCATION COURTE DURÉE;Appartement;CITÉ EL WAFA AFH 2;;Prix sur demande;85;CENTURY 21 Challenge;21626577000;L’agence immobilière Century 21 Challenge met à votre disposition pour une location de courte durée un appartement S+1, situé au sein d’une résidence sécurisée avec piscine à AFH2 – Mrezga. Il se...;https://century21.tn/property/a-louer-s1-courte-duree-cite-el-wafa-afh-2/;https://logis.fra1.digitaloceanspaces.com/10/Properties/143258/conversions/5NIroNqlYsyW7JOr-thumb.jpg?c=1;14/02/2026 15:45
95334;35494-2;LOCATION;Bureau;LA SOUKRA;;Prix sur demande;55;CENTURY 21 Prestige;+216 2009 2000;L’agence immobilière Century 21 prestige vous propose pour la location un bureau de 55m² à la Soukra *Type : Bureau H+1 -Une kitchenette -Deux points d’eau -Climatisation -Fibre optique – Ascenseur –...;https://century21.tn/property/a-louer-bureau-h1-la-soukra/;https://logis.fra1.digitaloceanspaces.com/8/Properties/54761/conversions/lJfMKRQdaJhPWl6B-thumb.jpg?c=1;14/02/2026 15:45
114360;780458-2;VENTE;Appartement;JARDINS DE CARTHAGE;;Prix sur demande;80;CENTURY 21 Infinity;+216 25 794 794;L’agence immobilière Century 21 Infinity vous propose à la vente un appartement S+1 aux Jardins de Carthage *Emplacement: Jardins de Carthage *Typologie: S+1 Il est composé de: -Un salon, -Une cuisine équipée...;https://century21.tn/property/a-vendre-appartement-s1-jardins-de-carthage-10/;https://logis.fra1.digitaloceanspaces.com/7/Properties/91822/conversions/p248BNlX1NxHfCAX-thumb.jpg?c=1;14/02/2026 15:45
114317;946768;VENTE;Villa;SIDI FREJ;;Prix sur demande;450;CENTURY 21 Infinity;+216 25 794 794;L’agence immobilière Century 21 Infinity vous propose à la vente une villa 2S+5. *Emplacement : La soukra *Typologie : 2S+5 *Superficie : 430 m² (surface totale) *Surface bâtie : 450 m² Il...;https://century21.tn/property/a-vendre-villa-s4-sidi-frej/;https://logis.fra1.digitaloceanspaces.com/7/Properties/142932/conversions/K3s5koRq6I4pmJBI-thumb.jpg?c=1;14/02/2026 15:45
114335;610968;VENTE;Villa;CHOTRANA 3;;Prix sur demande;500;CENTURY 21 Infinity;+216 25 794 794;L’agence immobilière Century 21 Infinity vous propose à la vente une villa S+4. *Emplacement : Chotrana 3 *Typologie : S+4 *Superficie : 1600 m² (surface totale) *Surface bâtie : 500 m² Il...;https://century21.tn/property/a-vendre-villa-s4-chotrana-3/;https://logis.fra1.digitaloceanspaces.com/7/Properties/142967/conversions/T8KvJcEP8vtqf1ej-thumb.jpg?c=1;14/02/2026 15:45
113938;992182;LOCATION;Villa;MARSA STADE;;Prix sur demande;250;CENTURY 21 Excellence;+216 26 44 74 74;L’agence CENTURY 21 Excellence La Marsa vous propose à la location une villa jumelée S+4 vide, avec piscine et terrasse verdoyante, située à La Marsa. Elle se compose comme suit : *...;https://century21.tn/property/a-louer-villa-s4-a-la-marsa/;https://logis.fra1.digitaloceanspaces.com/14/Properties/143012/conversions/BEXFsRfmTw3H7K3M-thumb.jpg?c=1;14/02/2026 15:45
102182;197106;LOCATION;Villa;SIDI FREJ;;Prix sur demande;400;CENTURY 21 Alliance;+216 29 221 222;L’agence immobilière Century 21 Alliance vous propose à la location une villa de 400 m² sur un terrain de 1100 m², située à La Soukra – Sidi Frej. Type : Villa Typologie...;https://century21.tn/property/a-louer-une-villa-en-s5-situee-a-la-soukra-sidi-frej/;https://logis.fra1.digitaloceanspaces.com/16/Properties/126221/conversions/snocar71jybg0h7z-thumb.jpg?c=1;14/02/2026 15:45
112657;387216;VENTE;Appartement;JARDINS DE CARTHAGE;;Prix sur demande;153;CENTURY 21 Invest;+216 50 950 000;L’agence immobilière Century 21 Invest vous propose pour la vente un appartement S+3 neuf promoteur situé aux jardins de Carthage Typologie : S+3 Superficie : 153 m² – Salon spacieux avec balcon....;https://century21.tn/property/a-vendre-appartement-s3-jardins-de-carthage-12/;https://logis.fra1.digitaloceanspaces.com/4/Properties/141489/conversions/JVj14jqCAFjA20qO-thumb.jpg?c=1;14/02/2026 15:45
113167;879869;LOCATION;Immeuble;ZI. KHAIEREDDINE;;Prix sur demande;4000;CENTURY 21 Invest;+216 50 950 000;L’agence immobilière Century 21 Invest vous propose pour la location un immeuble R+3 à usage bureautique en open space, d’une superficie totale de 4 000 m², situé au Lac 3. Superficie totale...;https://century21.tn/property/a-louer-immeuble-r3-de-4000-m%c2%b2-au-lac-3/;https://logis.fra1.digitaloceanspaces.com/4/Properties/142095/conversions/9qadn9q2xGifhacT-thumb.jpg?c=1;14/02/2026 15:45
114268;606369-2;LOCATION;Bureau;LES BERGES DU LAC 3;;Prix sur demande;471;CENTURY 21 Patrimoine;+216 25 333 290;L’agence immobilière Century 21 Patrimoine -El Menzah 9 vous propose à la location un bureau H+6 situé aux Lac 3 il se compose comme suit ;;;
114262;977529-2;LOCATION;Bureau;LES BERGES DU LAC 3;;Prix sur demande;261;CENTURY 21 Patrimoine;+216 25 333 290;L’agence immobilière Century 21 vous propose à la location un bureau H+4 situé aux Lac 3 il se compose comme suit ;;;
114242;24658-3;LOCATION;Bureau;LES BERGES DU LAC 2;;Prix sur demande;156;CENTURY 21 Masters;+216 23 221 222;L’agence immobilière Century21 Masters vous propose à la location un bureau en open space de 156 m² situé aux Berges du Lac 2. Il se compose de : – Open space –...;https://century21.tn/property/a-louer-un-bureau-aux-berges-du-lac-2-4/;https://logis.fra1.digitaloceanspaces.com/1/Properties/101172/conversions/mgpZwVpoAxdgpPzl-thumb.jpg?c=1;14/02/2026 15:45
114237;578136-3;LOCATION;Bureau;LES BERGES DU LAC 2;;Prix sur demande;168;CENTURY 21 Masters;+216 23 221 222;L’agence immobilière Century21 Masters vous propose à la location un bureau en open space de 168 m² situé aux Berges du Lac 2. Il se compose de : – Open space –...;https://century21.tn/property/a-louer-un-bureau-aux-berges-du-lac-2-3/;https://logis.fra1.digitaloceanspaces.com/1/Properties/101121/conversions/PgwKyzDmGn1c4Xp4-thumb.jpg?c=1;14/02/2026 15:45
114231;777434-3;LOCATION;Bureau;LES BERGES DU LAC 2;;Prix sur demande;180;CENTURY 21 Masters;+216 23 221 222;L’agence immobilière Century21 Masters vous propose à la location un bureau en open space de 180 m² situé aux Berges du Lac 2. Il se compose de : – Open space –...;https://century21.tn/property/a-louer-un-bureau-aux-berges-du-lac-2-2/;https://logis.fra1.digitaloceanspaces.com/1/Properties/101181/conversions/h3FDi2rQ3d3A5fYG-thumb.jpg?c=1;14/02/2026 15:46
114219;187742-3;LOCATION;Bureau;LES BERGES DU LAC 2;;Prix sur demande;166;CENTURY 21 Masters;+216 23 221 222;L’agence immobilière Century21 Masters vous propose à la location un bureau en open space de 166 m² situé aux Berges du Lac 2. Il se compose de : – Open space –...;https://century21.tn/property/a-louer-un-bureau-en-open-space-aux-berges-du-lac-2/;https://logis.fra1.digitaloceanspaces.com/1/Properties/101130/conversions/EIYEMlZrk5vr8sqF-thumb.jpg?c=1;14/02/2026 15:46
114213;618905-3;LOCATION;Bureau;LES BERGES DU LAC 2;;Prix sur demande;180;CENTURY 21 Masters;+216 23 221 222;L’agence immobilière Century21 Masters vous propose à la location un bureau en open space de 180 m² situé aux Berges du Lac 2. Il se compose de : – Open space –...;https://century21.tn/property/a-louer-bureau-h-1-les-berges-du-lac-2-2/;https://logis.fra1.digitaloceanspaces.com/1/Properties/136545/conversions/KIMuaemNaOaML9m3-thumb.jpg?c=1;14/02/2026 15:46
111674;11383;LOCATION;Étage de Villa;AFH1;;Prix sur demande;100;CENTURY 21 Challenge;21626577000;L’agence Century 21 Challenge vous propose à la location annuelle un étage de villa S+2 vide, situé à Nabeul AFH1 Ce bien se compose de: Un salon Une cuisine équipée, deux chambre...;https://century21.tn/property/a-louer-etage-de-villa-s2-afh1/;https://logis.fra1.digitaloceanspaces.com/10/Properties/135542/conversions/DHjw3rFdTx1dTzxr-thumb.jpg?c=1;14/02/2026 15:46
114175;528248;LOCATION;Bureau;CITE ENNASR 1;;Prix sur demande;80;CENTURY 21 Invest;+216 50 950 000;L’agence immobilière CENTURY 21 INVEST vous propose pour la location un Bureau H+2 à cité Ennasr 1 Superficie : 80 m² – Il se compose de : – Un accueil – Deux...;https://century21.tn/property/a-louer-bureau-h2-cite-ennasr-1-2/;https://logis.fra1.digitaloceanspaces.com/4/Properties/124737/conversions/5BHwJtx5iWZFlR4Y-thumb.jpg?c=1;14/02/2026 15:46
114120;663449;LOCATION MEUBLÉ;Appartement;AFH1;;Prix sur demande;90;CENTURY 21 Challenge;21626577000;L’agence Century 21 Challenge vous propose à la location annuelle un appartement S+2 meublé, situé à Nabeul – AFH1. Ce bien se compose de : Un spacieux salon lumineux Une cuisine équipée...;https://century21.tn/property/a-louer-appartement-s2-meuble-afh1/;https://logis.fra1.digitaloceanspaces.com/10/Properties/143183/conversions/6bO90Gfu4bYkbpqw-thumb.jpg?c=1;14/02/2026 15:46
