gouvernorat_enc,ville_enc,lat,lon,surface_m2,nb_pieces,nb_chambres,score_attractivite,market_tension,cycle_marche,prix_region_median,text_embedding_score,nb_images,source_enc,type_transaction,has_piscine,has_jardin,has_vue_mer,has_garage,has_meuble,has_terrasse,has_standing,has_cuisine_equip,has_climatisation,has_cheminee,has_vue_montagne,prix,image_url
7,0.1891,35.8245,10.6346,1600.0,4.0,4.0,0.5,0.517,2.0,150620.48,0.3541,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1350000.0,https://www.bnb.tn/wp-content/uploads/2022/01/2-58.jpg
23,0.0041,36.91,10.29,300.0,5.0,4.0,0.5,0.5442,2.0,2562.03,0.3853,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7500.0,https://www.bnb.tn/wp-content/uploads/2025/06/2-4-300x300.png
23,0.0021,36.8769,10.3247,300.0,2.0,4.0,0.5,0.8015,2.0,2562.03,0.3982,1,1,1,0,0,0,0,0,1,0,1,0,0,0,2500.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-37-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.3849,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1900.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-32-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.382,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3000.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-28-300x300.jpg
3,0.4234,36.819,10.2358,800.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1500000.0,https://www.bnb.tn/wp-content/uploads/2025/06/Image-10-300x300.jpg
23,0.0041,36.819,10.2358,300.0,5.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8500.0,https://www.bnb.tn/wp-content/uploads/2025/06/1.1-300x300.jpg
23,0.0021,36.819,10.1658,300.0,4.0,4.0,0.5,0.5572,2.0,2562.03,0.3771,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1800.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-7-300x300.jpeg
23,0.0027,36.819,10.1658,300.0,3.0,4.0,0.5,0.5674,2.0,2562.03,0.3984,1,1,1,0,1,0,0,0,0,0,1,0,0,0,2000.0,https://www.bnb.tn/wp-content/uploads/2025/06/6-8-300x300.jpg
23,0.0027,36.8528,10.3247,170.0,4.0,4.0,0.5,0.5388,2.0,2562.03,0.3724,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2500.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-4-300x300.jpeg
23,0.0013,36.819,10.1658,300.0,3.0,4.0,0.5,0.5515,2.0,2562.03,0.3736,1,1,1,0,0,0,0,1,1,0,0,0,0,0,3000.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-10-300x300.jpg
23,0.0027,36.819,10.2358,420.0,3.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,1,0,0,0,0,0,0,0,0,0,0,14000.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-4-300x300.jpg
23,0.0045,36.819,10.1658,300.0,5.0,4.0,0.5,0.5649,2.0,2562.03,0.3959,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-116-300x300.jpg
23,0.0021,36.819,10.1658,140.0,2.0,4.0,0.5,0.5572,2.0,2562.03,0.384,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1500.0,https://www.bnb.tn/wp-content/uploads/2025/05/5-45-300x300.jpeg
23,0.0021,36.819,10.1658,112.0,2.0,4.0,0.5,0.5572,2.0,2562.03,0.384,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1200.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-103-300x300.jpeg
23,0.0,36.819,10.1658,130.0,4.0,4.0,0.5,0.5524,2.0,2562.03,0.4125,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1100.0,https://www.bnb.tn/wp-content/uploads/2025/05/resize-image-300x300.png
23,0.0037,36.819,10.1658,300.0,4.0,4.0,0.5,0.6863,2.0,2562.03,0.3886,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2600.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-90-300x300.jpg
23,0.0027,36.819,10.1658,200.0,3.0,4.0,0.5,0.5674,2.0,2562.03,0.4407,1,1,1,0,1,0,0,0,0,1,0,0,0,0,4000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-91-300x300.jpg
23,0.0041,36.91,10.29,300.0,5.0,4.0,0.5,0.5442,2.0,2562.03,0.401,1,1,1,1,0,1,0,0,0,0,0,0,0,0,15000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-60-300x300.jpg
1,0.0028,36.819,10.2358,270.0,3.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,820000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-81-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.3887,1,1,1,0,0,0,0,1,1,0,1,0,0,0,2200.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-56-300x300.jpg
23,0.0041,36.91,10.29,300.0,3.0,4.0,0.5,0.5442,2.0,2562.03,0.4052,1,1,1,0,1,0,0,1,0,0,1,0,0,0,5000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-63-300x300.jpg
23,0.0041,36.91,10.29,300.0,4.0,4.0,0.5,0.5442,2.0,2562.03,0.3961,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-67-300x300.jpg
23,0.0027,36.819,10.2358,700.0,6.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-25-300x300.jpg
1,0.0028,36.8665,10.1647,300.0,4.0,4.0,0.5,0.5663,2.0,43985.0,0.3718,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-62-300x300.jpg
3,0.4234,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,850000.0,https://www.bnb.tn/wp-content/uploads/2025/05/IMG-20250513-WA0023-300x300.jpg
20,0.1333,35.8245,10.6346,300.0,4.0,4.0,0.5,0.517,2.0,150620.48,0.3992,1,1,1,0,1,0,1,0,0,0,0,0,0,0,2700.0,https://www.bnb.tn/wp-content/uploads/2025/05/WhatsApp-Image-2025-04-16-a-14.55.07_2ab8f9db-300x300.jpg
23,0.0041,36.91,10.29,300.0,3.0,4.0,0.5,0.5442,2.0,2562.03,0.3859,1,1,1,0,0,1,0,0,0,0,0,0,0,0,6000.0,https://www.bnb.tn/wp-content/uploads/2025/05/0-300x300.jpeg
23,0.1891,36.819,10.2358,314.0,4.0,5.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,1,0,0,0,0,500000.0,https://www.bnb.tn/wp-content/uploads/2025/05/7-Copie-300x300.jpg
23,0.0027,36.819,10.1658,300.0,5.0,4.0,0.5,0.5674,2.0,2562.03,0.4244,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-13-300x300.jpeg
16,0.5996,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,880000.0,https://www.bnb.tn/wp-content/uploads/2025/02/thumb_1019395_property_xlarge-300x300.jpeg
1,0.0028,36.8665,10.1647,300.0,4.0,4.0,0.5,0.5663,2.0,43985.0,0.3912,1,1,1,0,1,0,0,1,0,0,0,0,0,0,2900.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-87-300x300.jpg
23,0.0029,36.8451,10.2272,250.0,5.0,4.0,0.5,0.4448,2.0,2562.03,0.3878,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5000.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-84-300x300.jpg
1,0.0028,36.819,10.2358,300.0,5.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1100000.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-82-300x300.jpg
23,0.0027,36.8528,10.3247,300.0,5.0,4.0,0.5,0.5388,2.0,2562.03,0.3725,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4000.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-78-300x300.jpg
23,0.0041,36.91,10.29,300.0,4.0,4.0,0.5,0.5442,2.0,2562.03,0.3808,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5500.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-110-300x300.jpeg
20,0.1333,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,1,0,1,0,0,1,0,0,0,0,730000.0,https://www.bnb.tn/wp-content/uploads/2025/04/Image-2025-04-24-a-16.37.40_f1e1ff4d-300x300.jpg
23,0.0027,36.819,10.1658,300.0,6.0,4.0,0.5,0.5674,2.0,2562.03,0.4659,1,1,1,1,1,0,0,0,0,1,0,0,0,0,8000.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-72-300x300.jpg
23,0.2792,36.819,10.2358,280.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,375000.0,https://www.bnb.tn/wp-content/uploads/2025/04/20250419_072013-2-300x300.jpg
23,0.0041,36.91,10.29,300.0,3.0,4.0,0.5,0.5442,2.0,2562.03,0.3903,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2000.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-100-300x300.jpeg
1,0.0028,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,890000.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-55-300x300.jpg
20,0.1333,35.8245,10.6346,300.0,3.0,4.0,0.5,0.517,2.0,150620.48,0.365,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1700.0,https://www.bnb.tn/wp-content/uploads/2025/04/IMG_9173-300x300.jpg
1,0.0028,36.8665,10.1647,300.0,3.0,4.0,0.5,0.5663,2.0,43985.0,0.3733,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1200.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-86-300x300.jpeg
20,0.1333,35.8245,10.6346,300.0,5.0,4.0,0.5,0.517,2.0,150620.48,0.3992,1,1,1,0,1,0,1,0,0,0,0,0,0,0,2700.0,https://www.bnb.tn/wp-content/uploads/2025/04/WhatsApp-Image-2025-04-16-a-14.55.07_a9058da5-300x300.jpg
23,0.0021,36.819,10.1658,300.0,5.0,4.0,0.5,0.5572,2.0,2562.03,0.3821,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10000.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-53-300x300.jpg
23,0.0021,36.819,10.1658,300.0,5.0,4.0,0.5,0.5572,2.0,2562.03,0.3938,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6500.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-49-300x300.jpg
14,0.3353,36.819,10.2358,340.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,400000.0,https://www.bnb.tn/wp-content/uploads/2025/04/20241214_113522-300x300.jpg
23,0.0041,36.91,10.29,300.0,6.0,4.0,0.5,0.5442,2.0,2562.03,0.384,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7000.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-34-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.3879,1,1,1,0,1,0,0,0,0,0,1,0,0,0,2500.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-41-300x300.jpeg
14,0.3353,33.3549,10.5055,300.0,4.0,4.0,0.5,0.4303,2.0,106845.0,0.3854,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2500.0,https://www.bnb.tn/wp-content/uploads/2025/10/14-5-300x300.jpg
14,0.3353,36.819,10.2358,200.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,700000.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-30-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.3792,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8500.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-23-300x300.jpeg
23,1.0,36.819,10.2358,150.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1550000.0,https://www.bnb.tn/wp-content/uploads/2025/04/A-Vendre-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,1.0,4.0,0.5,0.8015,2.0,2562.03,0.3811,1,1,1,0,0,0,0,0,0,0,0,0,0,0,950.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-19-300x300.jpeg
23,0.0021,36.8769,10.3247,300.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.3707,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4000.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-23-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.3988,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1350.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-21-300x300.jpg
1,0.1891,36.819,10.2358,400.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,500000.0,https://www.bnb.tn/wp-content/uploads/2025/03/484172646_9321345457955781_3396219722460161088_n-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.3792,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5000.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-5-300x300.jpeg
20,0.1333,35.8245,10.6346,300.0,5.0,4.0,0.5,0.517,2.0,150620.48,0.3992,1,1,1,0,1,0,1,0,0,0,0,0,0,0,2800.0,https://www.bnb.tn/wp-content/uploads/2025/04/8b25744b-40c6-4dee-8414-fdd032a9f293-300x300.jpg
23,0.0043,36.819,10.1658,250.0,4.0,4.0,0.5,0.4654,2.0,2562.03,0.4006,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2200.0,https://www.bnb.tn/wp-content/uploads/2025/04/20569d84-f05f-4f8d-b6ba-13e76f87fb48-300x300.jpeg
1,0.1891,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1300000.0,https://www.bnb.tn/wp-content/uploads/2025/05/IMG_3913-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.383,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6000.0,https://www.bnb.tn/wp-content/uploads/2025/03/bb8e7ca3-9380-42b8-aae5-5655d2e8864b-300x300.jpeg
1,0.1891,36.819,10.2358,667.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1300000.0,https://www.bnb.tn/wp-content/uploads/2025/05/IMG_3919-300x300.jpg
20,0.0039,36.8,10.1,300.0,4.0,4.0,0.5,0.5511,2.0,110184.0,0.3901,1,1,1,0,0,0,0,1,0,0,0,0,0,0,6500.0,https://www.bnb.tn/wp-content/uploads/2025/03/villa-6500-tnd-par-mois-300x300.jpg
23,0.0037,36.819,10.1658,300.0,4.0,4.0,0.5,0.6863,2.0,2562.03,0.3704,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4800.0,https://www.bnb.tn/wp-content/uploads/2025/03/121158492_1254929914865076_1764304448401194265_n-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.3879,1,1,1,0,1,0,0,1,0,0,1,0,0,0,3500.0,https://www.bnb.tn/wp-content/uploads/2025/03/2b2f7ed6-76a9-4593-8a4e-48aad96d8400-300x300.jpg
14,0.3353,36.819,10.2358,800.0,4.0,6.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1500.0,https://www.bnb.tn/wp-content/uploads/2023/10/292873692_591452049248264_8515011471504711667_n-300x300.jpg
20,0.0039,36.8,10.1,100.0,3.0,4.0,0.5,0.5511,2.0,110184.0,0.3965,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2700.0,https://www.bnb.tn/wp-content/uploads/2025/03/1-11-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.3797,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1900.0,https://www.bnb.tn/wp-content/uploads/2025/01/WhatsApp-Image-2024-08-07-a-11.25.42_07df33b0-300x300.jpg
23,0.0037,36.819,10.1658,300.0,4.0,4.0,0.5,0.6863,2.0,2562.03,0.3963,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7000.0,https://www.bnb.tn/wp-content/uploads/2024/12/391372a7-2d88-49ca-bb55-68147b289ddf-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.4067,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7500.0,https://www.bnb.tn/wp-content/uploads/2025/01/783c8262-c7ee-4e85-aa4f-3e8cf1b33329-300x300.jpg
23,0.0037,36.819,10.1658,300.0,4.0,4.0,0.5,0.6863,2.0,2562.03,0.373,1,1,1,1,0,0,0,0,0,0,0,0,0,0,11000.0,https://www.bnb.tn/wp-content/uploads/2025/01/WhatsApp-Image-2025-01-14-a-11.29.26_a4b3b751-300x300.jpg
23,0.0021,36.819,10.2358,420.0,3.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,1,0,0,0,0,0,0,0,0,0,0,14000.0,https://www.bnb.tn/wp-content/uploads/2025/01/bb433f69-f0f6-4d75-9285-5940cd4f0614-300x300.jpg
23,0.0037,36.819,10.2358,440.0,6.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1230000.0,https://www.bnb.tn/wp-content/uploads/2025/01/8c4211de-98aa-4071-9094-2bf3683e03fe-300x300.jpeg
23,0.0021,36.819,10.1658,300.0,4.0,4.0,0.5,0.5572,2.0,2562.03,0.3987,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,https://www.bnb.tn/wp-content/uploads/2025/03/468f5230-a3e6-44e2-9a02-6c82310512c5-300x300.jpg
23,0.0027,36.819,10.2358,598.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2200000.0,https://www.bnb.tn/wp-content/uploads/2025/02/e641256d-8d71-40c0-a5b7-e70a4127a2ae-300x300.jpeg
23,0.0021,36.819,10.2358,900.0,6.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,1,0,0,0,1,0,0,0,0,0,0,10000.0,https://www.bnb.tn/wp-content/uploads/2025/02/0373b9c3-b4de-45af-8996-5a3b9ca61bbb-300x300.jpeg
23,0.0021,36.819,10.2358,400.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,0,1,0,0,0,0,0,0,0,0,0,12000.0,https://www.bnb.tn/wp-content/uploads/2025/02/f5265123-d99e-4547-a9be-8bd8b0c7e831-300x300.jpeg
23,0.0021,36.8769,10.3247,300.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.3825,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2000.0,https://www.bnb.tn/wp-content/uploads/2025/03/etage-de-villa2emeS3-meuble-marsa-ville-4-1-300x300.jpeg
1,0.1891,36.819,10.2358,600.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4000.0,https://www.bnb.tn/wp-content/uploads/2025/03/mvl0765-300x300.jpg
23,0.0021,36.819,10.2358,700.0,3.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3300000.0,https://www.bnb.tn/wp-content/uploads/2025/03/87821765_208011266982045_9093810774958145536_n-1-300x300.jpg
16,0.4154,36.819,10.2358,440.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,1,0,0,0,0,500000.0,https://www.bnb.tn/wp-content/uploads/2025/03/1-300x300.jpeg
1,0.1891,36.819,10.2358,600.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2000.0,https://www.bnb.tn/wp-content/uploads/2025/03/a9ba6b15-454d-4acc-a43e-3eca0591da16-300x300.jpeg
1,0.0028,36.8665,10.1647,300.0,4.0,4.0,0.5,0.5663,2.0,43985.0,0.371,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1800.0,https://www.bnb.tn/wp-content/uploads/2025/02/7bb8fd93-4091-40c6-ac7b-f4a85f8cd36b-300x300.jpeg
1,0.0028,36.8665,10.1647,300.0,4.0,4.0,0.5,0.5663,2.0,43985.0,0.3938,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7000.0,https://www.bnb.tn/wp-content/uploads/2025/02/ebd3a9c1-d237-4073-837b-fc60f6ae5293-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.4109,1,1,1,1,0,0,0,0,0,0,0,0,0,0,14000.0,https://www.bnb.tn/wp-content/uploads/2025/02/5f8833b8-d48f-4259-8ef0-ee9e9d51e7a8-1-300x300.jpeg
23,0.0021,36.8769,10.3247,250.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.3804,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6000.0,https://www.bnb.tn/wp-content/uploads/2025/01/immobilier-location-s4-lamarsa-2-300x300.jpeg
23,0.0021,36.8769,10.3247,400.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.406,1,1,1,0,0,0,0,1,0,0,0,0,0,0,4800.0,https://www.bnb.tn/wp-content/uploads/2025/02/1-8-300x300.jpg
23,0.0037,36.819,10.1658,300.0,4.0,4.0,0.5,0.6863,2.0,2562.03,0.3822,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3500.0,https://www.bnb.tn/wp-content/uploads/2024/11/WhatsApp-Image-2024-11-22-a-10.36.12_696ecd96-300x300.jpg
13,0.1891,36.819,10.2358,400.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1800000.0,https://www.bnb.tn/wp-content/uploads/2022/10/20201031_172143-300x300.jpg
23,0.0021,36.819,10.2358,250.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1800000.0,https://www.bnb.tn/wp-content/uploads/2025/02/salouneuu_2023102504551-300x300.png
23,0.0021,36.8769,10.3247,300.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.3834,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4200.0,https://www.bnb.tn/wp-content/uploads/2025/02/b1fb3443-b44a-46c2-8345-6d635b1cd263-300x300.jpeg
16,0.4154,36.819,10.2358,507.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,780000.0,https://www.bnb.tn/wp-content/uploads/2025/02/Capture-300x300.png
23,0.0021,36.8769,10.3247,240.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.3879,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2400.0,https://www.bnb.tn/wp-content/uploads/2025/02/immobillier-S4-location-a-la-marsa-2-300x300.jpeg
14,0.3353,36.819,10.2358,430.0,4.0,6.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,650000.0,https://www.bnb.tn/wp-content/uploads/2023/10/385518091_103007926239516_6502651514683011824_n-300x300.jpg
14,0.3353,36.819,10.2358,600.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,540000.0,https://www.bnb.tn/wp-content/uploads/2024/01/417374731_357103977072800_7356964977563173094_n-300x300.jpg
14,0.3353,33.3549,10.5055,300.0,4.0,4.0,0.5,0.4303,2.0,106845.0,0.4104,1,1,1,1,0,0,0,0,0,1,0,0,0,0,2500.0,https://www.bnb.tn/wp-content/uploads/2024/10/IMG_20241007_140934-300x300.jpg
1,0.1891,36.8665,10.1647,300.0,4.0,4.0,0.5,0.5305,2.0,43985.0,0.4125,1,1,1,1,0,0,0,1,0,0,0,0,0,0,7500.0,https://www.bnb.tn/wp-content/uploads/2025/02/8a2f7f94-eee1-4340-b552-7c8e5d4f7f2d-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.3824,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3000.0,https://www.bnb.tn/wp-content/uploads/2025/01/e9993ac1-194d-45c3-8436-eb17dfe8e890-300x300.jpeg
23,0.0021,36.8769,10.3247,300.0,2.0,4.0,0.5,0.8015,2.0,2562.03,0.3963,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3500.0,https://www.bnb.tn/wp-content/uploads/2025/01/071c388a-a25c-4684-897a-4ed384e50086-300x300.jpg
23,0.1891,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1300000.0,https://www.bnb.tn/wp-content/uploads/2025/01/1387d986-1201-41aa-8443-7b0a059111f0-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.3841,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6800.0,https://www.bnb.tn/wp-content/uploads/2025/01/immobilier-location-villa-gammarth-19-300x300.jpeg
23,0.0037,36.819,10.2358,600.0,5.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4800.0,https://www.bnb.tn/wp-content/uploads/2024/11/WhatsApp-Image-2024-11-12-a-15.37.54_02ba8fca-300x300.jpg
23,0.0037,36.819,10.1658,300.0,3.0,4.0,0.5,0.6863,2.0,2562.03,0.3789,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1350.0,https://www.bnb.tn/wp-content/uploads/2024/11/WhatsApp-Image-2023-06-09-at-17.16.53-2-300x300.png
23,0.0037,36.819,10.1658,300.0,4.0,4.0,0.5,0.6863,2.0,2562.03,0.4048,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4500.0,https://www.bnb.tn/wp-content/uploads/2024/11/WhatsApp-Image-2024-11-09-a-12.10.14_e0008330-300x300.jpg
23,0.0041,36.91,10.29,300.0,3.0,4.0,0.5,0.5442,2.0,2562.03,0.4413,1,1,1,1,0,1,0,1,0,0,0,0,0,0,7000.0,https://www.bnb.tn/wp-content/uploads/2024/05/vente-location-92-300x300.png
