gouvernorat_enc,ville_enc,lat,lon,surface_m2,nb_pieces,nb_chambres,score_attractivite,market_tension,cycle_marche,prix_region_median,text_embedding_score,nb_images,source_enc,has_jardin,has_garage,has_piscine,has_terrasse,has_vue_mer,has_securite,has_meuble,has_climatisation,has_chauffage,has_cuisine_equip,has_double_vitrage,has_cheminee,has_standing,has_vue_montagne,prix,image_url
16,0.0484,36.8,10.1,190.0,3.0,3.0,0.5,0.2426,2.0,110184.0,0.273,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,245000.0,https://www.mubawab-media.com/ad/8/287/487F/h/1_81795983.avif
16,0.0891,36.8,10.1,130.0,2.0,2.0,0.5,0.2091,2.0,110184.0,0.3172,4,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,550000.0,https://www.mubawab-media.com/ad/8/144/649F/h/Sans%20titre3_80295056.avif
16,0.0484,36.8,10.1,195.0,2.0,2.0,0.5,0.2426,2.0,110184.0,0.2782,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,450000.0,https://www.mubawab-media.com/ad/8/231/701F/h/3a439548-7784-44a6-a245-09fe71b903b2_81197806.avif
1,0.3333,36.899,10.2358,380.0,5.0,3.0,0.5,0.4235,2.0,43985.0,0.2887,4,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,740000.0,https://www.mubawab-media.com/ad/8/254/920F/h/582318475_1202227461807867_2495380543889644462_n_81435836.avif
3,0.1035,36.8,10.1,120.0,2.0,2.0,0.5,0.2793,2.0,110184.0,0.3168,4,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,240000.0,https://www.mubawab-media.com/ad/8/206/663F/h/thumb_1152458_property_large_80927286.avif
3,0.1783,36.8,10.1,127.0,3.0,3.0,0.5,0.2195,2.0,110184.0,0.275,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,470000.0,https://www.mubawab-media.com/ad/8/283/920F/h/thumb_1236662_property_large_81758962.avif
23,0.1996,36.819,10.1658,273.0,5.0,4.0,0.5,0.5524,2.0,2562.03,0.3359,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1850000.0,https://www.mubawab-media.com/ad/8/228/453F/h/thumb_1177437_property_large_81160465.avif
16,0.155,36.8,10.1,161.0,1.0,3.0,0.5,0.1884,2.0,110184.0,0.2702,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,170000.0,https://www.mubawab-media.com/ad/8/286/541F/h/1000049795_81785997.avif
16,0.1434,36.4561,10.7376,240.0,5.0,4.0,0.5,0.4454,2.0,154974.0,0.275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420000.0,https://www.mubawab-media.com/ad/8/286/040F/h/387459684_670751498498221_5407079795840066314_n_81785996.avif
23,0.5349,36.819,10.2358,980.0,14.0,12.0,0.5,0.517,2.0,43985.0,0.3168,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2400000.0,https://www.mubawab-media.com/ad/7/574/613F/h/thumb_456900_property_xlarge_78383256.avif
23,0.4138,36.819,10.2358,170.0,4.0,3.0,0.5,0.517,2.0,43985.0,0.3168,4,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,4300000.0,https://www.mubawab-media.com/ad/8/286/436F/h/20260113_170551_81784771.avif
1,0.0965,36.819,10.2358,250.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309900.0,nan
17,0.1192,34.7405,10.7603,534.0,10.0,5.0,0.5,0.152,2.0,130875.5,0.3112,4,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,370000.0,https://www.mubawab-media.com/ad/7/826/271F/h/314604314_1329156364504210_4525521306649023567_n_62162915.avif
1,0.3333,36.819,10.2358,800.0,11.0,6.0,0.5,0.517,2.0,43985.0,0.3168,3,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,990000.0,https://www.mubawab-media.com/ad/7/876/250F/h/thumb_778786_property_xlarge_77848598.avif
16,0.0484,36.8,10.1,150.0,3.0,3.0,0.5,0.2426,2.0,110184.0,0.2738,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,270000.0,https://www.mubawab-media.com/ad/8/266/687F/h/16_81574562.avif
13,0.2132,36.8,10.1,222.0,15.0,10.0,0.5,0.2875,2.0,110184.0,0.3293,4,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,670000.0,https://www.mubawab-media.com/ad/8/286/031F/h/IMG_E1063_81780686.avif
1,0.3333,36.899,10.2358,319.0,6.0,6.0,0.5,0.4235,2.0,43985.0,0.3188,4,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,665000.0,https://www.mubawab-media.com/ad/8/286/012F/h/thumb_1238340_property_xlarge_81780508.avif
23,0.4138,36.8769,10.3247,160.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3282,4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,330000.0,https://www.mubawab-media.com/ad/8/285/830F/h/thumb_1238800_property_large_81778360.avif
23,0.1337,36.8,10.1,470.0,4.0,3.0,0.5,0.3155,2.0,110184.0,0.3281,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,650000.0,https://www.mubawab-media.com/ad/8/260/066F/h/22_81488810.avif
20,0.093,35.8245,10.6346,135.0,1.0,1.0,0.5,0.517,2.0,150620.48,0.2782,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000.0,https://www.mubawab-media.com/ad/8/152/380F/h/thumb_61330_property_xlarge_80371527.avif
1,0.0965,36.8665,10.1647,274.0,4.0,3.0,0.5,0.247,2.0,43985.0,0.3154,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,400000.0,https://www.mubawab-media.com/ad/8/146/180F/h/thumb_1095174_property_large_80309722.avif
1,0.0965,36.8665,10.1647,250.0,5.0,3.0,0.5,0.247,2.0,43985.0,0.2734,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,420000.0,https://www.mubawab-media.com/ad/8/210/902F/h/WhatsApp%20Image%202025-09-05%20at%2013.56.53_80973800.avif
1,0.0965,36.8665,10.1647,151.0,4.0,3.0,0.5,0.247,2.0,43985.0,0.2782,4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,540000.0,https://www.mubawab-media.com/ad/8/214/727F/h/thumb_1160924_property_large_81013283.avif
20,0.1124,35.8604,10.5953,132.0,6.0,6.0,0.5,0.3642,2.0,150620.48,0.3136,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,230000.0,https://www.mubawab-media.com/ad/8/285/380F/h/1_81773949.avif
23,0.1066,36.819,10.2358,781.0,7.0,7.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,790000.0,https://www.mubawab-media.com/ad/8/257/684F/h/4b03785c-1da4-4945-ae3d-ba3d86bbd0a6_81463722.avif
23,0.1066,36.819,10.1658,139.0,5.0,4.0,0.5,0.6863,2.0,2562.03,0.2734,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,197000.0,https://www.mubawab-media.com/ad/8/194/925F/h/WhatsApp%20Image%202025-08-05%20%C3%A0%2018.33.25_bc8b63d1_80813339.avif
23,0.4138,36.8769,10.3247,284.0,6.0,3.0,0.5,0.8015,2.0,2562.03,0.3526,4,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1800000.0,https://www.mubawab-media.com/ad/8/062/966F/h/thumb_982003_property_large_79486364.avif
1,0.3333,36.899,10.2358,227.0,4.0,3.0,0.5,0.4235,2.0,43985.0,0.3257,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,372000.0,https://www.mubawab-media.com/ad/8/285/050F/h/thumb_1223779_property_xlarge_81770498.avif
1,0.3333,36.899,10.2358,184.0,5.0,4.0,0.5,0.4235,2.0,43985.0,0.2738,4,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,615000.0,https://www.mubawab-media.com/ad/8/258/750F/h/Slide1_81532055.avif
1,0.0965,36.8665,10.1647,420.0,5.0,4.0,0.5,0.247,2.0,43985.0,0.316,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,625000.0,https://www.mubawab-media.com/ad/8/080/570F/h/1_81399302.avif
23,0.1066,36.819,10.1658,186.0,8.0,7.0,0.5,0.6863,2.0,2562.03,0.3116,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,450000.0,https://www.mubawab-media.com/ad/8/268/590F/h/1a93f403-a01b-4b75-8dc1-309529a15035_ccf07d4b-d9cb-41f2-a260-742631edba3b_81593893.avif
23,0.5349,36.844,10.192,581.0,7.0,7.0,0.5,0.3403,2.0,43985.0,0.3124,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1150000.0,https://www.mubawab-media.com/ad/8/146/892F/h/thumb_1095860_property_large_80316770.avif
16,0.0484,36.8,10.1,269.0,3.0,3.0,0.5,0.2426,2.0,110184.0,0.2986,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,400000.0,https://www.mubawab-media.com/ad/7/900/784F/h/3_81205706.avif
23,0.5349,36.844,10.192,250.0,7.0,4.0,0.5,0.3403,2.0,43985.0,0.2754,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1500000.0,https://www.mubawab-media.com/ad/8/284/198F/h/manar3%20hela_81761646.avif
16,0.1434,36.4561,10.7376,150.0,4.0,3.0,0.5,0.4454,2.0,154974.0,0.3168,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,750000.0,https://www.mubawab-media.com/ad/8/144/038F/h/MPv4qroj355gNpbv-thumb_80288786.avif
23,0.4138,36.819,10.2358,250.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000.0,nan
1,0.0965,36.8665,10.1647,101.0,2.0,1.0,0.5,0.247,2.0,43985.0,0.316,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,145000.0,https://www.mubawab-media.com/ad/8/143/379F/h/5_80287990.avif
16,0.0891,36.8,10.1,600.0,4.0,4.0,0.5,0.2091,2.0,110184.0,0.3309,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,330000.0,https://www.mubawab-media.com/ad/8/231/714F/h/Sans%20titre_81198612.avif
16,0.0484,36.819,10.2358,1085.0,3.0,3.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,650000.0,https://www.mubawab-media.com/ad/7/829/984F/h/1_81396011.avif
16,0.1434,36.4561,10.7376,192.0,3.0,2.0,0.5,0.4454,2.0,154974.0,0.316,4,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,600000.0,https://www.mubawab-media.com/ad/8/188/573F/h/2jhgSdiyW7LluxsY-thumb_80748813.avif
23,0.1192,36.8,10.1,600.0,12.0,12.0,0.5,0.3792,2.0,110184.0,0.2935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000.0,https://www.mubawab-media.com/ad/8/283/516F/h/img001_81754639.avif
23,0.5349,36.844,10.192,210.0,5.0,5.0,0.5,0.3403,2.0,43985.0,0.2754,4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,780000.0,https://www.mubawab-media.com/ad/8/254/327F/h/thumb_1208908_property_xlarge_81429843.avif
23,0.2345,36.8,10.1,500.0,7.0,3.0,0.5,0.2194,2.0,110184.0,0.2782,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,800000.0,https://www.mubawab-media.com/ad/8/281/868F/h/WhatsApp%20Image%202025-10-31%20at%2009.31.27%20%2824%29_81740305.avif
16,0.0484,36.8,10.1,110.0,2.0,2.0,0.5,0.2426,2.0,110184.0,0.3128,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100000.0,https://www.mubawab-media.com/ad/8/069/525F/h/cdc85446-c775-42c4-ac43-bc24da66761f_79550922.avif
16,0.1473,36.8,10.1,480.0,9.0,7.0,0.5,0.1622,2.0,110184.0,0.3431,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,950000.0,https://www.mubawab-media.com/ad/8/281/852F/h/L_3c0a549f-7552-43b6-9c2c-187b8c39d3ed_81740048.avif
20,0.1764,35.8245,10.6346,152.0,3.0,3.0,0.5,0.2902,2.0,150620.48,0.277,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,175000.0,https://www.mubawab-media.com/ad/8/281/777F/h/thumb_64613_property_big_81739318.avif
5,0.1192,36.8,10.1,190.0,2.0,4.0,0.5,0.1502,2.0,110184.0,0.3224,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,225000.0,https://www.mubawab-media.com/ad/8/281/558F/h/IMG_5617_81737312.avif
1,0.3004,36.8665,10.1647,390.0,5.0,5.0,0.5,0.5305,2.0,43985.0,0.3537,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,950000.0,https://www.mubawab-media.com/ad/8/237/529F/h/thumb_1187466_property_xlarge_81257251.avif
14,0.0996,33.3549,10.5055,170.0,4.0,3.0,0.5,0.2913,2.0,106845.0,0.3168,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420000.0,https://www.mubawab-media.com/ad/8/274/007F/h/WhatsApp%20Image%202025-1hlkl2-17%20at%2015.57.16_81651221.avif
23,0.2151,36.8094,10.1414,225.0,6.0,4.0,0.5,0.3144,2.0,2562.03,0.3192,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,800000.0,https://www.mubawab-media.com/ad/8/143/097F/h/1a749e07-c0b0-437b-86b1-b577d7cc86e1_48fc493e-adf8-461e-a6dd-c6810689c774_80279085.avif
1,0.3333,36.899,10.2358,300.0,5.0,4.0,0.5,0.4235,2.0,43985.0,0.312,3,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1300000.0,https://www.mubawab-media.com/ad/8/275/575F/h/thumb_1230719_property_large_81666852.avif
1,0.3004,36.8665,10.1647,500.0,5.0,4.0,0.5,0.5305,2.0,43985.0,0.2766,4,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1500000.0,https://www.mubawab-media.com/ad/8/280/474F/h/WhatsApp%20Image%202026-01-05%20at%2011.22.13%20%281%29_81721252.avif
3,0.0756,36.7533,10.2283,110.0,3.0,2.0,0.5,0.2091,2.0,114262.5,0.2907,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,200000.0,https://www.mubawab-media.com/ad/8/146/730F/h/shared%20image_80315044.avif
8,0.0523,35.6781,10.0963,82.0,2.0,4.0,0.5,0.2424,2.0,178346.92,0.2738,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000.0,https://www.mubawab-media.com/ad/7/895/579F/h/28854201421032024_tu_kair1_1192994600_1024_1fe82525-678e-4264-bca6-bbd25f3f4685_72870752.avif
1,0.3333,36.899,10.2358,230.0,4.0,3.0,0.5,0.4235,2.0,43985.0,0.3281,4,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,850000.0,https://www.mubawab-media.com/ad/7/905/229F/h/445810192_415860231416121_1782601812425583373_n_75707523.avif
23,0.4138,36.8769,10.3247,180.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3232,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,540000.0,https://www.mubawab-media.com/ad/8/265/526F/h/photo_00_81558290.avif
3,0.1035,36.8,10.1,110.0,1.0,1.0,0.5,0.2793,2.0,110184.0,0.3049,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85000.0,https://www.mubawab-media.com/ad/8/149/789F/h/thumb_1101220_property_large_80387836.avif
23,0.1996,36.819,10.2358,250.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635000.0,nan
20,0.1764,35.8245,10.6346,380.0,4.0,5.0,0.5,0.2902,2.0,150620.48,0.2778,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,550000.0,https://www.mubawab-media.com/ad/8/212/242F/h/thumb_62130_property_xlarge_80986779.avif
23,0.4138,36.8769,10.3247,208.0,5.0,3.0,0.5,0.8015,2.0,2562.03,0.2856,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1350000.0,https://www.mubawab-media.com/ad/8/279/384F/h/thumb_1233284_property_large_81709955.avif
1,0.3004,36.8665,10.1647,420.0,8.0,6.0,0.5,0.5305,2.0,43985.0,0.3204,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1180000.0,https://www.mubawab-media.com/ad/7/368/126F/h/20220216_165915_18252468.avif
23,0.1066,36.819,10.1658,50.0,1.0,1.0,0.5,0.6863,2.0,2562.03,0.3156,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95000.0,https://www.mubawab-media.com/ad/8/197/987F/h/WhatsApp%20Image%202025-08-15%20at%2011.03.52_80860398.avif
23,0.155,36.8,10.1,450.0,4.0,3.0,0.5,0.2562,2.0,110184.0,0.2758,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,580000.0,https://www.mubawab-media.com/ad/8/145/658F/h/WhatsApp%20Image%202025-05-10%20at%2022.37.46_80304585.avif
20,0.1124,35.8604,10.5953,250.0,7.0,6.0,0.5,0.3642,2.0,150620.48,0.2738,4,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,2500000.0,https://www.mubawab-media.com/ad/8/193/897F/h/thumb_6249_property_xlarge_80803282.avif
23,0.4138,36.8769,10.3247,200.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.2908,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,410000.0,https://www.mubawab-media.com/ad/7/781/933F/h/1_GF_69459194.avif
23,0.4138,36.8769,10.3247,150.0,5.0,3.0,0.5,0.8015,2.0,2562.03,0.3266,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,600000.0,https://www.mubawab-media.com/ad/8/243/453F/h/d290abde-3c77-49c7-9c23-aec31cbca854_GF%20-%20Copie_81316981.avif
1,0.0965,36.8665,10.1647,104.0,3.0,2.0,0.5,0.247,2.0,43985.0,0.3144,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,320000.0,https://www.mubawab-media.com/ad/8/278/545F/h/img002_81700596.avif
20,0.0581,36.8,10.1,138.0,4.0,3.0,0.5,0.183,2.0,110184.0,0.3172,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,238000.0,https://www.mubawab-media.com/ad/8/278/490F/h/605267762_1345490454258357_5042571274076520746_n_81700098.avif
16,0.1512,36.4561,10.7376,243.0,5.0,5.0,0.5,0.4552,2.0,154974.0,0.3132,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,690000.0,https://www.mubawab-media.com/ad/8/233/083F/h/thumb_1117080_property_large_81212065.avif
16,0.1512,36.4561,10.7376,260.0,5.0,4.0,0.5,0.4552,2.0,154974.0,0.3376,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,850000.0,https://www.mubawab-media.com/ad/8/123/568F/h/WhatsApp%20Image%202025-03-06%20%C3%A0%2011.41.48_b8b6840b_80082496.avif
16,0.1512,36.4561,10.7376,100.0,3.0,2.0,0.5,0.4552,2.0,154974.0,0.3148,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,260000.0,https://www.mubawab-media.com/ad/8/164/394F/h/WhatsApp%20Image%202025-06-13%20%C3%A0%2021.42.28_dcb4d6c2_80504228.avif
16,0.0484,36.8,10.1,60.0,1.0,1.0,0.5,0.2426,2.0,110184.0,0.3196,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,125000.0,https://www.mubawab-media.com/ad/7/910/868F/h/Sans%20titre_74834273.avif
16,0.155,36.8,10.1,330.0,7.0,5.0,0.5,0.1884,2.0,110184.0,0.3124,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,520000.0,https://www.mubawab-media.com/ad/8/277/483F/h/pSVkkTUEDuFmWotT-thumb_81689181.avif
16,0.1434,36.4561,10.7376,495.0,7.0,7.0,0.5,0.4454,2.0,154974.0,0.32,4,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,990000.0,https://www.mubawab-media.com/ad/8/118/807F/h/thumb_1061135_property_large_80034770.avif
16,0.155,36.8,10.1,400.0,4.0,4.0,0.5,0.1884,2.0,110184.0,0.34,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1200000.0,https://www.mubawab-media.com/ad/8/206/874F/h/thumb_1150309_property_large_80929424.avif
23,0.0793,36.8,10.1,192.0,1.0,1.0,0.5,0.1953,2.0,110184.0,0.3112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000.0,https://www.mubawab-media.com/ad/8/277/218F/h/f3575b03db08a3a464d3c8c66aa3d978%20%281%29_81686097.avif
23,1.0,36.8528,10.3247,180.0,3.0,2.0,0.5,0.5388,2.0,2562.03,0.3472,4,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1750000.0,https://www.mubawab-media.com/ad/8/093/253F/h/thumb_1015482_property_large_79781256.avif
23,0.186,36.8,10.1,450.0,8.0,6.0,0.5,0.2656,2.0,110184.0,0.2762,4,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1200000.0,https://www.mubawab-media.com/ad/7/897/560F/h/2_81684265.avif
1,0.3004,36.8665,10.1647,514.0,8.0,6.0,0.5,0.5305,2.0,43985.0,0.3124,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2000000.0,https://www.mubawab-media.com/ad/7/800/519F/h/403f5236-d623-4f3a-a75c-b3b7f617d3df_GF_59109491.avif
23,0.1124,36.8,10.1,100.0,2.0,2.0,0.5,0.2047,2.0,110184.0,0.2758,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155000.0,https://www.mubawab-media.com/ad/8/276/887F/h/IMG20251125113724_81681991.avif
16,0.1512,36.4561,10.7376,130.0,3.0,2.0,0.5,0.4552,2.0,154974.0,0.3156,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,440000.0,https://www.mubawab-media.com/ad/8/276/575F/h/TAARAFCHI%20IMMO%20%2822%29_81678689.avif
23,0.4138,36.8769,10.3247,180.0,6.0,3.0,0.5,0.8015,2.0,2562.03,0.286,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,550000.0,https://www.mubawab-media.com/ad/8/209/799F/h/9_80961695.avif
14,0.1163,36.8,10.1,200.0,4.0,3.0,0.5,0.3307,2.0,110184.0,0.2774,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,420000.0,https://www.mubawab-media.com/ad/8/274/012F/h/WhatsApp%20Image%202025-12-19%20at%2015.24.45%20%282%29_81651288.avif
23,1.0,36.819,10.2358,500.0,6.0,1.0,0.5,0.517,2.0,43985.0,0.3168,4,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,2700000.0,https://www.mubawab-media.com/ad/8/276/177F/h/thumb_1231267_property_large_81673521.avif
23,0.1996,36.819,10.2358,250.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635000.0,nan
23,0.1124,36.8,10.1,288.0,12.0,9.0,0.5,0.2047,2.0,110184.0,0.3136,4,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,690000.0,https://www.mubawab-media.com/ad/8/266/157F/h/WhatsApp%20Image%202025-12-02%20%C3%A0%2015.10.53_c3ae0140_81564916.avif
23,0.2112,36.819,10.2358,1700.0,20.0,16.0,0.5,0.517,2.0,43985.0,0.3168,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2500000.0,https://www.mubawab-media.com/ad/8/176/009F/h/201808924017140544701_GF_80622121.avif
16,0.0484,36.8,10.1,170.0,6.0,6.0,0.5,0.2426,2.0,110184.0,0.3132,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,470000.0,https://www.mubawab-media.com/ad/8/085/588F/h/Sans%20titre_79708135.avif
16,0.0484,36.8,10.1,110.0,2.0,2.0,0.5,0.2426,2.0,110184.0,0.318,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,230000.0,https://www.mubawab-media.com/ad/8/258/841F/h/14_81479007.avif
23,0.0659,36.8,10.1,150.0,3.0,3.0,0.5,0.3123,2.0,110184.0,0.2718,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,290000.0,https://www.mubawab-media.com/ad/8/252/967F/h/20251105_132602_81415553.avif
1,0.3333,36.899,10.2358,458.0,6.0,5.0,0.5,0.4235,2.0,43985.0,0.2762,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1200000.0,https://www.mubawab-media.com/ad/7/962/447F/h/454263818_983419006908516_1058752792311806494_n_78585235.avif
16,0.0484,36.8,10.1,133.0,2.0,2.0,0.5,0.2426,2.0,110184.0,0.273,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155000.0,https://www.mubawab-media.com/ad/8/058/970F/h/8699b2d3-b78f-469d-a9ef-24154fbc4c7f_79447884.avif
23,0.4138,36.8769,10.3247,207.0,1.0,1.0,0.5,0.8015,2.0,2562.03,0.2738,4,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,540000.0,https://www.mubawab-media.com/ad/8/224/530F/h/thumb_1172169_property_large_81119207.avif
23,0.2345,36.8,10.1,80.0,5.0,2.0,0.5,0.2194,2.0,110184.0,0.271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190000.0,https://www.mubawab-media.com/ad/8/275/077F/h/1000001292_81661735.avif
23,1.0,36.8528,10.3247,300.0,4.0,3.0,0.5,0.5388,2.0,2562.03,0.2718,4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,620000.0,https://www.mubawab-media.com/ad/7/959/781F/h/a85c61a3-7e4d-4c00-a2fd-01762fd1f985_78462800.avif
23,0.1066,36.819,10.1658,582.0,5.0,3.0,0.5,0.6863,2.0,2562.03,0.275,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,950000.0,https://www.mubawab-media.com/ad/7/944/231F/h/WhatsApp%20Image%202024-06-05%20at%2023.22.48%20%282%29_77640324.avif
23,0.1066,36.819,10.1658,260.0,11.0,6.0,0.5,0.6863,2.0,2562.03,0.3112,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,395000.0,https://www.mubawab-media.com/ad/8/274/835F/h/WhatsApp%20Image%202025-12-21%20at%2011.55.09%20AM_81659228.avif
23,1.0,36.819,10.2358,2476.0,6.0,6.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,15000000.0,https://www.mubawab-media.com/ad/8/248/397F/h/thumb_1180242_property_large_81368179.avif
23,0.4138,36.8769,10.3247,289.0,3.0,3.0,0.5,0.8015,2.0,2562.03,0.3517,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2100000.0,https://www.mubawab-media.com/ad/8/053/570F/h/thumb_962458_property_large_79394357.avif
4,0.0523,36.8,10.1,85.0,4.0,3.0,0.5,0.1627,2.0,110184.0,0.2802,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,160000.0,https://www.mubawab-media.com/ad/8/273/983F/h/3_81650998.avif
23,0.1066,36.819,10.2358,782.0,13.0,10.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,850000.0,https://www.mubawab-media.com/ad/8/013/501F/h/5999211b-66e9-406f-be4d-f3b4227f5b7b_GF_78999601.avif
23,0.4138,36.8769,10.3247,170.0,6.0,5.0,0.5,0.8015,2.0,2562.03,0.3282,4,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,950000.0,https://www.mubawab-media.com/ad/8/206/415F/h/1_GF_80924938.avif
