gouvernorat_enc,ville_enc,lat,lon,surface_m2,score_attractivite,market_tension,prix_region_median,text_embedding_score,nb_images,source_enc,type_transaction,has_vue_mer,has_vue_montagne,prix,image_url
16,0.0485,36.8,10.1,409.0,0.5,0.2426,110184.0,0.3172,4,0,0,0,0,570000.0,https://www.mubawab-media.com/ad/8/259/394F/h/7_81481493.avif
1,0.3078,36.819,10.2358,453.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,590000.0,nan
1,0.3078,36.819,10.2358,453.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,590000.0,https://www.mubawab-media.com/ad/8/295/085F/h/thumb_1268949_property_xlarge_81878391.avif
16,0.0915,36.4561,10.7376,761.0,0.5,0.4552,154974.0,0.3188,4,0,0,0,0,760000.0,https://www.mubawab-media.com/ad/8/241/987F/h/WhatsApp%20Image%202025-10-28%20%C3%A0%2014.40.57_d774b76c_81309824.avif
16,0.0915,36.819,10.2358,400.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,380000.0,nan
16,0.0915,36.819,10.2358,10000.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,120000.0,nan
16,0.0915,36.819,10.2358,435.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,350000.0,nan
20,0.2807,36.819,10.2358,397.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,714000.0,nan
23,0.3826,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,890000.0,nan
1,0.3078,36.819,10.2358,410.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,295000.0,nan
13,0.139,36.819,10.2358,507.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,406000.0,nan
13,0.139,36.819,10.2358,482.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,457900.0,nan
13,0.139,36.819,10.2358,234.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,195000.0,nan
13,0.139,36.819,10.2358,342.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,256500.0,nan
13,0.139,36.819,10.2358,503.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,414000.0,nan
13,0.139,36.8,10.1,484.0,0.5,0.2875,110184.0,0.2778,3,0,0,0,0,434000.0,https://www.mubawab-media.com/ad/8/294/450F/h/gallery_81869092.avif
13,0.139,36.8,10.1,306.0,0.5,0.2875,110184.0,0.2778,1,0,0,0,0,250000.0,https://www.mubawab-media.com/ad/8/294/441F/h/gallery_81869032.avif
16,0.0915,36.4561,10.7376,2450.0,0.5,0.4552,154974.0,0.3041,4,0,0,0,0,370000.0,https://www.mubawab-media.com/ad/8/285/490F/h/1_81775370.avif
13,0.139,36.8,10.1,405.0,0.5,0.2875,110184.0,0.2778,3,0,0,0,0,363000.0,https://www.mubawab-media.com/ad/8/294/438F/h/gallery_81869026.avif
13,0.139,36.819,10.2358,380.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,260000.0,nan
23,0.8456,36.819,10.2358,806.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,1000000.0,nan
13,0.139,36.819,10.2358,715.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,470000.0,nan
1,0.3078,36.8665,10.1647,466.0,0.5,0.5305,43985.0,0.2766,4,0,0,0,0,900000.0,https://www.mubawab-media.com/ad/8/294/408F/h/riadh%20andalous%20%2853%29_81868649.avif
1,0.3078,36.8665,10.1647,453.0,0.5,0.5305,43985.0,0.2766,4,0,0,0,0,670000.0,https://www.mubawab-media.com/ad/8/294/387F/h/riadh%20andalous%20%2826%29_81868315.avif
23,0.3826,36.819,10.2358,2500.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,3250000.0,nan
14,0.1066,36.819,10.2358,392.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,450000.0,nan
23,0.8456,36.819,10.2358,1000.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,4500000.0,nan
16,0.1268,36.8,10.1,490.0,0.5,0.1516,110184.0,0.277,4,0,0,0,0,441000.0,https://www.mubawab-media.com/ad/8/207/056F/h/thumb_1147528_property_xlarge_80931837.avif
16,0.1268,36.819,10.2358,433.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,282000.0,nan
16,0.1466,36.8,10.1,365.0,0.5,0.1884,110184.0,0.318,1,0,0,0,0,365000.0,https://www.mubawab-media.com/ad/8/236/168F/h/Terrain-construction%20%281%29_81243208.avif
16,0.1268,36.8,10.1,386.0,0.5,0.1516,110184.0,0.3156,3,0,0,0,0,320000.0,https://www.mubawab-media.com/ad/7/650/293F/h/573433b0-cd7c-4571-b685-d9f66bbdded6_42389457.avif
16,0.0915,36.4561,10.7376,571.0,0.5,0.4552,154974.0,0.316,4,0,0,0,0,4850000.0,https://www.mubawab-media.com/ad/8/289/840F/h/thumb_1263470_property_big_81820565.avif
23,0.2657,36.819,10.1658,750.0,0.5,0.5524,2562.03,0.3533,4,0,0,0,0,2000000.0,https://www.mubawab-media.com/ad/8/208/974F/h/photo_00_80952822.avif
23,0.3826,36.819,10.2358,3000.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,7500000.0,nan
23,0.3826,36.819,10.2358,1850.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,5000000.0,nan
1,0.1223,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,369000.0,nan
1,0.0871,36.8665,10.1647,500.0,0.5,0.2426,43985.0,0.315,4,0,0,0,0,150000.0,https://www.mubawab-media.com/ad/8/293/880F/h/Screenshot_2025-04-02-12-15-29-76_99c04817c0de5652397fc8b56c3b3817_81862486.avif
1,0.1223,36.819,10.2358,6040.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,5700000.0,nan
15,0.3197,36.819,10.2358,330.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,247000.0,nan
16,0.0915,36.819,10.2358,1201.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,300000.0,nan
1,0.3078,36.819,10.2358,168.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,150000.0,nan
9,0.1268,36.819,10.2358,959.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,52800.0,nan
17,0.0849,34.7405,10.7603,665.0,0.5,0.3081,130875.5,0.3124,4,0,0,0,0,105000.0,https://www.mubawab-media.com/ad/8/293/506F/h/thumb_1267351_property_xlarge_81858882.avif
17,0.0849,34.7405,10.7603,6088.0,0.5,0.3081,130875.5,0.3164,4,0,0,0,0,310000.0,https://www.mubawab-media.com/ad/8/293/495F/h/thumb_1267445_property_xlarge_81858782.avif
17,0.0849,34.7405,10.7603,655.0,0.5,0.3081,130875.5,0.3124,4,0,0,0,0,110000.0,https://www.mubawab-media.com/ad/8/293/485F/h/thumb_1267365_property_xlarge_81858675.avif
16,0.0915,36.4561,10.7376,750.0,0.5,0.4552,154974.0,0.3168,3,0,0,0,0,67500.0,https://www.mubawab-media.com/ad/8/242/806F/h/WhatsApp%20Image%202025-10-28%20%C3%A0%2015.23.20_6e8c4850_81310104.avif
16,0.226,36.4561,10.7376,207.0,0.5,0.4454,154974.0,0.316,2,0,0,0,0,310000.0,https://www.mubawab-media.com/ad/8/241/978F/h/Design%20sans%20titre%2816%29_81302023.avif
1,0.3067,36.899,10.2358,592.0,0.5,0.4235,43985.0,0.2758,1,0,0,0,0,532800.0,https://www.mubawab-media.com/ad/8/275/713F/h/WhatsApp%20Image%202025-12-20%20at%2018.35.06_81668346.avif
23,0.3826,36.8769,10.3247,4949.0,0.5,0.8015,2562.03,0.2868,4,0,0,0,0,350000.0,https://www.mubawab-media.com/ad/8/132/334F/h/photo_00_80170261.avif
16,0.0915,36.819,10.2358,543.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,325800.0,nan
16,0.0915,36.819,10.2358,450.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,162000.0,nan
20,0.1444,36.819,10.2358,258.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,230000.0,nan
16,0.0485,36.8,10.1,264.0,0.5,0.2426,110184.0,0.3156,4,0,0,0,0,170000.0,https://www.mubawab-media.com/ad/7/976/390F/h/9385a2ba-5538-4a3e-889a-27ffca395b4e_81197708.avif
16,0.0485,36.8,10.1,8300.0,0.5,0.2426,110184.0,0.2774,4,0,0,0,0,360000.0,https://www.mubawab-media.com/ad/8/266/670F/h/Sans%20titre_81574081.avif
3,0.1612,36.819,10.2358,600.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,900000.0,nan
1,0.3078,36.819,10.2358,2000.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,80000.0,nan
20,0.1122,36.819,10.2358,1100.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,440000.0,nan
20,0.2524,36.819,10.2358,900.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,2430000.0,nan
16,0.1378,36.4561,10.7376,50000.0,0.5,0.1939,154974.0,0.2762,4,0,0,0,0,1500000.0,https://www.mubawab-media.com/ad/8/209/913F/h/81579986-de99-4278-98fd-70ae4e041079_GF_80963055.avif
11,0.3826,36.1744,8.7148,30000.0,0.5,0.2305,88968.19,0.3144,1,0,0,0,0,900000.0,https://www.mubawab-media.com/ad/8/256/365F/h/560fa42a-6e8a-4c5e-aac9-cbd27384b8ea_GF_81450926.avif
23,0.3826,36.8769,10.3247,400.0,0.5,0.8015,2562.03,0.2778,1,0,0,0,0,600000.0,https://www.mubawab-media.com/ad/8/286/968F/h/gallery_81790392.avif
15,0.1268,36.819,10.2358,1734.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,1350000.0,nan
1,0.3067,36.899,10.2358,1500.0,0.5,0.4235,43985.0,0.3148,4,0,0,0,0,1800000.0,https://www.mubawab-media.com/ad/8/259/673F/h/64d596ca-e985-41a1-ba4a-d99bb2534df8_GF_81484384.avif
1,0.3067,36.899,10.2358,1700.0,0.5,0.4235,43985.0,0.3168,4,0,0,0,0,1530000.0,https://www.mubawab-media.com/ad/8/266/722F/h/1e737bd0-0cc6-4c24-881b-ee0d517ebd99_GF_81574578.avif
1,0.3067,36.899,10.2358,700.0,0.5,0.4235,43985.0,0.3148,4,0,0,0,0,700000.0,https://www.mubawab-media.com/ad/8/259/695F/h/13abc467-d7c6-4a4a-bd9d-4d39830c508a_GF_81484568.avif
23,0.2657,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,419000.0,nan
1,0.3067,36.819,10.2358,826.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,908000.0,nan
1,0.3067,36.899,10.2358,1046.0,0.5,0.4235,43985.0,0.3148,4,0,0,0,0,1150000.0,https://www.mubawab-media.com/ad/8/083/885F/h/f3b51dbb-ba91-4fc0-b530-5f824a957b8e_GF_79690665.avif
23,0.3826,36.8769,10.3247,520.0,0.5,0.8015,2562.03,0.2786,4,0,0,0,0,700000.0,https://www.mubawab-media.com/ad/8/196/707F/h/33122e6e-5d48-44cf-aa00-110cc5c601d9_GF_80830051.avif
1,0.3067,36.819,10.2358,10000.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,3700000.0,nan
23,0.3826,36.819,10.2358,3682.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,4400000.0,nan
23,0.3826,36.819,10.2358,7199.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,3960000.0,nan
1,0.3067,36.899,10.2358,2642.0,0.5,0.4235,43985.0,0.3168,4,0,0,0,0,2900000.0,https://www.mubawab-media.com/ad/7/799/849F/h/0bf1afac-4e71-49bc-b88e-26dbfa0f0914_GF_59031674.avif
1,0.3067,36.819,10.2358,980.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,784000.0,nan
23,0.3826,36.8769,10.3247,4887.0,0.5,0.8015,2562.03,0.3168,1,0,0,0,0,2930000.0,https://www.mubawab-media.com/ad/8/167/602F/h/311b3c2b-d5b0-4abc-b50d-945d6b965d5e_GF_80536189.avif
23,0.3826,36.8769,10.3247,1775.0,0.5,0.8015,2562.03,0.2782,4,0,0,0,0,1455500.0,https://www.mubawab-media.com/ad/8/182/712F/h/38820109817313134645cce5af9-529c-499d-a31b-a76f6247d880_GF_80689865.avif
1,0.3067,36.899,10.2358,1500.0,0.5,0.4235,43985.0,0.2774,4,0,0,0,0,1800000.0,https://www.mubawab-media.com/ad/8/050/571F/h/1e7ceb90-b604-450e-995a-341728075666_GF_79363446.avif
23,0.3826,36.8769,10.3247,1116.0,0.5,0.8015,2562.03,0.3172,4,0,0,0,0,1116000.0,https://www.mubawab-media.com/ad/8/066/708F/h/e4dfe131-ddd5-4446-90cc-871a43bf99ad_GF_79523953.avif
23,0.3826,36.8769,10.3247,338.0,0.5,0.8015,2562.03,0.3168,3,0,0,0,0,794000.0,https://www.mubawab-media.com/ad/8/081/872F/h/58e19c75-9cfd-4c23-b95d-7ef243afa973_GF_79671375.avif
1,0.3067,36.899,10.2358,763.0,0.5,0.4235,43985.0,0.3148,4,0,0,0,0,990000.0,https://www.mubawab-media.com/ad/8/185/337F/h/1737969817_e12072a5_62b4_4b43_91d6_263a4f66e6fb_GF_80715485.avif
1,0.3067,36.819,10.2358,7774.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,8550000.0,https://www.mubawab-media.com/ad/8/106/529F/h/1_GF_79909960.avif
23,0.3826,36.819,10.2358,800.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,1600000.0,nan
1,0.3067,36.819,10.2358,600.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,960000.0,nan
11,0.3826,36.819,10.2358,3000.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,900000.0,nan
1,0.3067,36.819,10.2358,860.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,860000.0,nan
3,0.3098,36.7533,10.2283,3000.0,0.5,0.1826,114262.5,0.279,4,0,0,0,0,2700000.0,https://www.mubawab-media.com/ad/8/217/049F/h/6d773c93-f34b-4706-867d-f36c3be8be3e_GF_81037960.avif
3,0.3098,36.819,10.2358,17000.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,980000.0,nan
3,0.3098,36.7533,10.2283,10000.0,0.5,0.1826,114262.5,0.277,4,0,0,0,0,3000000.0,https://www.mubawab-media.com/ad/8/217/581F/h/514908213_1098627952176164_4024603493070024529_n_GF_81043968.avif
23,0.3826,36.819,10.2358,400.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,800000.0,nan
1,0.3067,36.899,10.2358,4186.0,0.5,0.4235,43985.0,0.316,4,0,0,0,0,2930000.0,https://www.mubawab-media.com/ad/8/252/150F/h/e6f2d80c-b0b8-46fa-a16a-f1aef16625b2_GF_81407259.avif
1,0.3067,36.899,10.2358,1020.0,0.5,0.4235,43985.0,0.316,4,0,0,0,0,663000.0,https://www.mubawab-media.com/ad/8/270/665F/h/7db2b76c-9cb7-41cc-993a-c6d47af29bff_GF_81615883.avif
23,0.2657,36.819,10.1658,368.0,0.5,0.5524,2562.03,0.3415,4,0,0,0,0,1350000.0,https://www.mubawab-media.com/ad/8/248/024F/h/2ff28aba-5edd-483d-a362-6a9153c3e6ba_GF_1_81365061.avif
4,0.0826,36.8,10.1,7000.0,0.5,0.152,110184.0,0.318,4,0,0,0,0,900000.0,https://www.mubawab-media.com/ad/7/691/919F/h/c2ef3018-e9ef-4444-899c-39f9bdd0f05b_GF_46509014.avif
16,0.0915,36.819,10.2358,156.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,300000.0,nan
1,0.1223,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,309900.0,nan
3,0.2128,36.819,10.2358,550.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,423500.0,nan
4,0.1268,36.819,10.2358,712.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,128160.0,nan
23,0.3826,36.819,10.2358,830.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,1200000.0,nan
23,0.3826,36.8769,10.3247,742.0,0.5,0.8015,2562.03,0.327,1,0,0,0,0,1930000.0,https://www.mubawab-media.com/ad/8/285/635F/h/thumb_1238179_property_large_81776712.avif
16,0.0915,36.4561,10.7376,657.0,0.5,0.4552,154974.0,0.2734,3,0,0,0,0,459900.0,https://www.mubawab-media.com/ad/8/292/154F/h/ab648630-c874-417e-b105-448b916cc052_81844757.avif
3,0.3098,36.7533,10.2283,42640.0,0.5,0.1826,114262.5,0.2794,4,0,0,0,0,2500000.0,https://www.mubawab-media.com/ad/8/252/501F/h/1_GF_81410744.avif
2,0.4708,36.7256,9.1817,30000.0,0.5,0.1506,144747.28,0.2806,4,0,0,0,0,985000.0,https://www.mubawab-media.com/ad/8/252/741F/h/21600613-26bd-4696-9a16-257c919684b6_GF_81416725.avif
20,0.424,36.8,10.1,417.0,0.5,0.182,110184.0,0.2754,1,0,0,0,0,237000.0,https://www.mubawab-media.com/ad/8/231/118F/h/226%20000%20%284%29_81191628.avif
1,0.0871,36.819,10.2358,515.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,450000.0,nan
16,0.3826,36.8,10.1,40000.0,0.5,0.2078,110184.0,0.3176,4,0,0,0,0,2400000.0,https://www.mubawab-media.com/ad/8/249/006F/h/39532d80-87c7-4a1c-ac91-25115d792010_GF_81374955.avif
20,0.2807,36.819,10.2358,500.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,550000.0,nan
16,0.0485,36.8,10.1,286.0,0.5,0.2426,110184.0,0.318,4,0,0,0,0,100000.0,https://www.mubawab-media.com/ad/7/006/774F/h/5affae7b-fcca-4e0e-8bcb-2142626fb6c8_79412983.avif
17,0.0849,34.7405,10.7603,519.0,0.5,0.3081,130875.5,0.314,4,0,0,0,0,215000.0,https://www.mubawab-media.com/ad/8/291/835F/h/thumb_1265480_property_xlarge_81841571.avif
23,0.3826,36.819,10.2358,390.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,1520000.0,nan
20,0.1122,35.8245,10.6346,506.0,0.5,0.2902,150620.48,0.2766,2,0,0,0,0,255000.0,https://www.mubawab-media.com/ad/8/291/434F/h/1000047437_81837419.avif
20,0.2458,36.819,10.2358,641.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,770000.0,nan
4,0.0628,36.8,10.1,1479.0,0.5,0.1627,110184.0,0.2766,4,0,0,0,0,230000.0,https://www.mubawab-media.com/ad/8/291/324F/h/resize-image%20%281%29_81836355.avif
17,0.0849,34.7405,10.7603,1737.0,0.5,0.3081,130875.5,0.314,4,0,0,0,0,680000.0,https://www.mubawab-media.com/ad/8/267/601F/h/mas1_81583557.avif
23,0.3826,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,240000.0,nan
16,0.0915,36.819,10.2358,225.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,150000.0,nan
1,0.3067,36.819,10.2358,262.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,270000.0,nan
20,0.1122,36.819,10.2358,600.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,420000.0,nan
3,0.1612,36.819,10.2358,700.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,805000.0,nan
1,0.3067,36.819,10.2358,642.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,398000.0,nan
1,0.3067,36.819,10.2358,1967.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,1225000.0,nan
1,0.3067,36.819,10.2358,640.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,397000.0,nan
1,0.3067,36.819,10.2358,685.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,425000.0,nan
14,0.0606,33.3549,10.5055,400.0,0.5,0.4303,106845.0,0.277,4,0,0,0,0,170000.0,https://www.mubawab-media.com/ad/8/290/867F/h/WhatsApp%20Image%202026-01-20%20at%2008.46.27_81831308.avif
14,0.1179,36.8,10.1,559.0,0.5,0.3307,110184.0,0.3124,1,0,0,0,0,257140.0,https://www.mubawab-media.com/ad/8/290/825F/h/WhatsApp%20Image%202026-01-23%20at%2011.29.27_81831010.avif
1,0.1223,36.819,10.2358,1576.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,330000.0,nan
3,0.2022,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,200000.0,nan
1,0.3067,36.819,10.2358,2468.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,2500000.0,nan
20,0.0789,36.8,10.1,568.0,0.5,0.152,110184.0,0.2802,4,0,0,0,0,2500000.0,https://www.mubawab-media.com/ad/8/217/697F/h/terrain%20kalaa%20sghira%20%282%29_81045342.avif
16,0.226,36.4561,10.7376,1926.0,0.5,0.4454,154974.0,0.3168,4,0,0,0,0,2506000.0,https://www.mubawab-media.com/ad/8/217/719F/h/terrain-de-300m2-a-dire-dawa-269180-1-835x467_81045306.avif
16,0.226,36.819,10.2358,528.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,3060000.0,nan
16,0.0485,36.819,10.2358,365.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,195000.0,nan
16,0.0485,36.8,10.1,253.0,0.5,0.2426,110184.0,0.3184,4,0,0,0,0,100000.0,https://www.mubawab-media.com/ad/7/603/863F/h/index_37689057.avif
16,0.0187,36.8,10.1,406.0,0.5,0.1622,110184.0,0.3286,4,0,0,0,0,97000.0,https://www.mubawab-media.com/ad/8/255/458F/h/2_81441497.avif
1,0.3067,36.899,10.2358,411.0,0.5,0.4235,43985.0,0.2762,4,0,0,0,0,300000.0,https://www.mubawab-media.com/ad/7/488/919F/h/photo_0_28269223.avif
3,0.1612,36.819,10.2358,320.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,280000.0,nan
3,0.058,36.819,10.2358,2000.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,295000.0,nan
1,0.1223,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,369000.0,nan
4,0.0564,36.8,10.1,289.0,0.5,0.2007,110184.0,0.3152,4,0,0,0,0,130500.0,https://www.mubawab-media.com/ad/8/290/183F/h/photo_0_81824426.avif
4,0.0564,36.8,10.1,300.0,0.5,0.2007,110184.0,0.3065,4,0,0,0,0,195000.0,https://www.mubawab-media.com/ad/8/290/166F/h/photo_00_81824202.avif
16,0.0915,36.819,10.2358,354.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,460000.0,nan
16,0.226,36.4561,10.7376,459.0,0.5,0.4454,154974.0,0.2786,4,0,0,0,0,780300.0,https://www.mubawab-media.com/ad/8/285/437F/h/1_81774836.avif
16,0.0915,36.819,10.2358,500.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,300000.0,nan
20,0.1444,36.819,10.2358,583.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,1300000.0,nan
16,0.0485,36.819,10.2358,150.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,19800.0,nan
1,0.3078,36.8665,10.1647,400.0,0.5,0.5305,43985.0,0.2911,1,0,0,0,0,729000.0,https://www.mubawab-media.com/ad/7/789/521F/h/080_57662694.avif
16,0.226,36.4561,10.7376,664.0,0.5,0.4454,154974.0,0.3176,3,0,0,0,0,996000.0,https://www.mubawab-media.com/ad/8/277/486F/h/thumb_1232342_property_large_81689031.avif
1,0.147,36.8665,10.1647,796.0,0.5,0.1543,43985.0,0.2738,4,0,0,0,0,199000.0,https://www.mubawab-media.com/ad/8/289/863F/h/Screenshot_20260115_123114_Maps_81820832.avif
17,0.1091,36.8,10.1,10967.0,0.5,0.1506,110184.0,0.3164,4,0,0,0,0,400000.0,https://www.mubawab-media.com/ad/8/289/793F/h/IMG-20251127-WA0011_81820017.avif
4,0.1139,36.819,10.2358,1274.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,254000.0,nan
4,0.1139,36.819,10.2358,352.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,281600.0,nan
4,0.1139,36.819,10.2358,184.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,110000.0,nan
4,0.1139,36.819,10.2358,662.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,364000.0,nan
4,0.1139,36.819,10.2358,500.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,125000.0,nan
4,0.1139,37.2744,9.8739,5000.0,0.5,0.4278,61540.22,0.2774,4,0,0,0,0,350000.0,https://www.mubawab-media.com/ad/8/143/709F/h/thumb_1091783_property_big%20%281%29_80285558.avif
4,0.1139,36.819,10.2358,171.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,90000.0,nan
4,0.1139,36.819,10.2358,1800.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,450000.0,nan
4,0.1139,37.2744,9.8739,1776.0,0.5,0.4278,61540.22,0.3144,1,0,0,0,0,266000.0,https://www.mubawab-media.com/ad/8/251/760F/h/576949070_1398625118939827_8112439577636147949_n_81403204.avif
4,0.1139,37.2744,9.8739,285.0,0.5,0.4278,61540.22,0.3184,1,0,0,0,0,119000.0,https://www.mubawab-media.com/ad/8/213/268F/h/Real%20estate%20instagram%20post%20advertisement%20dark%20-%20Fait%20avec%20PosterMyWall_80997268.avif
4,0.0826,36.819,10.2358,782.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,469000.0,nan
4,0.1139,36.819,10.2358,524.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,524000.0,nan
17,0.0849,34.7405,10.7603,4740.0,0.5,0.3081,130875.5,0.3148,4,0,0,0,0,125000.0,https://www.mubawab-media.com/ad/8/289/445F/h/thumb_1262949_property_xlarge_81816471.avif
1,0.1223,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,309900.0,nan
16,0.0915,36.4561,10.7376,5750.0,0.5,0.4552,154974.0,0.275,4,0,0,0,0,170000.0,https://www.mubawab-media.com/ad/7/552/210F/h/310612436_433550445550517_8981591200558912605_n_33645249.avif
16,0.0485,36.8,10.1,5000.0,0.5,0.2426,110184.0,0.3297,4,0,0,0,0,450000.0,https://www.mubawab-media.com/ad/8/084/354F/h/Sans%20titre_79695081.avif
18,0.1268,36.819,10.2358,280000.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,280000.0,nan
23,0.3826,36.819,10.2358,2005.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,3208000.0,nan
20,0.2072,36.819,10.2358,409.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,388000.0,nan
20,0.2072,36.819,10.2358,449.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,404000.0,nan
1,0.147,36.8665,10.1647,1800.0,0.5,0.1543,43985.0,0.2718,4,0,0,0,0,130000.0,https://www.mubawab-media.com/ad/8/289/191F/h/1000000754_81814012.avif
4,0.1139,37.2744,9.8739,312.0,0.5,0.4278,61540.22,0.3112,1,0,0,0,0,1716000.0,https://www.mubawab-media.com/ad/8/236/792F/h/611162068_1447253114077027_6346716815575928893_n_81780916.avif
4,0.1139,37.2744,9.8739,400.0,0.5,0.4278,61540.22,0.3172,1,0,0,0,0,80000.0,https://www.mubawab-media.com/ad/8/251/759F/h/581160800_1884142229139328_2008115717321658057_n_81403189.avif
4,0.1139,37.2744,9.8739,414.0,0.5,0.4278,61540.22,0.3188,1,0,0,0,0,144000.0,https://www.mubawab-media.com/ad/8/231/027F/h/thumb_1167720_property_big_81190724.avif
23,0.3164,36.8,10.1,1070.0,0.5,0.2562,110184.0,0.2742,3,0,0,0,0,1300000.0,https://www.mubawab-media.com/ad/8/110/483F/h/WhatsApp%20Image%202025-03-18%20%C3%A0%2013.49.14_40bc66c6_79952901.avif
1,0.3067,36.899,10.2358,611.0,0.5,0.4235,43985.0,0.318,1,0,0,0,0,790000.0,https://www.mubawab-media.com/ad/8/150/516F/h/thumb_1099793_property_large_80352349.avif
