gouvernorat_enc,ville_enc,lat,lon,surface_m2,nb_pieces,nb_chambres,score_attractivite,market_tension,cycle_marche,prix_region_median,text_embedding_score,nb_images,source_enc,prix,image_url,type_bien,type_transaction,has_ascenseur,has_meuble,has_terrasse,has_piscine,has_vue_mer,has_garage,has_securite,has_climatisation,has_chauffage,has_cuisine_equip,has_double_vitrage,has_porte_blindee,has_concierge,has_jardin,has_standing,has_vue_montagne,has_cheminee
16.0,0.2833,36.4561,10.7376,107.0,3.0,2.0,0.5,0.4454,2.0,154974.0,0.3379,4.0,0.0,350000.0,https://www.mubawab-media.com/ad/8/158/257F/h/WhatsApp%20Image%202025-11-07%20at%2010.52.38_81369259.avif,1,2,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0
1.0,0.3533,36.899,10.2358,130.0,3.0,2.0,0.5,0.4235,2.0,43985.0,0.2734,4.0,0.0,380000.0,https://www.mubawab-media.com/ad/8/258/888F/h/IMG-20251126-WA0146_81476405.avif,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1.0,0.32,36.8665,10.1647,135.0,4.0,3.0,0.5,0.5305,2.0,43985.0,0.3136,4.0,0.0,350000.0,https://www.mubawab-media.com/ad/8/297/921F/h/ChatGPT%20Image%205%20f%C3%A9vr.%202026%2C%2009_14_19_81909161.avif,1,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
23.0,0.6867,36.819,10.1658,172.0,5.0,4.0,0.5,0.5524,2.0,2562.03,0.3404,4.0,0.0,822000.0,https://www.mubawab-media.com/ad/7/928/568F/h/dde1d54f-4671-442a-924b-a8cd945e9075_76293314_76293554.avif,1,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
20.0,0.1333,36.8,10.1,87.0,2.0,1.0,0.5,0.2413,2.0,110184.0,0.3156,4.0,0.0,420000.0,https://www.mubawab-media.com/ad/8/245/011F/h/WhatsApp%20Image%202025-10-31%20at%2012.56.54%20%281%29_81334903.avif,1,2,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
20.0,0.1333,36.8,10.1,30.0,1.0,1.0,0.5,0.2413,2.0,110184.0,0.2738,4.0,0.0,126000.0,https://www.mubawab-media.com/ad/8/200/382F/h/WhatsApp%20Image%202025-08-16%20at%2016.23.48%20%283%29_80865153.avif,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
20.0,0.1333,36.8,10.1,117.0,2.0,2.0,0.5,0.2413,2.0,110184.0,0.2706,4.0,0.0,290000.0,https://www.mubawab-media.com/ad/8/285/418F/h/ef770d6c-6c77-48f7-93a8-281904042c91_81774412.avif,1,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
23.0,0.4,36.819,10.2358,115.0,3.0,2.0,0.5,0.517,2.0,43985.0,0.3168,4.0,0.0,240000.0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.0,0.1333,36.8,10.1,41.0,1.0,1.0,0.5,0.2413,2.0,110184.0,0.2738,4.0,0.0,154000.0,https://www.mubawab-media.com/ad/7/955/541F/h/WhatsApp%20Image%202024-07-019_78420962.avif,1,2,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
23.0,0.4,36.8769,10.3247,123.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.284,4.0,0.0,425000.0,https://www.mubawab-media.com/ad/8/054/347F/h/20241211_161657_79405306.avif,1,2,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
23.0,0.4,36.8769,10.3247,130.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.2754,4.0,0.0,950000.0,https://www.mubawab-media.com/ad/8/300/666F/h/f38c9977-826a-45ea-8d62-52dcd4307c3f_WhatsApp%20Image%202026-02-07%20at%2012.58.34%20PM%20%281%29%20%281%29_81939266.avif,1,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
13.0,0.2367,36.8,10.1,83.0,4.0,2.0,0.5,0.2649,2.0,110184.0,0.273,4.0,0.0,85000.0,https://www.mubawab-media.com/ad/8/299/303F/h/received_540892991448177_81925937.avif,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,0.32,36.844,10.192,117.0,3.0,2.0,0.5,0.3403,2.0,43985.0,0.3144,3.0,0.0,475000.0,https://www.mubawab-media.com/ad/8/267/318F/h/3_81816506.avif,1,2,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
20.0,0.26,35.8245,10.6346,90.0,1.0,2.0,0.5,0.517,2.0,150620.48,0.2802,4.0,0.0,74000.0,https://www.mubawab-media.com/ad/8/300/607F/h/Brown%20Monochrome%20Simple%20Elegant%20Interior%20Design%20Promotion%20Instagram%20Post%20%282%29_81938726.avif,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,0.4,36.8769,10.3247,123.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.3234,4.0,0.0,425000.0,https://www.mubawab-media.com/ad/8/300/609F/h/thumb_1275538_property_large_81938718.avif,1,2,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
23.0,0.1733,36.819,10.1658,40.0,2.0,1.0,0.5,0.6863,2.0,2562.03,0.2786,3.0,0.0,110000.0,https://www.mubawab-media.com/ad/8/128/578F/h/b5e87968-9717-46d2-b465-a9ff7a001b7e_3663939vs4%20%281%29_80132912.avif,1,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
23.0,0.1733,36.819,10.1658,80.0,3.0,3.0,0.5,0.6863,2.0,2562.03,0.3168,4.0,0.0,200000.0,https://www.mubawab-media.com/ad/8/294/377F/h/dd2ba332-52e6-4eaf-a5bf-bfb5a4ef8ff8_e4c116ad-a4c9-4025-b49f-3bce663fb99d_81868170.avif,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,0.1733,36.819,10.1658,75.0,3.0,3.0,0.5,0.6863,2.0,2562.03,0.3148,4.0,0.0,145000.0,https://www.mubawab-media.com/ad/8/292/159F/h/5ec7118e-496f-4968-864c-53bc33d6afbe_fe19f5f6-738f-46f0-99ad-0cadcd1340b6_81844809.avif,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23.0,0.6867,36.819,10.1658,190.0,3.0,3.0,0.5,0.5524,2.0,2562.03,0.3411,4.0,0.0,685000.0,https://www.mubawab-media.com/ad/8/259/325F/h/thumb_1176724_property_xlarge_81480756.avif,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
16.0,0.32,36.4561,10.7376,120.0,1.0,2.0,0.5,0.4552,2.0,154974.0,0.3152,4.0,0.0,550000.0,https://www.mubawab-media.com/ad/8/258/227F/h/10_81469311.avif,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
23.0,0.4,36.8769,10.3247,398.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.316,4.0,0.0,780000.0,https://www.mubawab-media.com/ad/8/170/607F/h/IMG-20250630-WA0011_80565899.avif,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,0.32,36.8665,10.1647,150.0,4.0,3.0,0.5,0.5305,2.0,43985.0,0.3184,4.0,0.0,365000.0,https://www.mubawab-media.com/ad/7/606/364F/h/1671524424753_38013638.avif,1,2,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1.0,0.3533,36.899,10.2358,99.0,4.0,3.0,0.5,0.4235,2.0,43985.0,0.3569,4.0,0.0,189000.0,https://www.mubawab-media.com/ad/8/258/329F/h/kar06_81607296.avif,1,2,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
23.0,0.6867,36.819,10.1658,117.0,3.0,2.0,0.5,0.5524,2.0,2562.03,0.3269,4.0,0.0,736000.0,https://www.mubawab-media.com/ad/8/300/501F/h/image_1_81937529.avif,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23.0,0.6867,36.819,10.1658,129.0,3.0,2.0,0.5,0.5524,2.0,2562.03,0.3309,4.0,0.0,733000.0,https://www.mubawab-media.com/ad/8/300/479F/h/image_1_81937247.avif,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0,0.3533,36.899,10.2358,71.0,2.0,1.0,0.5,0.4235,2.0,43985.0,0.3573,4.0,0.0,330000.0,https://www.mubawab-media.com/ad/8/300/425F/h/1_81936733.avif,1,2,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
8.0,0.1422,35.6781,10.0963,106.0,3.0,2.0,0.5,0.2424,2.0,178346.92,0.2802,4.0,0.0,250580.0,https://www.mubawab-media.com/ad/8/255/550F/h/WhatsApp%20Image%202025-11-22%20%C3%A0%2013.42.29_9d2597ab_81461052.avif,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.0,0.32,36.4561,10.7376,175.0,6.0,4.0,0.5,0.4552,2.0,154974.0,0.3152,1.0,0.0,450000.0,https://www.mubawab-media.com/ad/8/300/327F/h/Post%20Instagram%20Annonce%20Nouveau%20Bien%20en%20Vente%20Immobilier%20Moderne%20Marron_81935706.avif,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23.0,0.4,36.8769,10.3247,137.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.3404,4.0,0.0,730000.0,https://www.mubawab-media.com/ad/8/290/346F/h/thumb_1263950_property_xlarge_81825954.avif,1,2,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0
16.0,0.32,36.4561,10.7376,195.0,5.0,4.0,0.5,0.4552,2.0,154974.0,0.3263,4.0,0.0,630000.0,https://www.mubawab-media.com/ad/7/942/761F/h/IMG_20250922_145342_81108150.avif,1,2,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0
23.0,0.6867,36.819,10.1658,99.0,3.0,2.0,0.5,0.5524,2.0,2562.03,0.3391,4.0,0.0,419000.0,https://www.mubawab-media.com/ad/7/928/572F/h/lac-immo-de-l-avenue_76293316_76293666.avif,1,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
20.0,0.1333,36.8,10.1,93.0,3.0,2.0,0.5,0.2413,2.0,110184.0,0.2742,4.0,0.0,186000.0,https://www.mubawab-media.com/ad/8/254/026F/h/WhatsApp%20Image%202025-11-17%20at%2012.58.00%20PM%20%282%29_81426662.avif,1,2,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
20.0,0.1333,36.8,10.1,85.0,3.0,2.0,0.5,0.2413,2.0,110184.0,0.2742,4.0,0.0,200000.0,https://www.mubawab-media.com/ad/8/241/054F/h/075b2e35-b096-4bb9-9c6d-5cdc24db9770_81293175.avif,1,2,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0
20.0,0.1333,36.8,10.1,109.0,3.0,2.0,0.5,0.2413,2.0,110184.0,0.2742,4.0,0.0,391000.0,https://www.mubawab-media.com/ad/7/944/521F/h/WhatsApp%20Image%202025-09-25%20%C3%A0%2019.08.53_6aaf3340_81112571.avif,1,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20.0,0.1333,36.8,10.1,70.0,3.0,2.0,0.5,0.2413,2.0,110184.0,0.3164,4.0,0.0,187000.0,https://www.mubawab-media.com/ad/8/258/746F/h/salon%204_81921902.avif,1,2,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0
1.0,0.332,36.819,10.2358,115.0,3.0,2.0,0.5,0.517,2.0,43985.0,0.3168,4.0,0.0,369000.0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.0,0.1333,36.8,10.1,70.0,1.0,1.0,0.5,0.2413,2.0,110184.0,0.2742,4.0,0.0,145000.0,https://www.mubawab-media.com/ad/8/285/403F/h/Salon%202_81920446.avif,1,2,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0
16.0,0.32,36.4561,10.7376,195.0,5.0,4.0,0.5,0.4552,2.0,154974.0,0.3263,4.0,0.0,630000.0,https://www.mubawab-media.com/ad/7/942/761F/h/IMG_20250922_145342_81108150.avif,1,2,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0
23.0,0.5067,36.8528,10.3247,120.0,4.0,3.0,0.5,0.5388,2.0,2562.03,0.3108,4.0,0.0,500000.0,https://www.mubawab-media.com/ad/8/106/433F/h/WhatsApp%20Image%202025-03-06%20at%2010.10.48%20%281%29_79909010.avif,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
23.0,0.4,36.8769,10.3247,120.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3286,4.0,0.0,520000.0,https://www.mubawab-media.com/ad/8/236/195F/h/thumb_1186005_property_large_81243522.avif,1,2,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0
20.0,0.3067,35.8604,10.5953,66.0,2.0,2.0,0.5,0.3642,2.0,150620.48,0.279,4.0,0.0,250000.0,https://www.mubawab-media.com/ad/8/300/025F/h/IMG-20260207-WA0104_81933169.avif,1,2,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0
23.0,0.6867,36.819,10.1658,170.0,4.0,3.0,0.5,0.5524,2.0,2562.03,0.3431,4.0,0.0,650000.0,https://www.mubawab-media.com/ad/8/131/186F/h/25797bca-8d19-4024-bfc0-6da10560ca41_80159290.avif,1,2,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
23.0,0.4,36.8769,10.3247,118.0,3.0,3.0,0.5,0.8015,2.0,2562.03,0.3069,4.0,0.0,330000.0,https://www.mubawab-media.com/ad/8/237/289F/h/photo_00_81254783.avif,1,2,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0
1.0,0.32,36.8665,10.1647,64.0,3.0,1.0,0.5,0.5305,2.0,43985.0,0.3045,3.0,0.0,230000.0,https://www.mubawab-media.com/ad/8/285/295F/h/photo_00_81773097.avif,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23.0,0.4,36.8769,10.3247,109.0,3.0,1.0,0.5,0.8015,2.0,2562.03,0.3139,4.0,0.0,550000.0,https://www.mubawab-media.com/ad/8/285/289F/h/photo_00_81773039.avif,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
23.0,0.32,36.844,10.192,168.0,3.0,3.0,0.5,0.3403,2.0,43985.0,0.3046,4.0,0.0,490000.0,https://www.mubawab-media.com/ad/8/285/274F/h/photo_00_81772929.avif,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0,0.32,36.8665,10.1647,125.0,3.0,3.0,0.5,0.5305,2.0,43985.0,0.3168,4.0,0.0,340000.0,https://www.mubawab-media.com/ad/8/290/886F/h/photo_00_81831598.avif,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
23.0,0.32,36.844,10.192,120.0,3.0,3.0,0.5,0.3403,2.0,43985.0,0.3011,4.0,0.0,330000.0,https://www.mubawab-media.com/ad/8/150/881F/h/photo_00_81767371.avif,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23.0,0.32,36.844,10.192,264.0,3.0,5.0,0.5,0.3403,2.0,43985.0,0.2995,4.0,0.0,800000.0,https://www.mubawab-media.com/ad/8/150/373F/h/photo_0_81751441.avif,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
23.0,0.4,36.8769,10.3247,101.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.3435,1.0,0.0,650000.0,https://www.mubawab-media.com/ad/7/887/984F/h/7_81416470.avif,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23.0,0.4,36.8769,10.3247,235.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3191,4.0,0.0,1250000.0,https://www.mubawab-media.com/ad/8/295/314F/h/79908bc2-f15d-4bb5-8740-2be12ce627f0_81881065.avif,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0,0.3533,36.899,10.2358,143.0,4.0,3.0,0.5,0.4235,2.0,43985.0,0.3191,3.0,0.0,465000.0,https://www.mubawab-media.com/ad/8/213/781F/h/%28Upload-from-mobile-1757515639%291000014999_81003003.avif,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20.0,0.3067,36.8,10.1,149.0,3.0,3.0,0.5,0.3807,2.0,110184.0,0.3144,4.0,0.0,490000.0,https://www.mubawab-media.com/ad/8/299/964F/h/1000106624_81932193.avif,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
23.0,0.3067,36.8,10.1,152.0,4.0,3.0,0.5,0.3453,2.0,110184.0,0.312,1.0,0.0,535000.0,https://www.mubawab-media.com/ad/8/272/342F/h/1000025361_81633606.avif,1,2,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
16.0,0.15,36.8,10.1,480.0,2.0,6.0,0.5,0.2237,2.0,110184.0,0.3317,4.0,0.0,550000.0,https://www.mubawab-media.com/ad/7/548/614F/h/299096127_488028529507084_7448386486144894557_n_32713378.avif,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20.0,0.15,36.8,10.1,90.0,1.0,2.0,0.5,0.2047,2.0,110184.0,0.3184,2.0,0.0,185000.0,https://www.mubawab-media.com/ad/8/287/515F/h/Brown%20and%20White%20Simple%20Apartment%20For%20Rent%20Flyer%20%282%29_81797963.avif,1,2,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
16.0,0.13,36.8,10.1,120.0,3.0,2.0,0.5,0.2426,2.0,110184.0,0.275,4.0,0.0,360000.0,https://www.mubawab-media.com/ad/8/220/028F/h/Capture_81069879.avif,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23.0,0.6867,36.819,10.1658,148.0,4.0,3.0,0.5,0.5524,2.0,2562.03,0.3269,4.0,0.0,1039000.0,https://www.mubawab-media.com/ad/8/299/902F/h/image_1_81931848.avif,1,2,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
23.0,0.6867,36.819,10.1658,118.0,3.0,2.0,0.5,0.5524,2.0,2562.03,0.3399,4.0,0.0,576000.0,https://www.mubawab-media.com/ad/7/928/573F/h/dde1d54f-4671-442a-924b-a8cd945e9075_76293314_76293687.avif,1,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
3.0,0.14,36.8,10.1,61.0,1.0,1.0,0.5,0.2793,2.0,110184.0,0.3176,4.0,0.0,180000.0,https://www.mubawab-media.com/ad/7/809/702F/h/PAGE%20DE%20GARDE_81774385.avif,1,2,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
20.0,0.1333,36.8,10.1,60.0,2.0,1.0,0.5,0.2413,2.0,110184.0,0.2742,4.0,0.0,150000.0,https://www.mubawab-media.com/ad/8/183/370F/h/WhatsApp%20Image%202026-02-09%20at%2013.13.57%20%281%29_81949350.avif,1,2,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
1.0,0.3533,36.899,10.2358,136.0,4.0,3.0,0.5,0.4235,2.0,43985.0,0.3374,4.0,0.0,460000.0,https://www.mubawab-media.com/ad/8/192/852F/h/thumb_1133421_property_large_80791383.avif,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23.0,0.4,36.8769,10.3247,40.0,3.0,1.0,0.5,0.8015,2.0,2562.03,0.3078,4.0,0.0,315000.0,https://www.mubawab-media.com/ad/8/266/290F/h/photo_0_81566316.avif,1,2,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
23.0,0.4,36.819,10.2358,115.0,3.0,2.0,0.5,0.517,2.0,43985.0,0.3168,4.0,0.0,890000.0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,0.3067,36.8,10.1,132.0,3.0,2.0,0.5,0.3453,2.0,110184.0,0.3196,1.0,0.0,430000.0,https://www.mubawab-media.com/ad/8/231/023F/h/download%20copie%204_81848988.avif,1,2,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
23.0,0.4,36.8769,10.3247,124.0,3.0,3.0,0.5,0.8015,2.0,2562.03,0.2907,4.0,0.0,440000.0,https://www.mubawab-media.com/ad/8/292/215F/h/thumb_1266318_property_large_81845429.avif,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23.0,0.4,36.8769,10.3247,120.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.3116,4.0,0.0,325000.0,https://www.mubawab-media.com/ad/8/299/895F/h/619606367_1001349509720306_615929593092109160_n_81931638.avif,1,2,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
20.0,0.26,36.819,10.2358,115.0,8.0,20.0,0.5,0.517,2.0,43985.0,0.3168,1.0,0.0,13000000.0,https://www.mubawab-media.com/ad/8/247/895F/h/APPARTEMENT%201111111_81364159.avif,1,2,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0
20.0,0.3067,36.8,10.1,120.0,3.0,2.0,0.5,0.3807,2.0,110184.0,0.3605,4.0,0.0,360000.0,https://www.mubawab-media.com/ad/8/246/148F/h/28_81346746.avif,1,2,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
16.0,0.32,36.4561,10.7376,116.0,2.0,2.0,0.5,0.4552,2.0,154974.0,0.318,4.0,0.0,390000.0,https://www.mubawab-media.com/ad/8/247/061F/h/thumb_1199543_property_large_81356274.avif,1,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
20.0,0.3333,35.8245,10.6346,200.0,4.0,3.0,0.5,0.2902,2.0,150620.48,0.3208,4.0,0.0,450000.0,https://www.mubawab-media.com/ad/8/125/862F/h/Picture-85845480-13-watermark_80106229.avif,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
1.0,0.3533,36.899,10.2358,280.0,8.0,7.0,0.5,0.4235,2.0,43985.0,0.3746,4.0,0.0,820000.0,https://www.mubawab-media.com/ad/7/349/813F/h/20220122_163946_17097554.avif,1,2,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0
1.0,0.32,36.8665,10.1647,134.0,4.0,3.0,0.5,0.5305,2.0,43985.0,0.275,4.0,0.0,279900.0,https://www.mubawab-media.com/ad/8/269/915F/h/IMG_20251209_122241_81607837.avif,1,2,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
1.0,0.32,36.8665,10.1647,100.0,3.0,2.0,0.5,0.5305,2.0,43985.0,0.3388,4.0,0.0,218000.0,https://www.mubawab-media.com/ad/7/765/943F/h/1693236935142_54708836.avif,1,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
23.0,0.092,36.8,10.1,74.0,3.0,2.0,0.5,0.3155,2.0,110184.0,0.318,4.0,0.0,170000.0,https://www.mubawab-media.com/ad/8/299/739F/h/1000007166_81930169.avif,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23.0,0.092,36.8,10.1,131.0,4.0,3.0,0.5,0.3155,2.0,110184.0,0.3378,4.0,0.0,280000.0,https://www.mubawab-media.com/ad/8/284/010F/h/2_81759965.avif,1,2,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
23.0,0.4,36.8769,10.3247,115.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.2726,4.0,0.0,590000.0,https://www.mubawab-media.com/ad/8/286/595F/h/1000065325_81786775.avif,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
8.0,0.1422,35.6781,10.0963,46.0,2.0,1.0,0.5,0.2424,2.0,178346.92,0.3164,4.0,0.0,132041.0,https://www.mubawab-media.com/ad/8/255/185F/h/WhatsApp%20Image%202025-11-22%20%C3%A0%2013.42.29_81a4a372_81460898.avif,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0,0.1422,35.6781,10.0963,94.0,3.0,2.0,0.5,0.2424,2.0,178346.92,0.2802,4.0,0.0,221534.0,https://www.mubawab-media.com/ad/8/255/536F/h/WhatsApp%20Image%202025-11-22%20%C3%A0%2013.42.29_9d2597ab_81460909.avif,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.3533,36.899,10.2358,121.0,3.0,2.0,0.5,0.4235,2.0,43985.0,0.2694,4.0,0.0,750000.0,https://www.mubawab-media.com/ad/8/299/565F/h/gallery_81928439.avif,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
20.0,0.3333,35.8245,10.6346,73.0,3.0,1.0,0.5,0.2902,2.0,150620.48,0.2722,1.0,0.0,350000.0,https://www.mubawab-media.com/ad/8/218/244F/h/WhatsApp%20Image%202024-09-15%20at%2013.48.13%20%284%29_81051092.avif,1,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
17.0,0.46,36.8,10.1,104.0,3.0,2.0,0.5,0.3961,2.0,110184.0,0.3261,4.0,0.0,245000.0,https://www.mubawab-media.com/ad/8/299/514F/h/img01_81927936.avif,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23.0,0.4,36.8769,10.3247,189.0,3.0,3.0,0.5,0.8015,2.0,2562.03,0.3236,4.0,0.0,650000.0,https://www.mubawab-media.com/ad/8/119/558F/h/photo_00_80042405.avif,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
23.0,0.4,36.8769,10.3247,189.0,3.0,3.0,0.5,0.8015,2.0,2562.03,0.3228,4.0,0.0,650000.0,https://www.mubawab-media.com/ad/7/902/538F/h/photo_00_73826721.avif,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
23.0,0.4,36.8769,10.3247,136.0,3.0,3.0,0.5,0.8015,2.0,2562.03,0.3244,4.0,0.0,385000.0,https://www.mubawab-media.com/ad/8/189/662F/h/photo_00_80759585.avif,1,2,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0
4.0,0.12,36.8,10.1,90.0,3.0,2.0,0.5,0.2697,2.0,110184.0,0.3192,4.0,0.0,250000.0,https://www.mubawab-media.com/ad/8/287/379F/h/IMG_1699_81794816.avif,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
16.0,0.32,36.4561,10.7376,105.0,3.0,2.0,0.5,0.4552,2.0,154974.0,0.2714,4.0,0.0,380000.0,https://www.mubawab-media.com/ad/8/100/056F/h/photo_0_81652162.avif,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0
23.0,0.6867,36.819,10.1658,118.0,3.0,2.0,0.5,0.5524,2.0,2562.03,0.3415,4.0,0.0,576000.0,https://www.mubawab-media.com/ad/7/928/574F/h/WhatsApp%20Image%202024-05-30%20at%2016.25.52_76293325_76293723.avif,1,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
3.0,0.14,36.8,10.1,121.0,3.0,2.0,0.5,0.2793,2.0,110184.0,0.2778,4.0,0.0,325000.0,https://www.mubawab-media.com/ad/8/285/426F/h/03_81775617.avif,1,2,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
20.0,0.3067,36.8,10.1,143.0,3.0,2.0,0.5,0.334,2.0,110184.0,0.2814,4.0,0.0,558000.0,https://www.mubawab-media.com/ad/8/193/881F/h/513999841_1153304726813288_7507868785277231446_n%20%281%29_80803446.avif,1,2,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
23.0,0.4,36.8769,10.3247,95.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.28,4.0,0.0,300000.0,https://www.mubawab-media.com/ad/8/273/820F/h/IMG-20251226-WA0011_81685776.avif,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
