gouvernorat_enc,ville_enc,lat,lon,surface_m2,nb_pieces,nb_chambres,score_attractivite,market_tension,cycle_marche,prix_region_median,text_embedding_score,nb_images,source_enc,prix,image_url,images,type_bien,type_transaction,has_ascenseur,has_meuble,has_terrasse,has_piscine,has_vue_mer,has_garage,has_securite,has_climatisation,has_chauffage,has_cuisine_equip,has_double_vitrage,has_porte_blindee,has_concierge,has_jardin,has_standing,has_vue_montagne,has_cheminee,etat_score,etat_prob_renove,standing_score,standing_prob_luxe
23,0.0025,36.8769,10.3247,120.0,1.0,2.0,0.5,0.8015,2.0,2562.03,0.3144,4,0,265000.0,https://www.mubawab-media.com/ad/8/250/557F/h/WhatsApp%20Image%202025-11-11%20at%2013.28.15%20%283%29_81391704.avif,https://www.mubawab-media.com/ad/8/250/557F/h/WhatsApp%20Image%202025-11-11%20at%2013.28.15%20%283%29_81391704.avif | https://www.mubawab-media.com/ad/8/250/557F/h/WhatsApp%20Image%202025-11-11%20at%2013.28.15%20%282%29_81391705.avif | https://www.mubawab-media.com/ad/8/250/557F/h/WhatsApp%20Image%202025-11-11%20at%2013.28.15%20%281%29_81391706.avif | https://www.mubawab-media.com/ad/8/250/557F/h/WhatsApp%20Image%202025-11-11%20at%2013.28.14%20%283%29_81391709.avif,1,2,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0.7227,3,0.3996
23,0.0025,36.8769,10.3247,157.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.3266,1,0,900000.0,https://www.mubawab-media.com/ad/8/250/470F/h/IMG_9058_81391028.avif,https://www.mubawab-media.com/ad/8/250/470F/h/IMG_9058_81391028.avif,1,2,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0.5142,3,0.3647
16,0.1999,36.4561,10.7376,154.0,4.0,3.0,0.5,0.4552,2.0,154974.0,0.2746,4,0,630000.0,https://www.mubawab-media.com/ad/8/224/914F/h/thumb_1013542_property_xlarge_81123293.avif,https://www.mubawab-media.com/ad/8/224/914F/h/thumb_1013542_property_xlarge_81123293.avif | https://www.mubawab-media.com/ad/8/224/914F/h/thumb_1013545_property_xlarge_81123294.avif | https://www.mubawab-media.com/ad/8/224/914F/h/thumb_1013520_property_xlarge_81123295.avif | https://www.mubawab-media.com/ad/8/224/914F/h/thumb_1013547_property_xlarge_81123296.avif,1,2,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0.6829,3,0.4093
23,0.0017,36.819,10.1658,117.0,2.0,2.0,0.5,0.5524,2.0,2562.03,0.3626,4,0,680000.0,https://www.mubawab-media.com/ad/8/164/890F/h/thumb_1110118_property_large_80509803.avif,https://www.mubawab-media.com/ad/8/164/890F/h/thumb_1110118_property_large_80509803.avif | https://www.mubawab-media.com/ad/8/164/890F/h/thumb_1113737_property_large_80509804.avif | https://www.mubawab-media.com/ad/8/164/890F/h/thumb_1113730_property_large_80509805.avif | https://www.mubawab-media.com/ad/8/164/890F/h/thumb_1113732_property_large_80509806.avif,1,2,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0.4729,1,0.3207
23,0.1409,36.8,10.1,150.0,4.0,3.0,0.5,0.3123,2.0,110184.0,0.3144,4,0,185000.0,https://www.mubawab-media.com/ad/8/250/418F/h/thumb_659998_property_large_81389992.avif,https://www.mubawab-media.com/ad/8/250/418F/h/thumb_659998_property_large_81389992.avif | https://www.mubawab-media.com/ad/8/250/418F/h/thumb_660009_property_large_81390002.avif | https://www.mubawab-media.com/ad/8/250/418F/h/thumb_660016_property_large_81389993.avif | https://www.mubawab-media.com/ad/8/250/418F/h/thumb_660013_property_large_81389995.avif,1,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0.6734,2,0.3531
23,0.2353,36.844,10.192,500.0,12.0,9.0,0.5,0.3403,2.0,43985.0,0.314,4,0,1800000.0,https://www.mubawab-media.com/ad/7/892/625F/h/1.1_72177502.avif,https://www.mubawab-media.com/ad/7/892/625F/h/1.1_72177502.avif | https://www.mubawab-media.com/ad/7/892/625F/h/15_72177503.avif | https://www.mubawab-media.com/ad/7/892/625F/h/18_72177504.avif | https://www.mubawab-media.com/ad/7/892/625F/h/133699405_225475162402359_619725957810504911_n_72177505.avif,1,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0.7385,2,0.3943
1,0.2542,36.8665,10.1647,50.0,1.0,1.0,0.5,0.5305,2.0,43985.0,0.275,4,0,230000.0,https://www.mubawab-media.com/ad/8/144/359F/h/WhatsApp%20Image%202025-10-21%20%C3%A0%2014.28.54_2a2edef0_81899354.avif,https://www.mubawab-media.com/ad/8/144/359F/h/WhatsApp%20Image%202025-10-21%20%C3%A0%2014.28.54_2a2edef0_81899354.avif | https://www.mubawab-media.com/ad/8/144/359F/h/WhatsApp%20Image%202025-10-21%20%C3%A0%2014.28.54_7485058b_81899355.avif | https://www.mubawab-media.com/ad/8/144/359F/h/WhatsApp%20Image%202025-10-21%20%C3%A0%2014.28.54_23f6faaa_81899356.avif | https://www.mubawab-media.com/ad/8/144/359F/h/WhatsApp%20Image%202025-10-21%20%C3%A0%2014.28.55_09aede4a_81899357.avif,1,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.607,2,0.3402
16,0.1999,36.4561,10.7376,151.0,3.0,2.0,0.5,0.4552,2.0,154974.0,0.3093,4,0,330000.0,https://www.mubawab-media.com/ad/7/785/199F/h/thumb_1208098_property_xlarge_81426582.avif,https://www.mubawab-media.com/ad/7/785/199F/h/thumb_1208098_property_xlarge_81426582.avif | https://www.mubawab-media.com/ad/7/785/199F/h/thumb_1199286_property_xlarge_81353264.avif | https://www.mubawab-media.com/ad/7/785/199F/h/thumb_1199287_property_xlarge_81353265.avif | https://www.mubawab-media.com/ad/7/785/199F/h/thumb_1199289_property_xlarge_81353266.avif,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5285,2,0.3393
23,0.0025,36.8769,10.3247,190.0,3.0,3.0,0.5,0.8015,2.0,2562.03,0.3338,4,0,900000.0,https://www.mubawab-media.com/ad/8/250/265F/h/photo_00_81388559.avif,https://www.mubawab-media.com/ad/8/250/265F/h/photo_00_81388559.avif | https://www.mubawab-media.com/ad/8/250/265F/h/photo_01_81388560.avif | https://www.mubawab-media.com/ad/8/250/265F/h/photo_02_81388561.avif | https://www.mubawab-media.com/ad/8/250/265F/h/photo_30_81388562.avif,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.6655,3,0.3784
23,0.0025,36.8769,10.3247,138.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3301,4,0,325000.0,https://www.mubawab-media.com/ad/8/235/041F/h/WhatsApp%20Image%202025-10-03%20at%2022.15.34%20%288%29_81231765.avif,https://www.mubawab-media.com/ad/8/235/041F/h/WhatsApp%20Image%202025-10-03%20at%2022.15.34%20%288%29_81231765.avif | https://www.mubawab-media.com/ad/8/235/041F/h/WhatsApp%20Image%202025-10-03%20at%2022.15.34%20%2816%29_81231766.avif | https://www.mubawab-media.com/ad/8/235/041F/h/WhatsApp%20Image%202025-10-03%20at%2022.15.34_81231767.avif | https://www.mubawab-media.com/ad/8/235/041F/h/WhatsApp%20Image%202025-10-03%20at%2022.15.34%20%282%29_81231768.avif,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.7032,3,0.3801
23,0.0025,36.8769,10.3247,62.0,1.0,1.0,0.5,0.8015,2.0,2562.03,0.3361,4,0,240000.0,https://www.mubawab-media.com/ad/8/244/214F/h/att.GkAJF4Z_r7irMRuEK-BjoKmA2vkUMMlmeY4ePurqc28_81324947.avif,https://www.mubawab-media.com/ad/8/244/214F/h/att.GkAJF4Z_r7irMRuEK-BjoKmA2vkUMMlmeY4ePurqc28_81324947.avif | https://www.mubawab-media.com/ad/8/244/214F/h/att.lszU2XR15iN2zDYi-N6XgRJmraCdOZnXXuUci-z5Oro_81324948.avif | https://www.mubawab-media.com/ad/8/244/214F/h/att.W6UZRd2mYVOZzpW4UehaAGROeT0nOUZAJkKglj8JASA_81324949.avif | https://www.mubawab-media.com/ad/8/244/214F/h/att.toD4NHOTWugzqxucPWLo0HO3x_3NamPxlDATnE0I3uU_81324950.avif,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.6435,2,0.3384
23,0.2154,36.8094,10.1414,111.0,5.0,3.0,0.5,0.3144,2.0,2562.03,0.277,4,0,255000.0,https://www.mubawab-media.com/ad/8/139/898F/h/dc0e457d-8639-4efd-9fac-ac9442527862_16183122-6ec0-4451-919a-c91a87f1f8e0_80248277.avif,https://www.mubawab-media.com/ad/8/139/898F/h/dc0e457d-8639-4efd-9fac-ac9442527862_16183122-6ec0-4451-919a-c91a87f1f8e0_80248277.avif | https://www.mubawab-media.com/ad/8/139/898F/h/1d56d1d3-b2c6-4d3d-922b-39eb30b05968_baeb864a-8b9c-4f76-9996-b97bdef0a385_80248278.avif | https://www.mubawab-media.com/ad/8/139/898F/h/2a6551aa-2c78-4434-8f66-e8f57749bc29_d9591753-626e-4802-bf60-952ecc2719b9_80248279.avif | https://www.mubawab-media.com/ad/8/139/898F/h/d372b78e-a7f8-4314-9133-2be5c1e08d4c_f83f14df-1222-4008-91a5-05a5b3f6c286_80248282.avif,1,2,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0.6657,3,0.4104
20,0.2636,35.8245,10.6346,121.0,1.0,1.0,0.5,0.2902,2.0,150620.48,0.2694,4,0,160000.0,https://www.mubawab-media.com/ad/8/206/694F/h/thumb_59959_property_xlarge_80927506.avif,https://www.mubawab-media.com/ad/8/206/694F/h/thumb_59959_property_xlarge_80927506.avif | https://www.mubawab-media.com/ad/8/206/694F/h/thumb_59968_property_xlarge_80927507.avif | https://www.mubawab-media.com/ad/8/206/694F/h/thumb_59967_property_xlarge_80927508.avif | https://www.mubawab-media.com/ad/8/206/694F/h/thumb_59966_property_xlarge_80927509.avif,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7109,2,0.362
20,0.1999,36.8,10.1,120.0,3.0,2.0,0.5,0.3272,2.0,110184.0,0.3184,4,0,470000.0,https://www.mubawab-media.com/ad/8/219/636F/h/thumb_62304_property_xlarge_81065767.avif,https://www.mubawab-media.com/ad/8/219/636F/h/thumb_62304_property_xlarge_81065767.avif | https://www.mubawab-media.com/ad/8/219/636F/h/thumb_62305_property_xlarge_81065768.avif | https://www.mubawab-media.com/ad/8/219/636F/h/thumb_62306_property_xlarge_81065769.avif | https://www.mubawab-media.com/ad/8/219/636F/h/thumb_62307_property_xlarge_81065770.avif,1,2,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0.7518,2,0.3798
23,0.0025,36.844,10.3247,121.0,3.0,2.0,0.5,0.5305,2.0,2562.03,0.3176,4,0,240000.0,,https://www.mubawab-media.com/promotion/4/547F/pictures/h/MARBELLA_81612983.avif | https://www.mubawab-media.com/promotion/4/547F/pictures/h/1010_81618564.avif | https://www.mubawab-media.com/promotion/4/547F/pictures/h/Rendu%20Marbella_Hall%20d%27accueil_05_81612984.avif | https://www.mubawab-media.com/promotion/4/547F/pictures/h/Rendu%20Marbella_Hall%20d%27accueil_02%20_81612985.avif,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4729,1,0.3207
1,0.2542,36.8665,10.1647,158.0,3.0,3.0,0.5,0.5305,2.0,43985.0,0.3128,4,0,380000.0,https://www.mubawab-media.com/ad/8/250/027F/h/IMG-20251110-WA0021_81386184.avif,https://www.mubawab-media.com/ad/8/250/027F/h/IMG-20251110-WA0021_81386184.avif | https://www.mubawab-media.com/ad/8/250/027F/h/IMG-20251110-WA0010_81386185.avif | https://www.mubawab-media.com/ad/8/250/027F/h/IMG-20251110-WA0007_81386186.avif | https://www.mubawab-media.com/ad/8/250/027F/h/IMG-20251110-WA0009_81386187.avif,1,2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.6326,2,0.368
1,0.2542,36.8665,10.1647,151.0,3.0,3.0,0.5,0.5305,2.0,43985.0,0.2798,4,0,380000.0,https://www.mubawab-media.com/ad/8/221/833F/h/thumb_1172132_property_xlarge_81111845.avif,https://www.mubawab-media.com/ad/8/221/833F/h/thumb_1172132_property_xlarge_81111845.avif | https://www.mubawab-media.com/ad/8/221/833F/h/thumb_1172123_property_xlarge_81111846.avif | https://www.mubawab-media.com/ad/8/221/833F/h/thumb_1172124_property_xlarge_81111847.avif | https://www.mubawab-media.com/ad/8/221/833F/h/thumb_1172125_property_xlarge_81111848.avif,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6432,3,0.3712
20,0.0049,35.8604,10.5953,125.0,1.0,3.0,0.5,0.3642,2.0,150620.48,0.2742,4,0,350000.0,https://www.mubawab-media.com/ad/8/228/375F/h/Brown%20Monochrome%20Simple%20Elegant%20Interior%20Design%20Promotion%20Instagram%20Post%20%281%29_81159624.avif,https://www.mubawab-media.com/ad/8/228/375F/h/Brown%20Monochrome%20Simple%20Elegant%20Interior%20Design%20Promotion%20Instagram%20Post%20%281%29_81159624.avif | https://www.mubawab-media.com/ad/8/228/375F/h/5_81159625.avif | https://www.mubawab-media.com/ad/8/228/375F/h/4_81159626.avif | https://www.mubawab-media.com/ad/8/228/375F/h/13_81159627.avif,1,2,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0.6848,3,0.3942
20,0.155,35.8245,10.6346,248.0,1.0,3.0,0.5,0.517,2.0,150620.48,0.3302,4,0,350000.0,https://www.mubawab-media.com/ad/8/239/390F/h/1_81276314.avif,https://www.mubawab-media.com/ad/8/239/390F/h/1_81276314.avif | https://www.mubawab-media.com/ad/8/239/390F/h/3_81276311.avif | https://www.mubawab-media.com/ad/8/239/390F/h/4_81276312.avif | https://www.mubawab-media.com/ad/8/239/390F/h/5_81276313.avif,1,2,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.718,2,0.368
20,0.19,36.8,10.1,150.0,1.0,2.0,0.5,0.3807,2.0,110184.0,0.2734,4,0,450000.0,https://www.mubawab-media.com/ad/8/230/736F/h/1_81187378.avif,https://www.mubawab-media.com/ad/8/230/736F/h/1_81187378.avif | https://www.mubawab-media.com/ad/8/230/736F/h/2_81187381.avif | https://www.mubawab-media.com/ad/8/230/736F/h/3_81187382.avif | https://www.mubawab-media.com/ad/8/230/736F/h/4_81187383.avif,1,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.7092,3,0.4056
23,0.0025,36.8769,10.3247,160.0,2.0,2.0,0.5,0.8015,2.0,2562.03,0.316,4,0,560000.0,https://www.mubawab-media.com/ad/8/249/756F/h/thumb_1202698_property_large_81382798.avif,https://www.mubawab-media.com/ad/8/249/756F/h/thumb_1202698_property_large_81382798.avif | https://www.mubawab-media.com/ad/8/249/756F/h/thumb_1202709_property_large_81382799.avif | https://www.mubawab-media.com/ad/8/249/756F/h/thumb_1202710_property_large_81382800.avif | https://www.mubawab-media.com/ad/8/249/756F/h/thumb_1202711_property_large_81382801.avif,1,2,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0.6729,2,0.351
23,0.0025,36.8769,10.3247,240.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.316,4,0,700000.0,https://www.mubawab-media.com/ad/8/249/725F/h/thumb_1202657_property_large_81382439.avif,https://www.mubawab-media.com/ad/8/249/725F/h/thumb_1202657_property_large_81382439.avif | https://www.mubawab-media.com/ad/8/249/725F/h/thumb_1202674_property_large_81382440.avif | https://www.mubawab-media.com/ad/8/249/725F/h/thumb_1202675_property_large_81382441.avif | https://www.mubawab-media.com/ad/8/249/725F/h/thumb_1202676_property_large_81382442.avif,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.7219,3,0.3898
23,0.2353,36.844,10.192,150.0,4.0,3.0,0.5,0.3403,2.0,43985.0,0.2754,4,0,384500.0,https://www.mubawab-media.com/ad/8/215/083F/h/tah01_81017343.avif,https://www.mubawab-media.com/ad/8/215/083F/h/tah01_81017343.avif | https://www.mubawab-media.com/ad/8/215/083F/h/tah03_81017344.avif | https://www.mubawab-media.com/ad/8/215/083F/h/tah03%20%281%29_81017345.avif | https://www.mubawab-media.com/ad/8/215/083F/h/tah04_81017346.avif,1,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.5969,3,0.3619
20,0.19,36.8,10.1,183.0,7.0,3.0,0.5,0.3807,2.0,110184.0,0.3585,4,0,735000.0,https://www.mubawab-media.com/ad/8/246/563F/h/WhatsApp%20Image%202025-11-03%20at%2023.22.49_81350914.avif,https://www.mubawab-media.com/ad/8/246/563F/h/WhatsApp%20Image%202025-11-03%20at%2023.22.49_81350914.avif | https://www.mubawab-media.com/ad/8/246/563F/h/WhatsApp%20Image%202025-11-03%20at%2023.22.47%281%29_81350915.avif | https://www.mubawab-media.com/ad/8/246/563F/h/WhatsApp%20Image%202025-11-03%20at%2023.22.47_81350916.avif | https://www.mubawab-media.com/ad/8/246/563F/h/WhatsApp%20Image%202025-11-03%20at%2023.22.48_81350917.avif,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.6896,3,0.3888
20,0.19,36.8,10.1,160.0,3.0,2.0,0.5,0.3807,2.0,110184.0,0.3358,2,0,630000.0,https://www.mubawab-media.com/ad/8/245/030F/h/515292092_122138420174786503_2755646327441896491_n_81335100.avif,https://www.mubawab-media.com/ad/8/245/030F/h/515292092_122138420174786503_2755646327441896491_n_81335100.avif | https://www.mubawab-media.com/ad/8/245/030F/h/515444071_122138420180786503_5169896942417159797_n_81335101.avif,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.7088,3,0.4085
20,0.155,35.8245,10.6346,140.0,6.0,4.0,0.5,0.517,2.0,150620.48,0.3176,4,0,300000.0,https://www.mubawab-media.com/ad/8/246/469F/h/111_81349940.avif,https://www.mubawab-media.com/ad/8/246/469F/h/111_81349940.avif | https://www.mubawab-media.com/ad/8/246/469F/h/33333333_81349941.avif | https://www.mubawab-media.com/ad/8/246/469F/h/333333333_81349942.avif | https://www.mubawab-media.com/ad/8/246/469F/h/77777777777_81349943.avif,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5885,2,0.3561
20,0.19,36.8,10.1,63.0,2.0,1.0,0.5,0.3807,2.0,110184.0,0.316,4,0,260000.0,https://www.mubawab-media.com/ad/8/245/092F/h/WhatsApp%20Image%202025-10-31%20at%2023.12.10%281%29_81336210.avif,https://www.mubawab-media.com/ad/8/245/092F/h/WhatsApp%20Image%202025-10-31%20at%2023.12.10%281%29_81336210.avif | https://www.mubawab-media.com/ad/8/245/092F/h/WhatsApp%20Image%202025-10-31%20at%2023.12.09%281%29_81336198.avif | https://www.mubawab-media.com/ad/8/245/092F/h/WhatsApp%20Image%202025-10-31%20at%2023.12.10%284%29_81336211.avif | https://www.mubawab-media.com/ad/8/245/092F/h/WhatsApp%20Image%202025-10-31%20at%2023.12.09%282%29_81336208.avif,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.575,2,0.3349
20,0.155,35.8245,10.6346,107.0,3.0,2.0,0.5,0.517,2.0,150620.48,0.2774,4,0,445000.0,https://www.mubawab-media.com/ad/8/246/537F/h/WhatsApp%20Image%202025-11-03%20at%2022.53.46_81350580.avif,https://www.mubawab-media.com/ad/8/246/537F/h/WhatsApp%20Image%202025-11-03%20at%2022.53.46_81350580.avif | https://www.mubawab-media.com/ad/8/246/537F/h/WhatsApp%20Image%202025-11-03%20at%2022.53.46%281%29_81350582.avif | https://www.mubawab-media.com/ad/8/246/537F/h/WhatsApp%20Image%202025-11-03%20at%2022.53.46%282%29_81350583.avif | https://www.mubawab-media.com/ad/8/246/537F/h/WhatsApp%20Image%202025-11-03%20at%2022.53.47%281%29_81350584.avif,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.587,2,0.3428
20,0.19,36.8,10.1,135.0,3.0,2.0,0.5,0.3807,2.0,110184.0,0.3589,4,0,490000.0,https://www.mubawab-media.com/ad/8/245/816F/h/515745723_122137709954786503_7395183929768710034_n_81343495.avif,https://www.mubawab-media.com/ad/8/245/816F/h/515745723_122137709954786503_7395183929768710034_n_81343495.avif | https://www.mubawab-media.com/ad/8/245/816F/h/514320953_122137709942786503_893907548955122870_n_81343496.avif | https://www.mubawab-media.com/ad/8/245/816F/h/514512772_122137710056786503_959034484770732179_n_81343497.avif | https://www.mubawab-media.com/ad/8/245/816F/h/514601294_122137710050786503_4972280207059519573_n%20%281%29_81343498.avif,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.7766,2,0.3819
20,0.19,36.8,10.1,167.0,4.0,3.0,0.5,0.3807,2.0,110184.0,0.2786,4,0,560000.0,https://www.mubawab-media.com/ad/8/246/508F/h/WhatsApp%20Image%202025-11-03%20at%2022.22.02%281%29_81350320.avif,https://www.mubawab-media.com/ad/8/246/508F/h/WhatsApp%20Image%202025-11-03%20at%2022.22.02%281%29_81350320.avif | https://www.mubawab-media.com/ad/8/246/508F/h/WhatsApp%20Image%202025-11-03%20at%2022.22.02_81350321.avif | https://www.mubawab-media.com/ad/8/246/508F/h/WhatsApp%20Image%202025-11-03%20at%2022.21.53_81350322.avif | https://www.mubawab-media.com/ad/8/246/508F/h/WhatsApp%20Image%202025-11-03%20at%2022.21.52_81350323.avif,1,2,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.5442,2,0.3362
1,0.2542,36.8665,10.1647,158.0,4.0,4.0,0.5,0.5305,2.0,43985.0,0.2694,4,0,340000.0,https://www.mubawab-media.com/ad/8/249/243F/h/gallery_81377574.avif,https://www.mubawab-media.com/ad/8/249/243F/h/gallery_81377574.avif | https://www.mubawab-media.com/ad/8/249/243F/h/gallery_81377575.avif | https://www.mubawab-media.com/ad/8/249/243F/h/gallery_81377576.avif | https://www.mubawab-media.com/ad/8/249/243F/h/gallery_81377577.avif,1,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.6355,2,0.3394
4,0.1503,37.2744,9.8739,100.0,3.0,2.0,0.5,0.4278,2.0,61540.22,0.2694,4,0,320000.0,https://www.mubawab-media.com/ad/8/249/237F/h/gallery_81377507.avif,https://www.mubawab-media.com/ad/8/249/237F/h/gallery_81377507.avif | https://www.mubawab-media.com/ad/8/249/237F/h/gallery_81377508.avif | https://www.mubawab-media.com/ad/8/249/237F/h/gallery_81377509.avif | https://www.mubawab-media.com/ad/8/249/237F/h/gallery_81377510.avif,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.568,3,0.353
23,0.2154,36.8094,10.1414,137.0,3.0,3.0,0.5,0.3144,2.0,2562.03,0.2758,4,0,345000.0,https://www.mubawab-media.com/ad/8/177/076F/h/thumb_1124043_property_large_80632724.avif,https://www.mubawab-media.com/ad/8/177/076F/h/thumb_1124043_property_large_80632724.avif | https://www.mubawab-media.com/ad/8/177/076F/h/thumb_1124044_property_large_80632725.avif | https://www.mubawab-media.com/ad/8/177/076F/h/thumb_1124045_property_large_80632726.avif | https://www.mubawab-media.com/ad/8/177/076F/h/thumb_1124046_property_large_80632727.avif,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0.6601,2,0.3489
1,0.2335,36.899,10.2358,130.0,3.0,3.0,0.5,0.4235,2.0,43985.0,0.2778,4,0,320000.0,https://www.mubawab-media.com/ad/8/219/959F/h/thumb_1166522_property_large_81068981.avif,https://www.mubawab-media.com/ad/8/219/959F/h/thumb_1166522_property_large_81068981.avif | https://www.mubawab-media.com/ad/8/219/959F/h/thumb_1166514_property_large_81068982.avif | https://www.mubawab-media.com/ad/8/219/959F/h/thumb_1166524_property_large_81068983.avif | https://www.mubawab-media.com/ad/8/219/959F/h/thumb_1166521_property_large_81068984.avif,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.5892,2,0.336
16,0.1999,36.4561,10.7376,70.0,2.0,1.0,0.5,0.4552,2.0,154974.0,0.3309,4,0,290000.0,https://www.mubawab-media.com/ad/8/246/571F/h/575099195_122111154141013263_1071161440890361849_n_81350875.avif,https://www.mubawab-media.com/ad/8/246/571F/h/575099195_122111154141013263_1071161440890361849_n_81350875.avif | https://www.mubawab-media.com/ad/8/246/571F/h/573870080_122111153931013263_1149397165271720801_n_81350876.avif | https://www.mubawab-media.com/ad/8/246/571F/h/576756990_122111154165013263_7010684367260946782_n_81350877.avif | https://www.mubawab-media.com/ad/8/246/571F/h/574549873_122111153979013263_629789839358700170_n_81350878.avif,1,2,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.4691,1,0.3308
23,0.0025,36.8769,10.3247,130.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3277,4,0,360000.0,https://www.mubawab-media.com/ad/8/104/304F/h/gE041r0eNYbCaygX-thumb_79888147.avif,https://www.mubawab-media.com/ad/8/104/304F/h/gE041r0eNYbCaygX-thumb_79888147.avif | https://www.mubawab-media.com/ad/8/104/304F/h/We9a3K4JBpCNCFGy-thumb_79888148.avif | https://www.mubawab-media.com/ad/8/104/304F/h/PR9IUbayUw21l5oi-thumb_79888149.avif | https://www.mubawab-media.com/ad/8/104/304F/h/qPgbhLosNHbp6Vgv-thumb_79888150.avif,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.5735,2,0.3501
20,0.19,36.8,10.1,114.0,1.0,2.0,0.5,0.3807,2.0,110184.0,0.3152,4,0,370000.0,https://www.mubawab-media.com/ad/8/230/751F/h/1_81187616.avif,https://www.mubawab-media.com/ad/8/230/751F/h/1_81187616.avif | https://www.mubawab-media.com/ad/8/230/751F/h/2_81187617.avif | https://www.mubawab-media.com/ad/8/230/751F/h/6_81187618.avif | https://www.mubawab-media.com/ad/8/230/751F/h/5_81187619.avif,1,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.6516,3,0.4229
20,0.155,35.8245,10.6346,143.0,1.0,3.0,0.5,0.517,2.0,150620.48,0.314,4,0,370000.0,https://www.mubawab-media.com/ad/8/227/376F/h/1_81148419.avif,https://www.mubawab-media.com/ad/8/227/376F/h/1_81148419.avif | https://www.mubawab-media.com/ad/8/227/376F/h/2_81148420.avif | https://www.mubawab-media.com/ad/8/227/376F/h/4_81148421.avif | https://www.mubawab-media.com/ad/8/227/376F/h/5_81148422.avif,1,2,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0.7367,3,0.3838
23,0.0017,36.844,10.3247,121.0,3.0,2.0,0.5,0.5305,2.0,2562.03,0.3176,4,0,635000.0,,https://www.mubawab-media.com/promotion/4/543F/pictures/h/DSC03181_81608780.avif | https://www.mubawab-media.com/promotion/4/543F/pictures/h/DSC03169_81608785.avif | https://www.mubawab-media.com/promotion/4/543F/pictures/h/34_81608782.avif | https://www.mubawab-media.com/promotion/4/543F/pictures/h/DSC03166_81608786.avif,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4729,1,0.3207
