gouvernorat_enc,ville_enc,quartier_enc,lat,lon,surface_m2,nb_pieces,nb_chambres,nb_sdb,score_attractivite,market_tension,cycle_marche,prix_region_median,text_embedding_score,nb_images,source_enc,prix,image_url,images,type_bien,type_transaction,has_ascenseur,has_meuble,has_terrasse,has_piscine,has_vue_mer,has_garage,has_securite,has_climatisation,has_chauffage,has_cuisine_equip,has_double_vitrage,has_porte_blindee,has_concierge,has_jardin,has_standing,has_vue_montagne,has_cheminee
16,0.3738,0.1583,36.4561,10.7376,126.0,2.0,2.0,1,0.5,0.4454,2.0,154974.0,0.3172,4,0,360000.0,https://www.mubawab-media.com/ad/8/296/023F/h/Sans%20titre_81889041.avif,https://www.mubawab-media.com/ad/8/296/023F/h/Sans%20titre_81889041.avif | https://www.mubawab-media.com/ad/8/296/023F/h/8_81889042.avif | https://www.mubawab-media.com/ad/8/296/023F/h/5_81889043.avif | https://www.mubawab-media.com/ad/8/296/023F/h/1_81889044.avif,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,0.447,0.2139,36.899,10.2358,70.0,2.0,1.0,1,0.5,0.4235,2.0,43985.0,0.3013,4,0,355000.0,https://www.mubawab-media.com/ad/8/080/960F/h/599567116_1187887039966289_8213800874020943964_n_81660133.avif,https://www.mubawab-media.com/ad/8/080/960F/h/599567116_1187887039966289_8213800874020943964_n_81660133.avif | https://www.mubawab-media.com/ad/8/080/960F/h/599462351_1163944465808434_3835510410715688041_n_81660134.avif | https://www.mubawab-media.com/ad/8/080/960F/h/598389221_1349712270279186_1673068372423420183_n_81607111.avif | https://www.mubawab-media.com/ad/8/080/960F/h/599593852_1355321689718323_7608928467726635127_n_81660135.avif,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
20,0.247,0.1415,36.8,10.1,192.0,3.0,2.0,1,0.5,0.3272,2.0,110184.0,0.2742,4,0,200000.0,https://www.mubawab-media.com/ad/8/224/936F/h/WhatsApp%20Image%202025-08-19%20at%2012.01.16%20%285%29_81123568.avif,https://www.mubawab-media.com/ad/8/224/936F/h/WhatsApp%20Image%202025-08-19%20at%2012.01.16%20%285%29_81123568.avif | https://www.mubawab-media.com/ad/8/224/936F/h/WhatsApp%20Image%202025-08-19%20at%2012.01.15%20%281%29_81123569.avif | https://www.mubawab-media.com/ad/8/224/936F/h/WhatsApp%20Image%202025-08-19%20at%2012.01.15_81123570.avif | https://www.mubawab-media.com/ad/8/224/936F/h/WhatsApp%20Image%202025-08-19%20at%2012.01.16%20%281%29_81123571.avif,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.2714,0.136,35.8245,10.6346,113.0,3.0,2.0,0,0.5,0.517,2.0,150620.48,0.2782,4,0,306000.0,https://www.mubawab-media.com/ad/8/220/506F/h/WhatsApp%20Image%202025-06-24%20at%2012.29.05_81074958.avif,https://www.mubawab-media.com/ad/8/220/506F/h/WhatsApp%20Image%202025-06-24%20at%2012.29.05_81074958.avif | https://www.mubawab-media.com/ad/8/220/506F/h/WhatsApp%20Image%202025-06-24%20at%2012.29.05%20%281%29_81074957.avif | https://www.mubawab-media.com/ad/8/220/506F/h/WhatsApp%20Image%202025-06-24%20at%2012.29.06%20%281%29_81074959.avif | https://www.mubawab-media.com/ad/8/220/506F/h/WhatsApp%20Image%202025-06-24%20at%2012.29.06%20%282%29_81074960.avif,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,0.0,0.0471,36.8,10.1,70.0,1.0,2.0,1,0.5,0.183,2.0,110184.0,0.2694,4,0,74000.0,https://www.mubawab-media.com/ad/8/256/939F/h/gallery_81456667.avif,https://www.mubawab-media.com/ad/8/256/939F/h/gallery_81456667.avif | https://www.mubawab-media.com/ad/8/256/939F/h/gallery_81456668.avif | https://www.mubawab-media.com/ad/8/256/939F/h/gallery_81456669.avif | https://www.mubawab-media.com/ad/8/256/939F/h/gallery_81456670.avif,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.0,0.0471,36.8,10.1,110.0,1.0,3.0,1,0.5,0.183,2.0,110184.0,0.2694,4,0,100000.0,https://www.mubawab-media.com/ad/8/256/941F/h/gallery_81456678.avif,https://www.mubawab-media.com/ad/8/256/941F/h/gallery_81456678.avif | https://www.mubawab-media.com/ad/8/256/941F/h/gallery_81456679.avif | https://www.mubawab-media.com/ad/8/256/941F/h/gallery_81456680.avif | https://www.mubawab-media.com/ad/8/256/941F/h/gallery_81456681.avif,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.3129,0.1559,36.8094,10.1414,120.0,3.0,2.0,1,0.5,0.3144,2.0,2562.03,0.3128,4,0,325000.0,https://www.mubawab-media.com/ad/8/303/301F/h/OffresGallerief33fc562-e122-4ce2-9f81-d252ba1192a8_398292359_305381458973637_8586072119982955053_n_81966608.avif,https://www.mubawab-media.com/ad/8/303/301F/h/OffresGallerief33fc562-e122-4ce2-9f81-d252ba1192a8_398292359_305381458973637_8586072119982955053_n_81966608.avif | https://www.mubawab-media.com/ad/8/303/301F/h/OffresGalleriea6b68952-5983-4cc4-ba2b-db4f614d0c03_398531685_305381592306957_1214305727433234434_n_81966609.avif | https://www.mubawab-media.com/ad/8/303/301F/h/OffresGallerie3ccf7171-6c90-425d-82b7-df197be43c58_398283125_305381082307008_2973162773934755641_n_81966610.avif | https://www.mubawab-media.com/ad/8/303/301F/h/OffresGallerie4d0aec50-8aba-47b3-a9cf-e81f901579f2_398288029_305381332306983_8505181612014332998_n_81966611.avif,1,2,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0
23,0.2031,0.1881,36.819,10.1658,89.0,3.0,2.0,1,0.5,0.6863,2.0,2562.03,0.3649,4,0,240000.0,https://www.mubawab-media.com/ad/8/290/730F/h/photo_00_81899593.avif,https://www.mubawab-media.com/ad/8/290/730F/h/photo_00_81899593.avif | https://www.mubawab-media.com/ad/8/290/730F/h/photo_01_81899594.avif | https://www.mubawab-media.com/ad/8/290/730F/h/photo_02_81899595.avif | https://www.mubawab-media.com/ad/8/290/730F/h/photo_03_81899596.avif,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,0.447,0.2577,36.899,10.2358,155.0,3.0,3.0,0,0.5,0.4235,2.0,43985.0,0.3144,4,0,525000.0,https://www.mubawab-media.com/ad/7/924/903F/h/1000070566_81949716.avif,https://www.mubawab-media.com/ad/7/924/903F/h/1000070566_81949716.avif | https://www.mubawab-media.com/ad/7/924/903F/h/1000070564_81949713.avif | https://www.mubawab-media.com/ad/7/924/903F/h/thumb_816083_property_large_76004556.avif | https://www.mubawab-media.com/ad/7/924/903F/h/thumb_816075_property_large_76004554.avif,1,2,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0
1,0.3348,0.1772,36.8665,10.1647,134.0,4.0,3.0,0,0.5,0.247,2.0,43985.0,0.3363,4,0,389354.0,https://www.mubawab-media.com/ad/8/164/247F/h/13_80502768.avif,https://www.mubawab-media.com/ad/8/164/247F/h/13_80502768.avif | https://www.mubawab-media.com/ad/8/164/247F/h/14_80502769.avif | https://www.mubawab-media.com/ad/8/164/247F/h/16_80502770.avif | https://www.mubawab-media.com/ad/8/164/247F/h/19_80502771.avif,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,0.3616,0.214,36.8665,10.1647,120.0,4.0,3.0,0,0.5,0.5305,2.0,43985.0,0.3585,4,0,406000.0,https://www.mubawab-media.com/ad/8/224/243F/h/D6-7_81116242.avif,https://www.mubawab-media.com/ad/8/224/243F/h/D6-7_81116242.avif | https://www.mubawab-media.com/ad/8/224/243F/h/F1_81116243.avif | https://www.mubawab-media.com/ad/8/224/243F/h/D6-4_81116244.avif | https://www.mubawab-media.com/ad/8/224/243F/h/D6-5_81116245.avif,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20,0.2714,0.1633,35.8245,10.6346,112.0,4.0,3.0,0,0.5,0.517,2.0,150620.48,0.277,4,0,420000.0,https://www.mubawab-media.com/ad/7/989/060F/h/Copie%20de%20Copie%20de%20Visuel%20Agences%20Sousse%20Corniche%20%2884%29_81800382.avif,https://www.mubawab-media.com/ad/7/989/060F/h/Copie%20de%20Copie%20de%20Visuel%20Agences%20Sousse%20Corniche%20%2884%29_81800382.avif | https://www.mubawab-media.com/ad/7/989/060F/h/Copie%20de%20Copie%20de%20Visuel%20Agences%20Sousse%20Corniche%20%2883%29_81800383.avif | https://www.mubawab-media.com/ad/7/989/060F/h/Copie%20de%20Copie%20de%20Visuel%20Agences%20Sousse%20Corniche%20%2877%29_81800384.avif | https://www.mubawab-media.com/ad/7/989/060F/h/Copie%20de%20Copie%20de%20Visuel%20Agences%20Sousse%20Corniche%20%2882%29_81800385.avif,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0.447,0.2139,36.899,10.2358,116.0,3.0,2.0,0,0.5,0.4235,2.0,43985.0,0.2694,4,0,315000.0,https://www.mubawab-media.com/ad/8/294/561F/h/gallery_81870146.avif,https://www.mubawab-media.com/ad/8/294/561F/h/gallery_81870146.avif | https://www.mubawab-media.com/ad/8/294/561F/h/gallery_81870147.avif | https://www.mubawab-media.com/ad/8/294/561F/h/gallery_81870148.avif | https://www.mubawab-media.com/ad/8/294/561F/h/gallery_81870149.avif,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
23,0.6177,0.0491,36.8769,10.3247,104.0,3.0,2.0,0,0.5,0.8015,2.0,2562.03,0.2694,4,0,287000.0,https://www.mubawab-media.com/ad/8/297/451F/h/gallery_81903792.avif,https://www.mubawab-media.com/ad/8/297/451F/h/gallery_81903792.avif | https://www.mubawab-media.com/ad/8/297/451F/h/gallery_81903793.avif | https://www.mubawab-media.com/ad/8/297/451F/h/gallery_81903794.avif | https://www.mubawab-media.com/ad/8/297/451F/h/gallery_81903795.avif,1,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
23,0.6177,0.0491,36.8769,10.3247,125.0,3.0,2.0,0,0.5,0.8015,2.0,2562.03,0.2694,4,0,365000.0,https://www.mubawab-media.com/ad/8/294/507F/h/gallery_81869675.avif,https://www.mubawab-media.com/ad/8/294/507F/h/gallery_81869675.avif | https://www.mubawab-media.com/ad/8/294/507F/h/gallery_81869676.avif | https://www.mubawab-media.com/ad/8/294/507F/h/gallery_81869677.avif | https://www.mubawab-media.com/ad/8/294/507F/h/gallery_81869678.avif,1,2,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1,0.3348,0.1772,36.844,10.3247,121.0,3.0,2.0,0,0.5,0.5305,2.0,2562.03,0.3176,4,0,369000.0,nan,https://www.mubawab-media.com/promotion/4/427F/pictures/h/O16%20project%20nuit%2001_80564332.avif | https://www.mubawab-media.com/promotion/4/427F/pictures/h/Copy%20of%20O16%20project%2002_80500310.avif | https://www.mubawab-media.com/promotion/4/427F/pictures/h/Copy%20of%20O16%20project%20nuit%2002_80500311.avif | https://www.mubawab-media.com/promotion/4/427F/pictures/h/8_80500312.avif,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.447,0.2139,36.899,10.2358,123.0,3.0,2.0,0,0.5,0.4235,2.0,43985.0,0.2694,4,0,370000.0,https://www.mubawab-media.com/ad/8/294/499F/h/gallery_81869606.avif,https://www.mubawab-media.com/ad/8/294/499F/h/gallery_81869606.avif | https://www.mubawab-media.com/ad/8/294/499F/h/gallery_81869607.avif | https://www.mubawab-media.com/ad/8/294/499F/h/gallery_81869608.avif | https://www.mubawab-media.com/ad/8/294/499F/h/gallery_81869609.avif,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
23,0.6177,0.0491,36.8769,10.3247,59.0,2.0,1.0,1,0.5,0.8015,2.0,2562.03,0.3172,4,0,250000.0,https://www.mubawab-media.com/ad/8/270/473F/h/s%2B2%20%283%29_81613798.avif,https://www.mubawab-media.com/ad/8/270/473F/h/s%2B2%20%283%29_81613798.avif | https://www.mubawab-media.com/ad/8/270/473F/h/E25%20S%2B1_81613799.avif | https://www.mubawab-media.com/ad/8/270/473F/h/s%2B2%20%285%29_81613800.avif | https://www.mubawab-media.com/ad/8/270/473F/h/RenduMarbella_S%2B1_07_81613801.avif,1,2,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
8,0.0016,0.0415,35.6781,10.0963,102.0,3.0,2.0,1,0.5,0.2424,2.0,178346.92,0.2802,4,0,240710.0,https://www.mubawab-media.com/ad/8/255/545F/h/WhatsApp%20Image%202025-11-22%20%C3%A0%2013.42.29_81a4a372_81460996.avif,https://www.mubawab-media.com/ad/8/255/545F/h/WhatsApp%20Image%202025-11-22%20%C3%A0%2013.42.29_81a4a372_81460996.avif | https://www.mubawab-media.com/ad/8/255/545F/h/WhatsApp%20Image%202025-11-04%20%C3%A0%2012.37.23_f7de1354_81442353.avif | https://www.mubawab-media.com/ad/8/255/545F/h/WhatsApp%20Image%202025-11-06%20%C3%A0%2013.42.49_6419ae1f_81442354.avif | https://www.mubawab-media.com/ad/8/255/545F/h/WhatsApp%20Image%202025-11-12%20%C3%A0%2009.37.20_911c595b_81442355.avif,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.2397,0.1583,37.2744,9.8739,219.0,3.0,2.0,1,0.5,0.4278,2.0,61540.22,0.2887,4,0,645000.0,https://www.mubawab-media.com/ad/7/582/027F/h/facade1%20%281%29_35359453.avif,https://www.mubawab-media.com/ad/7/582/027F/h/facade1%20%281%29_35359453.avif | https://www.mubawab-media.com/ad/7/582/027F/h/facade4%20%281%29_35359449.avif | https://www.mubawab-media.com/ad/7/582/027F/h/facade3%20%281%29_35359451.avif | https://www.mubawab-media.com/ad/7/582/027F/h/facade2%20%281%29_35359452.avif,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
23,0.9835,0.4514,36.819,10.1658,66.0,2.0,1.0,1,0.5,0.5524,2.0,2562.03,0.3379,4,0,404800.0,https://www.mubawab-media.com/ad/7/942/285F/h/IMG-20241008-WA0009_79608658.avif,https://www.mubawab-media.com/ad/7/942/285F/h/IMG-20241008-WA0009_79608658.avif | https://www.mubawab-media.com/ad/7/942/285F/h/IMG-20241008-WA0007_79608659.avif | https://www.mubawab-media.com/ad/7/942/285F/h/IMG-20241008-WA0008_79608660.avif | https://www.mubawab-media.com/ad/7/942/285F/h/IMG-20241008-WA0010_79608661.avif,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
20,0.247,0.1415,36.8,10.1,130.0,3.0,2.0,1,0.5,0.3272,2.0,110184.0,0.3486,4,0,395000.0,https://www.mubawab-media.com/ad/8/130/939F/h/490521714_1203723311755271_2385834928280733409_n_80141114_80156745.avif,https://www.mubawab-media.com/ad/8/130/939F/h/490521714_1203723311755271_2385834928280733409_n_80141114_80156745.avif | https://www.mubawab-media.com/ad/8/130/939F/h/491400497_1203724655088470_2248565831909332026_n_80141123_80156746.avif | https://www.mubawab-media.com/ad/8/130/939F/h/488569417_1196395039154765_4306749625644171080_n_80141127_80156747.avif | https://www.mubawab-media.com/ad/8/130/939F/h/482242294_1176547797806156_8236154194527588077_n_80141117_80156760.avif,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23,0.9835,0.4514,36.819,10.1658,138.0,3.0,2.0,1,0.5,0.5524,2.0,2562.03,0.3475,4,0,800000.0,https://www.mubawab-media.com/ad/8/208/536F/h/WhatsApp%20Image%202023-11-21%20at%2022.56.23%20%284%29_80944158_80948394.avif,https://www.mubawab-media.com/ad/8/208/536F/h/WhatsApp%20Image%202023-11-21%20at%2022.56.23%20%284%29_80944158_80948394.avif | https://www.mubawab-media.com/ad/8/208/536F/h/WhatsApp%20Image%202023-11-21%20at%2022.56.23%20%283%29_80944157_80948393.avif | https://www.mubawab-media.com/ad/8/208/536F/h/WhatsApp%20Image%202023-11-21%20at%2022.56.23%20%285%29_80944159_80948395.avif | https://www.mubawab-media.com/ad/8/208/536F/h/WhatsApp%20Image%202023-11-21%20at%2022.56.22%20%282%29_80944160_80948396.avif,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
23,0.6177,0.1912,36.8769,10.3247,104.0,3.0,2.0,1,0.5,0.8015,2.0,2562.03,0.314,4,0,368864.0,https://www.mubawab-media.com/ad/8/299/991F/h/WhatsApp%20Image%202024-07-03%20%C3%A0%2018.55.44_717ab57f_77940906_81932596.avif,https://www.mubawab-media.com/ad/8/299/991F/h/WhatsApp%20Image%202024-07-03%20%C3%A0%2018.55.44_717ab57f_77940906_81932596.avif | https://www.mubawab-media.com/ad/8/299/991F/h/WhatsApp%20Image%202024-07-04%20%C3%A0%2010.50.39_911a771a_77952234_81932588.avif | https://www.mubawab-media.com/ad/8/299/991F/h/WhatsApp%20Image%202024-07-04%20%C3%A0%2010.49.57_06df1993_77952232_81932589.avif | https://www.mubawab-media.com/ad/8/299/991F/h/WhatsApp%20Image%202024-07-03%20%C3%A0%2018.53.41_ae15f1a4_77940913_81932590.avif,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0.3348,0.1772,36.8665,10.1647,147.0,4.0,3.0,0,0.5,0.247,2.0,43985.0,0.3364,4,0,407000.0,https://www.mubawab-media.com/ad/8/164/036F/h/IMG-20250508-WA0012_80500783.avif,https://www.mubawab-media.com/ad/8/164/036F/h/IMG-20250508-WA0012_80500783.avif | https://www.mubawab-media.com/ad/8/164/036F/h/IMG-20250508-WA0015_80500784.avif | https://www.mubawab-media.com/ad/8/164/036F/h/P4-O16_80500785.avif | https://www.mubawab-media.com/ad/8/164/036F/h/P5-O16_80500786.avif,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20,0.2885,0.1633,36.8,10.1,137.0,1.0,3.0,0,0.5,0.334,2.0,110184.0,0.3597,4,0,558000.0,https://www.mubawab-media.com/ad/8/245/010F/h/Copie%20de%20Visuel%20Agences%20Sousse%20Corniche%20-%202025-10-30T115527.936_81334897.avif,https://www.mubawab-media.com/ad/8/245/010F/h/Copie%20de%20Visuel%20Agences%20Sousse%20Corniche%20-%202025-10-30T115527.936_81334897.avif | https://www.mubawab-media.com/ad/8/245/010F/h/Copie%20de%20Visuel%20Agences%20Sousse%20Corniche%20-%202025-10-30T115832.316_81334898.avif | https://www.mubawab-media.com/ad/8/245/010F/h/gallery%20%2813%29_81334899.avif | https://www.mubawab-media.com/ad/8/245/010F/h/Copie%20de%20Visuel%20Agences%20Sousse%20Corniche%20-%202025-10-30T115607.436_81334900.avif,1,2,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
23,0.6177,0.1335,36.8769,10.3247,100.0,3.0,2.0,1,0.5,0.8015,2.0,2562.03,0.316,4,0,235000.0,https://www.mubawab-media.com/ad/8/303/203F/h/thumb_1277916_property_xlarge_81965424.avif,https://www.mubawab-media.com/ad/8/303/203F/h/thumb_1277916_property_xlarge_81965424.avif | https://www.mubawab-media.com/ad/8/303/203F/h/thumb_1277919_property_xlarge_81965425.avif | https://www.mubawab-media.com/ad/8/303/203F/h/thumb_1277923_property_xlarge_81965426.avif | https://www.mubawab-media.com/ad/8/303/203F/h/thumb_1277921_property_xlarge_81965427.avif,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,0.9835,0.208,36.819,10.1658,150.0,4.0,3.0,1,0.5,0.5524,2.0,2562.03,0.2726,4,0,360000.0,https://www.mubawab-media.com/ad/8/303/117F/h/thumb_1278508_property_large_81964463.avif,https://www.mubawab-media.com/ad/8/303/117F/h/thumb_1278508_property_large_81964463.avif | https://www.mubawab-media.com/ad/8/303/117F/h/thumb_1278520_property_large_81964464.avif | https://www.mubawab-media.com/ad/8/303/117F/h/thumb_1278519_property_large_81964465.avif | https://www.mubawab-media.com/ad/8/303/117F/h/thumb_1278518_property_large_81964466.avif,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
23,0.6177,0.2179,36.8769,10.3247,132.0,3.0,2.0,0,0.5,0.8015,2.0,2562.03,0.3258,4,0,320000.0,https://www.mubawab-media.com/ad/8/303/065F/h/thumb_1275183_property_xlarge_81963939.avif,https://www.mubawab-media.com/ad/8/303/065F/h/thumb_1275183_property_xlarge_81963939.avif | https://www.mubawab-media.com/ad/8/303/065F/h/thumb_1275200_property_xlarge_81963940.avif | https://www.mubawab-media.com/ad/8/303/065F/h/thumb_1275184_property_xlarge_81963941.avif | https://www.mubawab-media.com/ad/8/303/065F/h/thumb_1275201_property_xlarge_81963942.avif,1,2,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
23,0.2031,0.1181,36.819,10.1658,76.0,2.0,2.0,1,0.5,0.6863,2.0,2562.03,0.3176,4,0,320000.0,https://www.mubawab-media.com/ad/8/303/061F/h/thumb_1278189_property_large_81963912.avif,https://www.mubawab-media.com/ad/8/303/061F/h/thumb_1278189_property_large_81963912.avif | https://www.mubawab-media.com/ad/8/303/061F/h/thumb_1278200_property_large_81963913.avif | https://www.mubawab-media.com/ad/8/303/061F/h/thumb_1278198_property_large_81963914.avif | https://www.mubawab-media.com/ad/8/303/061F/h/thumb_1278197_property_large_81963915.avif,1,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
23,0.3129,0.1559,36.8094,10.1414,75.0,3.0,2.0,1,0.5,0.3144,2.0,2562.03,0.2774,4,0,165000.0,https://www.mubawab-media.com/ad/8/205/675F/h/dea4c419-3395-4b93-a9bf-f10250ced1cd_532156041_10233299683366833_3699512614180569980_n%20%281%29_80917533.avif,https://www.mubawab-media.com/ad/8/205/675F/h/dea4c419-3395-4b93-a9bf-f10250ced1cd_532156041_10233299683366833_3699512614180569980_n%20%281%29_80917533.avif | https://www.mubawab-media.com/ad/8/205/675F/h/b12e4960-7fe4-45f1-88d6-4062c9b3e6af_518310816_10232958092547276_1265979989085832380_n_80917534.avif | https://www.mubawab-media.com/ad/8/205/675F/h/ffc68319-1a93-456c-8d7a-4cf90a67551d_518273611_10232958091467249_8747789907695800169_n_80917535.avif | https://www.mubawab-media.com/ad/8/205/675F/h/303b95e5-756a-4607-8894-9c670915496b_518291130_10232958092987287_1149440660821779079_n_80917536.avif,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0.3616,0.214,36.8665,10.1647,124.0,4.0,3.0,0,0.5,0.5305,2.0,43985.0,0.3104,4,0,417000.0,https://www.mubawab-media.com/ad/8/224/250F/h/D6-10_81116325.avif,https://www.mubawab-media.com/ad/8/224/250F/h/D6-10_81116325.avif | https://www.mubawab-media.com/ad/8/224/250F/h/11_81116326.avif | https://www.mubawab-media.com/ad/8/224/250F/h/15_81116327.avif | https://www.mubawab-media.com/ad/8/224/250F/h/16_81116328.avif,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16,0.5202,0.1981,36.4561,10.7376,100.0,3.0,2.0,0,0.5,0.4552,2.0,154974.0,0.3152,4,0,485000.0,https://www.mubawab-media.com/ad/8/064/286F/h/9b50cbee-8d18-4688-9fc6-4ed76e8b836b_81484278.avif,https://www.mubawab-media.com/ad/8/064/286F/h/9b50cbee-8d18-4688-9fc6-4ed76e8b836b_81484278.avif | https://www.mubawab-media.com/ad/8/064/286F/h/ae97e461-b051-4288-9dd2-6339d922316f_79499662.avif | https://www.mubawab-media.com/ad/8/064/286F/h/8c5cb4d5-6a71-41ae-88fa-6562600bda66_79499666.avif | https://www.mubawab-media.com/ad/8/064/286F/h/49c6e979-a94d-4d36-bbe6-2d774a2bc42e_79499663.avif,1,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
23,0.6177,0.8288,36.8769,10.3247,235.0,5.0,4.0,0,0.5,0.8015,2.0,2562.03,0.2734,4,0,999000.0,https://www.mubawab-media.com/ad/8/304/029F/h/thumb_1279053_property_large_81973640.avif,https://www.mubawab-media.com/ad/8/304/029F/h/thumb_1279053_property_large_81973640.avif | https://www.mubawab-media.com/ad/8/304/029F/h/thumb_1279052_property_large_81973641.avif | https://www.mubawab-media.com/ad/8/304/029F/h/thumb_1279055_property_large_81973642.avif | https://www.mubawab-media.com/ad/8/304/029F/h/thumb_1279051_property_large_81973643.avif,1,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
16,0.3738,0.1583,36.4561,10.7376,110.0,2.0,2.0,1,0.5,0.4454,2.0,154974.0,0.3289,4,0,380000.0,https://www.mubawab-media.com/ad/7/983/500F/h/thumb_1012293_property_xlarge_79759907.avif,https://www.mubawab-media.com/ad/7/983/500F/h/thumb_1012293_property_xlarge_79759907.avif | https://www.mubawab-media.com/ad/7/983/500F/h/thumb_887575_property_large_78691770.avif | https://www.mubawab-media.com/ad/7/983/500F/h/thumb_887569_property_large_78691771.avif | https://www.mubawab-media.com/ad/7/983/500F/h/thumb_887574_property_large_78691772.avif,1,2,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
23,0.9835,0.4514,36.844,10.3247,121.0,3.0,2.0,0,0.5,0.5305,2.0,2562.03,0.3176,4,0,635000.0,nan,https://www.mubawab-media.com/promotion/4/543F/pictures/h/DSC03181_81608780.avif | https://www.mubawab-media.com/promotion/4/543F/pictures/h/DSC03169_81608785.avif | https://www.mubawab-media.com/promotion/4/543F/pictures/h/34_81608782.avif | https://www.mubawab-media.com/promotion/4/543F/pictures/h/DSC03166_81608786.avif,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.3738,0.1583,36.4561,10.7376,121.0,1.0,1.0,1,0.5,0.4454,2.0,154974.0,0.3196,4,0,239000.0,https://www.mubawab-media.com/ad/8/209/650F/h/thumb_1155412_property_large_80960103.avif,https://www.mubawab-media.com/ad/8/209/650F/h/thumb_1155412_property_large_80960103.avif | https://www.mubawab-media.com/ad/8/209/650F/h/thumb_1155411_property_large_80960104.avif | https://www.mubawab-media.com/ad/8/209/650F/h/thumb_1161348_property_xlarge_81017409.avif | https://www.mubawab-media.com/ad/8/209/650F/h/thumb_1161349_property_xlarge_81017410.avif,1,2,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0
8,0.0016,0.0415,35.6781,10.0963,107.0,3.0,2.0,1,0.5,0.2424,2.0,178346.92,0.2802,4,0,253236.0,https://www.mubawab-media.com/ad/8/255/547F/h/WhatsApp%20Image%202025-11-22%20%C3%A0%2013.42.29_9d2597ab_81461047.avif,https://www.mubawab-media.com/ad/8/255/547F/h/WhatsApp%20Image%202025-11-22%20%C3%A0%2013.42.29_9d2597ab_81461047.avif | https://www.mubawab-media.com/ad/8/255/547F/h/WhatsApp%20Image%202025-11-04%20%C3%A0%2012.37.23_f7de1354_81442367.avif | https://www.mubawab-media.com/ad/8/255/547F/h/WhatsApp%20Image%202025-11-06%20%C3%A0%2013.42.49_6419ae1f_81442368.avif | https://www.mubawab-media.com/ad/8/255/547F/h/WhatsApp%20Image%202025-11-12%20%C3%A0%2009.37.20_911c595b_81442369.avif,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.447,0.2577,36.899,10.2358,54.0,2.0,1.0,1,0.5,0.4235,2.0,43985.0,0.316,4,0,247220.0,https://www.mubawab-media.com/ad/8/187/296F/h/2D_80736607.avif,https://www.mubawab-media.com/ad/8/187/296F/h/2D_80736607.avif | https://www.mubawab-media.com/ad/8/187/296F/h/3A_80736608.avif | https://www.mubawab-media.com/ad/8/187/296F/h/3B_80736609.avif | https://www.mubawab-media.com/ad/8/187/296F/h/4A_80736610.avif,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
