id,type_annonce,type_bien,description,prix_affiche,devise,ville,gouvernorat,localisation_complete,image_url
1331318248472345,Location,Appartement S+1,1 200 TND A louer s+1 bien meublé a laouîna disponible le 1 decembre Le Kram,1 200 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/615208943_856641807262493_4902411231406793160_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=92e707&_nc_ohc=BGZlVnBLIbUQ7kNvwEeG0bJ&_nc_oc=AdmvDDgo4dnsM9STaXt8qhdW3cWHpBPpO7QkwX6mv5GOTAbItIUwz5Xo6KK7mfAMNUE&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=-PaCB8wndEgh-9Ijg2q7iA&oh=00_Aft-25Lz3NhfH4WECDie9lEh4fGC0djI5quZGdjJXzPaAg&oe=6999593B
1206713054318875,Location,Appartement S+1,1 100 TND A louer un s+1 a Ennaser 2 Ariana,1 100 TND,TND,Ariana,Ariana,Ariana,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/615344110_888284207222155_2001785747822463808_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=92e707&_nc_ohc=N-80BIF1ZwQQ7kNvwGexRyJ&_nc_oc=Adkge-t6W-e3um0Zrq6YTg_4eVQEN0OX-n8sJ-2LBEMfel3YnSJXd8Phi3xMbGv8cpQ&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=-PaCB8wndEgh-9Ijg2q7iA&oh=00_AfswZrC5say_g6jsAh96UMjSTeb3EwB0S3Qh555xnuNJAA&oe=699955DA
1223391742610996,Location,Appartement S+1,780 TND A Louer un Appartement S+1 à el Menzah 8 Ariana,780 TND,TND,Ariana,Ariana,Ariana,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/627171368_1435031641463091_29349677896484191_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=92e707&_nc_ohc=s100qKaCLkQQ7kNvwGNja6W&_nc_oc=AdnTRHA-xfU7km-knG5sTYrKuprCY92CJvvCO_EwHb8bw_RmfUav1XQ0_ywMXzSzcaM&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=-PaCB8wndEgh-9Ijg2q7iA&oh=00_Aft3cM-wKag-qyNUmoDIIoYzuowjt_vWo__eFNnC4QVBpA&oe=69996749
1922681178651310,Location,Autre,Gratuit garage À louer 29301048 Fouchana,,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/604613582_1231949162202943_3237965184446416816_n.jpg?stp=c0.42.261.261a_dst-jpg_p261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=92e707&_nc_ohc=fbU-_VZ3FHwQ7kNvwFJkyvX&_nc_oc=Adkf6NIHcD7BuO_FBMrovIhG6cI9S7B8OE5Si0Aw7e4Ck3a6qu8tRJ5-gWdeSkfPSGM&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=-PaCB8wndEgh-9Ijg2q7iA&oh=00_AftQAgCptE4idFjuS4oxQc4WU2wpfnYMxvwBf9pbwPm7cw&oe=69995F89
1492231458550296,Location,Appartement S+3,1 000 TND À LOUER – APPARTEMENT S+3 au 2ème Étage – Menzah 7 Ariana,1 000 TND,TND,Ariana,Ariana,Ariana,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/607145725_122211043058425684_5863352425253016005_n.jpg?stp=c0.141.853.853a_dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=Aqd-EW90-oQQ7kNvwHsMgs1&_nc_oc=AdmdkoEH7ud5P2yJGMf0jrOh3RLbpOlXWvcD04PPmcQfg1ptqFJ0GHLmGtl9iAmpUQE&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=-PaCB8wndEgh-9Ijg2q7iA&oh=00_AfsxhlbuQzmIr8ipZKrGs1qWgCdrJaVunYdchjoPpGbpuQ&oe=6999460F
1899500587668460,Location,Appartement S+1,2 400 TND Un appartement S1 meublé a louer au jardin de carthage Le Kram,2 400 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/615215347_122325975848008779_9033431202770251456_n.jpg?stp=c200.0.1200.1200a_dst-jpg_s261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=_aSuyyfJ_9cQ7kNvwEFcufj&_nc_oc=AdkMK3HKU5iv5DcxdSDnKetupIyRnAmuCbJAuTIk_bDaLGj9_owcVPkRBLaJZY6vUBg&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=-PaCB8wndEgh-9Ijg2q7iA&oh=00_AfsgFwIZmq3dHH3BrcxkinbzHkK2nUuot6L96XF-aHqKQw&oe=699947A7
783642898032311,Location,Appartement S+2,1 200 TND À louer : Appartement S+2 à Jardin de Laouina Le Kram,1 200 TND,TND,Jardin de,Tunisie,"Jardin de, Tunisie",https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/597733495_2113240566098289_1466648922367603408_n.jpg?stp=c0.42.261.261a_dst-jpg_p261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=92e707&_nc_ohc=cdX0sv8xyN4Q7kNvwGyKJZo&_nc_oc=Adm7DMu8HN8CKguFH1dqAI4aS8IBoAp366jJ5ahT8IHeDisV6s5018l2iy0ZFWoMpW8&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=nkGE6Wq3T5-MEJwcJFmkHQ&oh=00_AfsYrZjazH4lv52cwEk3Zg9Cuo9NaIayom4QYZI-dLg0lg&oe=6999682F
1161808159362550,Location,Maison/Villa,600 TND 📍MOUROUJ 3 🔹LOCATION •L'agence immobilière dream house immo met en location étage de villa s+2 El Mourouj,600 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/632810345_1236445977825971_524976261007650712_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=92e707&_nc_ohc=dW-Lqf-1Eo8Q7kNvwG359gn&_nc_oc=AdnohsEUyqtlONtcr9eXgWlgoE37RERYhiuiydVS-ItlFarlLS1ZcXJTHY9cSmWUQrU&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=nkGE6Wq3T5-MEJwcJFmkHQ&oh=00_AfsbDfptLa2X1IPrEL2XpiQIir6Kkn79nafNOerbWR-H4Q&oe=69994BD3
846119254683648,Location,Autre,2 000 TND Location dépôt au Bardo Le Bardo,2 000 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/611599674_1416442893610850_4726058093865247409_n.jpg?stp=c0.83.768.768a_dst-jpg_s261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=MU4r5lagi2sQ7kNvwFVvcFo&_nc_oc=Adm5p9zq3vGcYIV01OrE2YT4tn-euZjwD3ka6Fx1NT8t4arqsT3GDNxs0quGyCcK-nA&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=nkGE6Wq3T5-MEJwcJFmkHQ&oh=00_AfuAgb_CKX08pz803U2B91Lkab1bpNfoNSFDaIaz7ersSQ&oe=69996A39
1366792594750112,Location,Studio,500 TND Studio meublé s0 El Mourouj,500 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/617162611_1601093904376942_3798359808392936743_n.jpg?stp=c0.105.261.261a_dst-jpg_p261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=92e707&_nc_ohc=dtCFsiylp3UQ7kNvwH5l7MU&_nc_oc=AdmJ0Hj-QMh_j8ZVCldkhkqPQMpi9fCSw_PAQxQ4tf6Dwl87l_iI-AmR6lu_0X1DScI&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=nkGE6Wq3T5-MEJwcJFmkHQ&oh=00_AfudAt2ML_G7K25tFfvppowNKXZj6_F1gj3hTlGClPga1A&oe=69993BBE
1242865434608610,Location,Autre,700 TND RDC El Mourouj,700 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/627242371_1419609606564541_5563791601093666262_n.jpg?stp=c0.106.960.960a_dst-jpg_s261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=OlGYvUajddEQ7kNvwGDWVv1&_nc_oc=AdlOqX9g6TLPI9SJ4v9m0e814woV0CJca-kFFW2PKk5fRCnY2hxYUPpYZiv5P0dqn9c&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=nkGE6Wq3T5-MEJwcJFmkHQ&oh=00_AftRD-wKoQDVhcz5GNMHF_7dYMmW-WsCk2bqNdhxszeDjQ&oe=699968A2
1184406483896522,Location,Appartement S+2,1 350 TND A louer S+2 ennaser 2 Ariana,1 350 TND,TND,Ariana,Ariana,Ariana,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/627058698_10229515229760886_3807992630166198028_n.jpg?stp=c0.106.960.960a_dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=5wCdsTDBnMoQ7kNvwEAnPHx&_nc_oc=AdmuIwQ7DYNz71mx8Sk0gS3sOeuGBW1Hpa9Sfti2xTv10JIfYJNyTmYx_NZeBriHiH8&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=nkGE6Wq3T5-MEJwcJFmkHQ&oh=00_Aftu0PcATSAJOKhtPXGh-ucM-2fkReQ_vTwqsmuYNEFOxQ&oe=69995E24
4156861904566122,Location,Appartement S+3,1 900 TND Appartement s3 à ennasr cote slim school Ariana,1 900 TND,TND,Ariana,Ariana,Ariana,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/629344981_25902888379370004_324285452092397991_n.jpg?stp=c0.84.768.768a_dst-jpg_s261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=galwVEKPp2IQ7kNvwEBgRMY&_nc_oc=AdmmAHL8deD1h2clje2IHVUeeAQ57Rsia7TxBINH1uZ6e5FjCOTwvXqk960Z2FxaCGI&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=nkGE6Wq3T5-MEJwcJFmkHQ&oh=00_AftroR7lAdE_2qscpXHfVyi1o4GYrERh2TcFydXi6vS6_w&oe=69993ADF
1565230544827651,Location,Appartement,200 000 TND Appartement El Mourouj,200 000 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/605537996_1579861729695972_359181257539327428_n.jpg?stp=c0.132.1200.1200a_dst-jpg_s261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=JqnhGxeM5wcQ7kNvwEOgphu&_nc_oc=Adl_34wRn7ep20JVfrAPPU8qhOW5tT48CHm3h2DthQ8da4PqjU7wgBEYdcnuJmJYQoI&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=ZzoCkpBL7lLzsQFJLX0xyQ&oh=00_Afsvx8NIBCihNXdMyExXlHAm3SfcTpFFhpoYBuD6GDXtyw&oe=69996276
407012141701638,Location,Appartement,1 500 TND Appartement La Marsa,1 500 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/498241016_24240788348837964_6271806754476766780_n.jpg?stp=c120.0.720.720a_cp6_dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=946e27&_nc_ohc=SbQO1yFCcqIQ7kNvwFR8jMR&_nc_oc=Adm3iKSLcT5Iy4nsW5sRw7-8viMkn_jsWxTy6FzuglXsalSIODTuPMXZcFETVLlRyxs&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=ZzoCkpBL7lLzsQFJLX0xyQ&oh=00_Afsv81qwcU6baWlcPVBKbgBnpmAFSPlsnNTY_R63_N4wQw&oe=69994F94
1816349449070732,Location,Appartement S+3,850 TND Appartement S+3 rue el Jazira Tunis centre-ville - 90531973 Tunis,850 TND,TND,Tunis,Tunis,Tunis,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/625565971_10236285479110377_2512332294797220689_n.jpg?stp=c219.0.563.563a_dst-jpg_s261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=UToF_1sFJCMQ7kNvwH91iRo&_nc_oc=AdkU6iSv-anndqTH6D_g4TofKmPBzBWFbCS_1Z1Z12A7bcjZSAhF5SSDJKAsIryzBqM&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=ZzoCkpBL7lLzsQFJLX0xyQ&oh=00_AftaNF1ZGbx9JNSSVuMImr8Q86lUjbAc3q0wuZs6chzeOg&oe=69995BBA
2011294049438695,Location,Appartement S+2,1 500 TND À louer un appartement s2 haut standing à la nouvelle soukra Le Kram,1 500 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/615558972_809082915478725_5024300906680284878_n.jpg?stp=c45.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=92e707&_nc_ohc=NBDKA_1ASNUQ7kNvwFklyVW&_nc_oc=AdkywhCpWQ3_u-RY1Mk7FSBlIuypDMNcDjzmnK4qZBS8ETv65Y8JCGl6Y-sORVbfM7Q&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=ZzoCkpBL7lLzsQFJLX0xyQ&oh=00_Aftn0ZFXbTW3lvPOJnSiroGLz0o50c7h3HiIOhz5-bTFbA&oe=6999656B
1179558546987429,Location,Appartement S+1,1 150 TND ✨ À louer : S+1 neuf jamais habité à La Nouvelle Soukra Le Kram,1 150 TND,TND,La,Tunisie,"La, Tunisie",https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/593854067_1400484208302808_9195931458223760809_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=92e707&_nc_ohc=GmjDUMShU4QQ7kNvwF9H7PC&_nc_oc=Adl-abqf-5X9s2HfORDXicxpjOF_d5DIskyU-VwUFxb0Bq9yIj3AQ90XTimbk4MRaIY&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=ZzoCkpBL7lLzsQFJLX0xyQ&oh=00_AfsyhW4-gyIVIv2lvClp8hu_UVX9qBJbTVC9lqt_wVSbOA&oe=69996A90
820441523958428,Location,Appartement S+1,1 200 TND A louer s+1 bien meublé a laouîna disponible le 1 decembre Le Kram,1 200 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/588613855_691192683785132_6297612918677049489_n.jpg?stp=c0.20.261.261a_dst-jpg_p261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=92e707&_nc_ohc=OG7qXS8WT0wQ7kNvwFOpHdo&_nc_oc=AdngVzMZWrRznGI-uY1lBPC1A9pXGzzhntf3CA_jrOYpEoxJ-B9UBr5cILFMA3iGcq8&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=ZzoCkpBL7lLzsQFJLX0xyQ&oh=00_Aft-zzb0E60DctsxQ79J8YvFw_5qkRAn5iPFVSbnihpLfw&oe=6999635E
1486555999718707,Location,Studio,770 TND A louer studio a cité ennser 1 meublé Ariana,770 TND,TND,Ariana,Ariana,Ariana,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/619382616_3340497846125669_3060479950722266475_n.jpg?stp=c0.132.1200.1200a_dst-jpg_s261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=wJRLV-WZS9wQ7kNvwE2VA2z&_nc_oc=AdlRaZg1PHUPkXrK_H_dFxRVJ5lDmNr9XqKZ8F2kUQy08WPOoU3u5Nrx7oZfZH5164Q&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=ZzoCkpBL7lLzsQFJLX0xyQ&oh=00_Afuoy_b9Xi2RQUgXdieQuwPZNb0D8lkHZjlA0Yj_ulW7DQ&oe=69994EFC
758562087313851,Location,Autre,Gratuit A louer au vieux port Bizerte,,TND,Bizerte,Bizerte,Bizerte,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/632379761_1300997891846756_4110748188550360841_n.jpg?stp=c0.151.261.261a_dst-jpg_p261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=92e707&_nc_ohc=hHEyJZPJqaEQ7kNvwHS_nIz&_nc_oc=AdkqAeung0phCjwokfRMSqx7Nzn8BBsZef4P26TTCS5qUBVpxh8bUF4uC10UMyrV2LA&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=ZzoCkpBL7lLzsQFJLX0xyQ&oh=00_AfvWCWOAmNcXLiaQTEu4W_8ydVuheng2cTGB3UX219_P7g&oe=69994E82
2312790675904624,Location,Appartement S+1,1 750 TND Location Appartement S+1 HS - Ain Zaghouan Nord Le Kram,1 750 TND,TND,Zaghouan,Zaghouan,Zaghouan,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/621758541_1433919471701234_704622658061189417_n.jpg?stp=c136.0.816.816a_dst-jpg_s261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=ZXXAHwyzOvYQ7kNvwGR8bCp&_nc_oc=AdnbKm18KLFLQmgt2rAy-dlP2jom30xpsKGHSTOEsU2cWG1mmJWdTZxX5i3I09pJODA&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=ZzoCkpBL7lLzsQFJLX0xyQ&oh=00_AfvA9C-omuopEJBAkB2cmxbKTzvkxrkA7ZAlaodNy3oCeQ&oe=69994C11
2047031825870752,Location,Studio,333 TND 2 studio a louer rades plage Radès,333 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/629290822_1582952536087401_8978739496192550092_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=92e707&_nc_ohc=tmIE8gDrxZ4Q7kNvwFT22B1&_nc_oc=AdltJWixJdIeeTT6iCM9aoyjZJmvRbvwMwsQoAf3lRHQjkQQwCOpRViuToyUUulUbxs&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=zMymeRUQWEUwV6P6tw2gAA&oh=00_AfvTTIxfjAwpO09seiHOz-ZS_GDY5wuysAOrTzvyzd_orw&oe=69994364
709441358259980,Location,Appartement S+2,2 000 TND A louer S+2 Ain Zaghouan Nord Tunis,2 000 TND,TND,Zaghouan,Tunis,"Zaghouan, Tunis",https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/590156016_841570131968363_3800203976745968012_n.jpg?stp=c0.66.600.600a_dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=SQrhB2cGo6QQ7kNvwH74gVh&_nc_oc=AdnF5db9b67OlPh9Af3eje4W02xaFtWRa5YBRsVO8lFFNUyd1oMD52Zv4LRa0lXCiGg&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=zMymeRUQWEUwV6P6tw2gAA&oh=00_Afs1rT909Dw4DrZQ4Bn4iYVoaF2oY8oeoUxTw7z0Uksc7g&oe=69995CFA
1197410025240593,Location,Autre,1 350 TND À louer S 2 à lac 2 La Soukra,1 350 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/627232431_3388085888027640_1254396556792102046_n.jpg?stp=c0.132.1200.1200a_dst-jpg_s261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=lVtdhNF9nE0Q7kNvwFMFPB9&_nc_oc=AdlMOvCdeNwKxb9wVacxnDUBY1nZMoMl8OkZ8VOBBwln9Gvv7s6AhOWfDv7cskWZ89w&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=zMymeRUQWEUwV6P6tw2gAA&oh=00_Afs_PRanVyu72EeFXRWzuI6mYsiyNrB3GVizgpJkt9nYsQ&oe=69996982
2304996616660236,Location,Autre,1 250 TND À louer S +2 à l'aouina La Soukra,1 250 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/600922314_3344671619035734_1217281957456966939_n.jpg?stp=c0.105.963.963a_dst-jpg_s261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=xeTqo9x62ZMQ7kNvwHzmx89&_nc_oc=Adlq4S5F8TjcWT8ZWhFVSj4Om0CAuIQyfu6YRLyBPesco6DXsJdL-o0ZDApHNXU798U&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=zMymeRUQWEUwV6P6tw2gAA&oh=00_AfsAW46Y6S2g0H__18igS_zwuuH6uTdrrJR5JVdi5P2RSg&oe=6999593D
1228290919347523,Location,Appartement S+1,600 TND A louer S+1 à médina jadida Ben Arous,600 TND,TND,Ben Arous,Ben Arous,Ben Arous,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/600304228_1168587228788614_7385298185599360773_n.jpg?stp=c0.106.960.960a_dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=e99YhQ27otAQ7kNvwH6e8t_&_nc_oc=AdndlTje2EoabwTlf0en_589wHL2gQ2bQ90Iq69ZLl1OW7m7fkNl6Rp-p41g6HrdvpM&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=zMymeRUQWEUwV6P6tw2gAA&oh=00_AftLv_riEzB4k8kw4_ymjezveeGiB4itCr-xbplh-BdAfQ&oe=69996710
1155408446404047,Location,Autre,750 TND a louer u centre ville pssage La Goulette,750 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/626172991_122154956960646119_5761469540327734758_n.jpg?stp=c0.83.750.750a_dst-jpg_s261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=9t0VfPNhZ7AQ7kNvwHWIvDy&_nc_oc=AdnrmeatSxoPHCeBJP_f4pX8J1So6NmrZHYhKO40e3PP9fBqLHW1F74y4reyvj-ff2E&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=zMymeRUQWEUwV6P6tw2gAA&oh=00_AfuxF1zXEdfS8dwSfZEgi8nqd610yYx3PzEimD7qXjapyQ&oe=6999481B
1918261049570990,Location,Autre,400 TND برتمان للكراء زوز بيوت وصالة ومطبخ وحمام ومنشر بجنب كلينيك زخامة اريانة Ariana,400 TND,TND,Ariana,Ariana,Ariana,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/619839977_1920400881883456_2932866218231808960_n.jpg?stp=c128.0.765.765a_dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=hKvEeDZw5hEQ7kNvwEw9ubY&_nc_oc=AdnUF2NN-AYEtreqmZiQN1ZZ2io2lk5nHOkuB8IeeM8FtkqcGYBzzYJsnLpWyuc0zME&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=zMymeRUQWEUwV6P6tw2gAA&oh=00_Afv2Lh6O4OUe2kk9mi_DH0eYfgTdXWcfBOP2RzfBxiUVIQ&oe=69994632
1377497104057233,Location,Appartement S+3,4 500 TND S3 vue mer à La Marsa La Marsa,4 500 TND,TND,La,Tunisie,"La, Tunisie",https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/631036928_25870249905960123_6350109034865659974_n.jpg?stp=c200.0.1200.1200a_dst-jpg_s261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=TYt8ESMdWsMQ7kNvwH4Ak3s&_nc_oc=Adn85PyP_vswIagRJM616JtohlcNSpzTUBbj-ZX9rgI2m9biUFj0J7oUO75G_LatAZA&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=zMymeRUQWEUwV6P6tw2gAA&oh=00_AftF273VJA7fRByNThN7Ax7hSA02Vt23ieUyBlImJfxyKQ&oe=699953EC
1755952428437298,Location,Autre,700 TND فرصة للاستثمار في #الحمامات #الجنوبية مدخول شهري 5 ألاف دينار مبنى متكون من دار و 7 شقق Hammamet,700 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/597400313_25119519554387382_7729928093524256471_n.jpg?stp=c148.0.819.819a_dst-jpg_s261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=SFV8ppj34ekQ7kNvwGhSXrs&_nc_oc=AdmlHgw3yTkxI0dqkjj_XhUIkZC0v2UxiKCoSw23cRSknAnliV17HHyHGun9abR8H7I&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=zMymeRUQWEUwV6P6tw2gAA&oh=00_Aft_XYkcRdezdCG8Uh6eSORqbiZ_nGxHoxMF3TEFX69Unw&oe=69993EAA
1181871870260940,Location,Autre,700 TND A louer La Marsa,700 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/619861202_26580300798237745_5332696474712525085_n.jpg?stp=c126.0.768.768a_dst-jpg_s261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=_Kw_MTcy5aUQ7kNvwHyClp3&_nc_oc=AdkXmU9IFXP_q4f7Hm1nUpI6Y71cbbmp-EQIuyGo9JEc7nfv2jKhj5tjda4hR2SANG4&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=zMymeRUQWEUwV6P6tw2gAA&oh=00_Afs-JGmMfq7Lh9fcoLR5XPYm23d6XhJ7NtYL4mqyGHZgxQ&oe=69996A5A
2685716275100146,Location,Autre,1 TND 🏠𝐉𝐚𝐫𝐝𝐢𝐧𝐬 𝐝'𝐞𝐥 𝐌𝐞𝐧𝐳𝐚𝐡 2 ; 𝐚̀ louer Spacieux Appt 𝐒+4 🏠 Ariana,1 TND,TND,Ariana,Ariana,Ariana,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/622333103_25828829393379727_3907997703305919648_n.jpg?stp=c0.84.768.768a_dst-jpg_s261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=jZaUjTCaheoQ7kNvwHQtXyG&_nc_oc=AdluftVq73pWLRG1dl2_X0Gpkki2J9iMibRIxIl56gF46nKL42d7kNgSqfXgyPLg4UU&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=-KKNuT-S8z9rsR4n_GYXHQ&oh=00_Afun2TNcoiZJGA27DwR2epCVs-Iic6IA1byN66270xrRCQ&oe=699961D2
