gouvernorat_enc,ville_enc,lat,lon,surface_m2,nb_pieces,nb_chambres,score_attractivite,market_tension,cycle_marche,prix_region_median,text_embedding_score,nb_images,source_enc,has_jardin,has_garage,has_piscine,has_terrasse,has_vue_mer,has_securite,has_meuble,has_climatisation,has_chauffage,has_cuisine_equip,has_double_vitrage,has_cheminee,has_standing,has_vue_montagne,prix,image_url
23,0.2289,36.8094,10.1414,100.0,4.0,3.0,0.5,0.3144,2.0,2562.03,0.2742,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1300.0,https://www.mubawab-media.com/ad/8/298/852F/h/6d511585-f8f1-4366-a51f-f7ac16effdf9_81921181.avif
23,0.9036,36.8769,10.3247,350.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.2997,4,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,2600.0,https://www.mubawab-media.com/ad/8/302/378F/h/thumb_1223364_property_xlarge_81957017.avif
23,0.9036,36.8769,10.3247,120.0,4.0,2.0,0.5,0.8015,2.0,2562.03,0.2864,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,4000.0,https://www.mubawab-media.com/ad/8/302/265F/h/Appart%20-%20Marsa%20-%204000%20DT_81955874.avif
23,0.9036,36.8769,10.3247,200.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3136,4,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,3200.0,https://www.mubawab-media.com/ad/8/302/117F/h/WhatsApp%20Image%202026-02-12%20at%2011.46.233_81954535.avif
23,0.2289,36.8094,10.1414,100.0,4.0,3.0,0.5,0.3144,2.0,2562.03,0.3144,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1200.0,https://www.mubawab-media.com/ad/8/302/032F/h/77a9f76d-588d-4759-835b-e2e14c617040_3c8b8c6a-9ba9-4dfc-b1a0-5ce87cbd878f_81953497.avif
13,0.1205,36.8,10.1,70.0,2.0,2.0,0.5,0.2875,2.0,110184.0,0.2786,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,500.0,https://www.mubawab-media.com/ad/8/301/952F/h/1000003047_81952641.avif
23,0.9036,36.8769,10.3247,180.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.3234,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,3000.0,https://www.mubawab-media.com/ad/8/301/009F/h/thumb_1276260_property_large_81942796.avif
14,0.3735,36.819,10.2358,1000.0,3.0,2.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1200.0,https://www.mubawab-media.com/ad/8/301/666F/h/IMG-20251202-WA0023_81949466.avif
23,0.7952,36.819,10.1658,228.0,7.0,4.0,0.5,0.5524,2.0,2562.03,0.3363,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2900.0,https://www.mubawab-media.com/ad/8/301/485F/h/577039925_1400642348249589_2332611341903965468_n_GF%20-%20Copie_81947671.avif
23,0.9036,36.8769,10.3247,240.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.323,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3000.0,https://www.mubawab-media.com/ad/8/301/482F/h/ChatGPT%20Image%2011%20f%C3%A9vr.%202026%2C%2010_56_38_81947655.avif
16,0.3012,36.4561,10.7376,220.0,6.0,2.0,0.5,0.4552,2.0,154974.0,0.2802,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1400.0,https://www.mubawab-media.com/ad/8/286/417F/h/1_81784502.avif
16,0.3012,36.4561,10.7376,220.0,8.0,3.0,0.5,0.4552,2.0,154974.0,0.3564,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1900.0,https://www.mubawab-media.com/ad/8/254/489F/h/1_81431358.avif
3,0.2108,36.7533,10.2283,90.0,3.0,2.0,0.5,0.2965,2.0,114262.5,0.2722,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,750.0,https://www.mubawab-media.com/ad/8/301/388F/h/2026-1_81946711.avif
23,0.9036,36.8769,10.3247,80.0,2.0,2.0,0.5,0.8015,2.0,2562.03,0.2883,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1000.0,https://www.mubawab-media.com/ad/8/300/942F/h/558975769_3117450331767653_2380581471796701361_n%20%281%29_81942015.avif
23,0.9036,36.8769,10.3247,300.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.2698,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4000.0,https://www.mubawab-media.com/ad/8/298/638F/h/thumb_1272388_property_large_81918924.avif
23,0.9036,36.819,10.2358,300.0,5.0,4.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7500.0,https://www.mubawab-media.com/ad/8/119/577F/h/thumb_1061846_property_large_80042563.avif
23,0.9036,36.8769,10.3247,220.0,6.0,5.0,0.5,0.8015,2.0,2562.03,0.3277,4,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,7500.0,https://www.mubawab-media.com/ad/8/126/691F/h/f3fb3d68-c227-4d11-8452-420a6f142d9e%20%281%29_80114918.avif
23,0.9036,36.8769,10.3247,180.0,2.0,2.0,0.5,0.8015,2.0,2562.03,0.3242,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300.0,https://www.mubawab-media.com/ad/8/300/622F/h/thumb_1275628_property_large_81938839.avif
23,0.9036,36.8769,10.3247,35.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.3128,4,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3300.0,https://www.mubawab-media.com/ad/8/243/601F/h/IMG-20251029-WA0024_81318490.avif
16,0.3012,36.4561,10.7376,250.0,5.0,4.0,0.5,0.4552,2.0,154974.0,0.3064,4,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1600.0,https://www.mubawab-media.com/ad/8/281/298F/h/17676975651_81734803.avif
23,0.9036,36.819,10.2358,900.0,7.0,5.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,12000.0,https://www.mubawab-media.com/ad/8/299/342F/h/thumb_1275282_property_large_81937215.avif
23,0.9036,36.8769,10.3247,220.0,5.0,3.0,0.5,0.8015,2.0,2562.03,0.2884,4,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,5000.0,https://www.mubawab-media.com/ad/8/289/407F/h/1_81816876.avif
23,0.9036,36.8769,10.3247,150.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.3394,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2300.0,https://www.mubawab-media.com/ad/8/251/117F/h/1000055525_81867204.avif
23,0.9036,36.8769,10.3247,250.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3266,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5000.0,https://www.mubawab-media.com/ad/8/299/962F/h/1_81932174.avif
23,1.0,36.8528,10.3247,200.0,2.0,2.0,0.5,0.5388,2.0,2562.03,0.2746,4,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3500.0,https://www.mubawab-media.com/ad/8/296/431F/h/thumb_1270296_property_large_81893255.avif
23,1.0,36.8528,10.3247,200.0,3.0,3.0,0.5,0.5388,2.0,2562.03,0.2762,4,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,4000.0,https://www.mubawab-media.com/ad/8/296/471F/h/thumb_1270319_property_large_81893673.avif
23,0.2289,36.8094,10.1414,200.0,4.0,3.0,0.5,0.3144,2.0,2562.03,0.3136,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1200.0,https://www.mubawab-media.com/ad/8/299/887F/h/WhatsApp%20Image%202026-02-05%20at%2018.28.43%20%283%29_81931758.avif
23,0.9036,36.8769,10.3247,140.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.3254,4,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,3500.0,https://www.mubawab-media.com/ad/8/285/521F/h/1_81775652.avif
23,0.9036,36.819,10.2358,800.0,5.0,4.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,4400.0,https://www.mubawab-media.com/ad/7/964/564F/h/1_78508056.avif
23,0.9036,36.8769,10.3247,300.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.3214,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,5800.0,https://www.mubawab-media.com/ad/8/275/118F/h/thumb_1230390_property_large_81662142.avif
23,0.9036,36.8769,10.3247,200.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.3465,4,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,6000.0,https://www.mubawab-media.com/ad/8/284/228F/h/609416089_736074812880865_8317061353420130857_n_81761964.avif
23,0.1145,36.8,10.1,100.0,5.0,2.0,0.5,0.3123,2.0,110184.0,0.277,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750.0,https://www.mubawab-media.com/ad/8/299/670F/h/20260208_131759_81929688.avif
23,0.9036,36.8769,10.3247,450.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.3361,4,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,3100.0,https://www.mubawab-media.com/ad/7/908/365F/h/photo_0_74659525.avif
23,0.9036,36.8769,10.3247,220.0,5.0,5.0,0.5,0.8015,2.0,2562.03,0.331,4,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,6000.0,https://www.mubawab-media.com/ad/8/284/287F/h/thumb_1236740_property_xlarge_81762500.avif
23,1.0,36.8528,10.3247,180.0,3.0,2.0,0.5,0.5388,2.0,2562.03,0.3172,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3300.0,https://www.mubawab-media.com/ad/8/283/716F/h/VWysbySyvw9P8ENU-thumb_81756822.avif
23,0.9036,36.8769,10.3247,220.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.3352,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4400.0,https://www.mubawab-media.com/ad/8/251/237F/h/7e1fe376-c386-4b49-81b4-3584800bcc57_81397935.avif
23,1.0,36.8528,10.3247,220.0,4.0,3.0,0.5,0.5388,2.0,2562.03,0.3285,4,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,3000.0,https://www.mubawab-media.com/ad/8/242/834F/h/1_81310404.avif
23,0.9036,36.8769,10.3247,125.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.2722,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1650.0,https://www.mubawab-media.com/ad/8/299/167F/h/IMG_5009_81924483.avif
16,0.3012,36.4561,10.7376,300.0,4.0,3.0,0.5,0.4552,2.0,154974.0,0.275,4,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,3000.0,https://www.mubawab-media.com/ad/8/297/666F/h/79153b1f-2237-4874-8c52-5956a6c1a500_81906023.avif
23,0.9036,36.8769,10.3247,250.0,6.0,4.0,0.5,0.8015,2.0,2562.03,0.3246,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5000.0,https://www.mubawab-media.com/ad/8/281/175F/h/WhatsApp%20Image%202026-01-05%20at%205.18.27%20PM_81733600.avif
23,0.9036,36.8769,10.3247,130.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3274,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2700.0,https://www.mubawab-media.com/ad/8/283/849F/h/3e6f5623-ae8c-40cd-8174-6cedc5621234_WhatsApp%20Image%202026-01-09%20at%203.40.48%20PM_81758143.avif
23,0.9036,36.819,10.2358,600.0,5.0,4.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,5800.0,https://www.mubawab-media.com/ad/8/298/838F/h/thumb_1272635_property_large_81920970.avif
1,0.8193,36.899,10.2358,400.0,6.0,4.0,0.5,0.4235,2.0,43985.0,0.3301,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,https://www.mubawab-media.com/ad/8/236/726F/h/thumb_1185208_property_large_81249022.avif
1,0.3494,36.8665,10.1647,220.0,1.0,1.0,0.5,0.5305,2.0,43985.0,0.3325,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1000.0,https://www.mubawab-media.com/ad/8/209/923F/h/IMG-20250903-WA0006_80963109.avif
23,0.7952,36.819,10.1658,160.0,3.0,2.0,0.5,0.5524,2.0,2562.03,0.3259,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,2500.0,https://www.mubawab-media.com/ad/8/298/071F/h/thumb_1271816_property_large_81910553.avif
23,0.9036,36.8769,10.3247,300.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3391,4,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,3000.0,https://www.mubawab-media.com/ad/8/297/956F/h/mw2_81909250.avif
23,0.2289,36.8094,10.1414,300.0,6.0,5.0,0.5,0.3144,2.0,2562.03,0.2698,4,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,3000.0,https://www.mubawab-media.com/ad/8/286/397F/h/BARDO%20%283%29_81784334.avif
23,0.9036,36.8769,10.3247,350.0,2.0,2.0,0.5,0.8015,2.0,2562.03,0.3297,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3200.0,https://www.mubawab-media.com/ad/8/212/891F/h/thumb_1159217_property_large_80992894.avif
17,0.5663,34.7405,10.7603,300.0,8.0,7.0,0.5,0.3081,2.0,130875.5,0.2714,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2600.0,https://www.mubawab-media.com/ad/8/297/174F/h/1000016098_81900976.avif
23,0.9036,36.8769,10.3247,220.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.3549,4,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,4500.0,https://www.mubawab-media.com/ad/8/297/167F/h/thumb_1271138_property_large_81900831.avif
23,0.9036,36.8769,10.3247,220.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.3215,4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,5000.0,https://www.mubawab-media.com/ad/8/290/667F/h/8_81829437.avif
1,0.8193,36.899,10.2358,350.0,5.0,5.0,0.5,0.4235,2.0,43985.0,0.3285,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3200.0,https://www.mubawab-media.com/ad/8/237/532F/h/thumb_1187418_property_xlarge_81257269.avif
23,0.9036,36.8769,10.3247,160.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.2714,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1800.0,https://www.mubawab-media.com/ad/8/296/749F/h/IMG_20260202_195250_edit_308412099621228_81897152.avif
23,0.9036,36.819,10.2358,580.0,4.0,3.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,3500.0,https://www.mubawab-media.com/ad/8/284/039F/h/photo_00_81760241.avif
16,0.3012,36.4561,10.7376,250.0,4.0,3.0,0.5,0.4552,2.0,154974.0,0.3164,4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2300.0,https://www.mubawab-media.com/ad/8/284/989F/h/WhatsApp%20Image%202026-01-12%20at%2012.58.55_81769727.avif
23,0.9036,36.819,10.2358,700.0,4.0,3.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,10000.0,https://www.mubawab-media.com/ad/8/214/848F/h/thumb_1161093_property_large_81014684.avif
23,0.9036,36.8769,10.3247,300.0,7.0,4.0,0.5,0.8015,2.0,2562.03,0.3514,4,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,7000.0,https://www.mubawab-media.com/ad/8/233/327F/h/thumb_1183004_property_large_81214297.avif
1,0.8193,36.899,10.2358,350.0,6.0,4.0,0.5,0.4235,2.0,43985.0,0.3348,4,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,4300.0,https://www.mubawab-media.com/ad/8/040/993F/h/6a4c3e45-b70f-4f06-9c94-259f4f46b4b2_79267815.avif
20,0.2771,36.8,10.1,70.0,2.0,2.0,0.5,0.1695,2.0,110184.0,0.3298,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,400.0,https://www.mubawab-media.com/ad/8/295/937F/h/resize-image1_81888105.avif
23,0.9036,36.8769,10.3247,150.0,6.0,3.0,0.5,0.8015,2.0,2562.03,0.3206,4,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,2500.0,https://www.mubawab-media.com/ad/8/288/704F/h/IMG_7696_81808579.avif
23,0.9036,36.8769,10.3247,160.0,5.0,3.0,0.5,0.8015,2.0,2562.03,0.3234,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,3200.0,https://www.mubawab-media.com/ad/8/215/419F/h/thumb_1161871_property_large_81020875.avif
23,0.9036,36.8769,10.3247,150.0,3.0,3.0,0.5,0.8015,2.0,2562.03,0.321,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2200.0,https://www.mubawab-media.com/ad/8/292/188F/h/thumb_1266291_property_large_81845071.avif
23,1.0,36.8528,10.3247,480.0,5.0,5.0,0.5,0.5388,2.0,2562.03,0.3108,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5500.0,https://www.mubawab-media.com/ad/8/244/856F/h/thumb_1024017_property_xlarge_81333263.avif
23,1.0,36.8528,10.3247,300.0,5.0,4.0,0.5,0.5388,2.0,2562.03,0.3168,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4000.0,https://www.mubawab-media.com/ad/8/247/282F/h/thumb_1152172_property_xlarge_81358407.avif
23,0.9036,36.819,10.2358,356.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7500.0,https://www.mubawab-media.com/ad/8/267/354F/h/photo_0_81580979.avif
1,0.8193,36.899,10.2358,65.0,2.0,1.0,0.5,0.4235,2.0,43985.0,0.2774,4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1650.0,https://www.mubawab-media.com/ad/8/295/212F/h/thumb_1269225_property_large_81879945.avif
1,0.8193,36.899,10.2358,300.0,5.0,4.0,0.5,0.4235,2.0,43985.0,0.3281,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3200.0,https://www.mubawab-media.com/ad/8/295/207F/h/620153923_1612929819835701_8492698279796126064_n_81879898.avif
16,0.3012,36.4561,10.7376,100.0,3.0,4.0,0.5,0.4552,2.0,154974.0,0.2786,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750.0,https://www.mubawab-media.com/ad/8/248/662F/h/thumb_911619_property_xlarge_81374561.avif
16,0.3012,36.4561,10.7376,220.0,8.0,3.0,0.5,0.4552,2.0,154974.0,0.3293,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2400.0,https://www.mubawab-media.com/ad/8/271/005F/h/1_81619300.avif
23,0.9036,36.8769,10.3247,115.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3412,4,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,6500.0,https://www.mubawab-media.com/ad/8/159/295F/h/1_80452177.avif
23,0.9036,36.8769,10.3247,120.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.3088,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2900.0,https://www.mubawab-media.com/ad/7/463/057F/h/400446128_358990479849351_8322191989112207189_n_78692250.avif
1,0.8193,36.899,10.2358,100.0,4.0,3.0,0.5,0.4235,2.0,43985.0,0.3261,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2650.0,https://www.mubawab-media.com/ad/8/229/711F/h/554235522_1983874385704913_4419918048764861503_n_81173475.avif
23,0.9036,36.8769,10.3247,250.0,6.0,5.0,0.5,0.8015,2.0,2562.03,0.3253,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5500.0,https://www.mubawab-media.com/ad/8/223/197F/h/552641541_1089875716536420_8225209148036004223_n_81104151.avif
23,0.9036,36.8769,10.3247,200.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.3104,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6000.0,https://www.mubawab-media.com/ad/8/291/839F/h/280499415_730219761356752_5396067346668746311_n_81841638.avif
23,0.9036,36.8769,10.3247,200.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.2884,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2350.0,https://www.mubawab-media.com/ad/8/272/060F/h/598050037_816673534690992_8893580363113505319_n_81630383.avif
23,1.0,36.819,10.2358,660.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,5500.0,https://www.mubawab-media.com/ad/8/293/071F/h/thumb_1266784_property_large_81854507.avif
23,0.9036,36.8769,10.3247,130.0,2.0,2.0,0.5,0.8015,2.0,2562.03,0.3184,4,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,3000.0,https://www.mubawab-media.com/ad/8/215/269F/h/thumb_1161615_property_large_81019114.avif
23,0.9036,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,8500.0,https://www.mubawab-media.com/ad/8/294/226F/h/thumb_1268421_property_large_81866648.avif
23,0.9036,36.8769,10.3247,285.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.2856,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,6500.0,https://www.mubawab-media.com/ad/8/232/120F/h/thumb_1181826_property_large_81202145.avif
23,1.0,36.8528,10.3247,145.0,3.0,3.0,0.5,0.5388,2.0,2562.03,0.3136,4,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,2900.0,https://www.mubawab-media.com/ad/8/292/609F/h/thumb_1266537_property_large_81849402.avif
23,0.7952,36.819,10.2358,1040.0,6.0,3.0,0.5,0.517,2.0,43985.0,0.3168,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15500.0,https://www.mubawab-media.com/ad/8/053/859F/h/7a543c6e-a67b-48d7-8cb6-66ac58974039_GF_79397392.avif
1,0.8193,36.819,10.2358,850.0,17.0,14.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,10000.0,https://www.mubawab-media.com/ad/7/811/752F/h/eff58be9-2d1f-470d-a79f-2a88f1462b5b_GF_60702556.avif
1,0.8193,36.819,10.2358,1000.0,4.0,3.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,4500.0,https://www.mubawab-media.com/ad/8/176/253F/h/1ca64f12-3f84-4b02-86aa-f7964214c66e_GF_80624415.avif
1,0.8193,36.819,10.2358,550.0,4.0,3.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,3500.0,https://www.mubawab-media.com/ad/8/135/083F/h/2a6197ef-2ff5-446c-8d92-5605cd5c23f7_GF_80200493.avif
16,0.3012,36.4561,10.7376,300.0,3.0,2.0,0.5,0.4552,2.0,154974.0,0.3317,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2000.0,https://www.mubawab-media.com/ad/8/270/949F/h/1_81618689.avif
23,1.0,36.819,10.2358,450.0,6.0,5.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,10000.0,https://www.mubawab-media.com/ad/8/292/467F/h/thumb_1266420_property_large_81848001.avif
16,0.3012,36.4561,10.7376,220.0,5.0,2.0,0.5,0.4552,2.0,154974.0,0.3184,4,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1500.0,https://www.mubawab-media.com/ad/8/281/199F/h/4_81733823.avif
16,0.3012,36.4561,10.7376,220.0,5.0,2.0,0.5,0.4552,2.0,154974.0,0.3434,4,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1500.0,https://www.mubawab-media.com/ad/8/281/171F/h/1_81733576.avif
16,0.3012,36.4561,10.7376,220.0,9.0,3.0,0.5,0.4552,2.0,154974.0,0.3568,4,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,2500.0,https://www.mubawab-media.com/ad/8/288/433F/h/10_81805880.avif
23,0.9036,36.8769,10.3247,150.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.3206,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3200.0,https://www.mubawab-media.com/ad/8/233/611F/h/thumb_1183540_property_large_81217061.avif
1,0.8193,36.899,10.2358,290.0,4.0,3.0,0.5,0.4235,2.0,43985.0,0.2883,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3500.0,https://www.mubawab-media.com/ad/8/287/412F/h/thumb_1240598_property_xlarge_81795145.avif
1,0.8193,36.899,10.2358,360.0,4.0,5.0,0.5,0.4235,2.0,43985.0,0.3136,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2800.0,https://www.mubawab-media.com/ad/8/281/706F/h/thumb_1234781_property_xlarge_81738571.avif
23,0.9036,36.8769,10.3247,280.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.3234,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2500.0,https://www.mubawab-media.com/ad/8/052/105F/h/6ac64acf-543d-411b-a0f4-aa1ed4a6ffcb_79379634.avif
22,0.2771,33.9197,8.1335,160.0,1.0,4.0,0.5,0.3905,2.0,79447.44,0.2758,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,450.0,https://www.mubawab-media.com/ad/8/291/456F/h/Messenger_creation_4E89FEE3-ADEF-4E32-8A0F-D962B7509517_81837765.avif
23,0.2771,36.819,10.1658,150.0,3.0,3.0,0.5,0.3526,2.0,2562.03,0.2778,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,2100.0,https://www.mubawab-media.com/ad/8/179/349F/h/thumb_1125691_property_xlarge_80656172.avif
23,1.0,36.8528,10.3247,170.0,4.0,3.0,0.5,0.5388,2.0,2562.03,0.2766,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2700.0,https://www.mubawab-media.com/ad/8/290/920F/h/thumb_1264956_property_xlarge_81940952.avif
16,0.3012,36.4561,10.7376,200.0,4.0,3.0,0.5,0.4552,2.0,154974.0,0.3148,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2000.0,https://www.mubawab-media.com/ad/8/187/565F/h/1753368155sanstitre1plandetravail1_80739071.avif
23,0.9036,36.8769,10.3247,180.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.3183,4,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,4500.0,https://www.mubawab-media.com/ad/8/228/316F/h/1000123479_81158960.avif
23,0.9036,36.8769,10.3247,300.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.324,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3500.0,https://www.mubawab-media.com/ad/8/252/971F/h/photo_00_81415593.avif
23,1.0,36.8528,10.3247,220.0,5.0,4.0,0.5,0.5388,2.0,2562.03,0.3541,4,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,6500.0,https://www.mubawab-media.com/ad/8/126/518F/h/616e2b7e-6a5d-424b-b72f-0ebd386e453c_80113187.avif
20,0.3976,36.819,10.2358,1300.0,5.0,5.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,6000.0,https://www.mubawab-media.com/ad/8/265/536F/h/thumb_1219539_property_large_81558336.avif
