idx;image_url;standing;standing_confiance;etat;etat_confiance;a_valider
237;https://www.mubawab-media.com/ad/8/297/130F/h/thumb_1271124_property_large_81900340.avif;2;0.337;0;0.51;1
238;https://www.mubawab-media.com/ad/8/005/846F/h/thumb_912539_property_large_78920751.avif;3;0.342;1;0.513;1
239;https://www.mubawab-media.com/ad/8/215/462F/h/p9_81021393.avif;1;0.338;0;0.5;1
240;https://www.mubawab-media.com/ad/7/953/838F/h/thumb_860977_property_xlarge_78361128.avif;1;0.337;0;0.514;1
241;https://www.mubawab-media.com/ad/8/305/569F/h/thumb_1281002_property_large_81988461.avif;2;0.342;0;0.514;1
242;https://www.bnb.tn/wp-content/uploads/2026/01/1-25-300x300.jpg;3;0.347;1;0.522;1
243;https://www.mubawab-media.com/ad/8/277/183F/h/IMG_20251224_160157_81685818.avif;3;0.341;1;0.518;1
244;https://www.mubawab-media.com/ad/8/181/689F/h/photo_0_80679501.avif;2;0.341;1;0.516;1
245;https://www.mubawab-media.com/ad/8/182/197F/h/thumb_1128548_property_large_80684328.avif;3;0.34;1;0.52;1
246;https://www.mubawab-media.com/ad/8/287/455F/h/02_81795549.avif;2;0.334;1;0.515;1
247;https://www.mubawab-media.com/ad/7/928/578F/h/lac-immo-de-l-avenue_76293316_76293802.avif;3;0.348;1;0.506;1
248;https://www.mubawab-media.com/ad/8/283/705F/h/gallery%20%283%29%20-%20Copie_81756715.avif;2;0.335;1;0.516;1
249;https://www.mubawab-media.com/ad/7/671/904F/h/100_2662_44223788.avif;2;0.335;1;0.513;1
250;https://www.mubawab-media.com/ad/8/245/010F/h/Copie%20de%20Visuel%20Agences%20Sousse%20Corniche%20-%202025-10-30T115527.936_81334897.avif;3;0.337;1;0.515;1
251;https://www.bnb.tn/wp-content/uploads/2023/06/WhatsApp-Image-2023-06-08-at-17.29.01-1-300x300.png;3;0.343;1;0.517;1
252;https://www.mubawab-media.com/ad/8/273/619F/h/thumb_1228551_property_large_81647205.avif;2;0.335;1;0.514;1
253;https://www.bnb.tn/wp-content/uploads/2023/12/17026331862-300x300.jpg;2;0.339;1;0.503;1
254;https://www.mubawab-media.com/ad/8/185/332F/h/5D_80715445.avif;3;0.345;1;0.519;1
255;https://www.mubawab-media.com/ad/8/183/735F/h/WhatsApp%20Image%202025-08-09%20at%2009.20.35%20%281%29_81946423.avif;3;0.341;1;0.521;1
256;https://www.bnb.tn/wp-content/uploads/2024/01/000-4-300x300.jpg;3;0.344;1;0.517;1
257;https://www.mubawab-media.com/ad/7/785/172F/h/WhatsApp%20Image%202023-09-23%20at%2016.08.29_57100486.avif;3;0.342;1;0.512;1
258;https://www.bnb.tn/wp-content/uploads/2025/01/b8df5531-e477-4729-89db-4b4019b81186-300x300.jpg;2;0.336;1;0.51;1
259;https://www.mubawab-media.com/ad/8/255/231F/h/WhatsApp%20Image%202025-11-19%20at%2012.51.59_81438996.avif;3;0.339;1;0.508;1
260;https://www.mubawab-media.com/ad/7/780/026F/h/WhatsApp%20Image%202022-09-27%20at%2009.30.38%20%282%29_56432076.avif;2;0.343;1;0.512;1
261;https://www.mubawab-media.com/ad/8/018/168F/h/aed18b56-0d77-4009-a78a-6fe06ffc6750_GF_79045454.avif;1;0.337;1;0.505;1
262;https://www.bnb.tn/wp-content/uploads/2024/04/b09d16ee-2f8b-4b26-9f4b-161249908b17-1-300x300.jpg;3;0.345;1;0.514;1
263;https://www.bnb.tn/wp-content/uploads/2023/02/IMG_3927-300x300.jpg;2;0.343;1;0.517;1
264;https://www.mubawab-media.com/ad/8/257/783F/h/IMG-20251124-WA0032_81464855.avif;3;0.34;1;0.515;1
265;https://www.mubawab-media.com/ad/8/295/962F/h/24e38c66-814d-4508-a503-dc8f82aa16ae_81888356.avif;3;0.337;1;0.518;1
266;https://www.bnb.tn/wp-content/uploads/2023/10/1-1-300x300.jpeg;3;0.34;1;0.519;1
267;https://www.mubawab-media.com/ad/8/153/458F/h/IMG_1152_80390081.avif;2;0.335;1;0.519;1
268;https://www.bnb.tn/wp-content/uploads/2025/05/1-2-300x300.jpeg;3;0.345;1;0.52;1
269;https://www.mubawab-media.com/ad/8/053/055F/h/IMG_1582_79565693.avif;2;0.337;1;0.512;1
270;https://www.mubawab-media.com/ad/8/191/196F/h/59828440-d2af-4b9f-a943-0aa2c1e2ed99_80773869.avif;2;0.335;1;0.513;1
271;https://www.mubawab-media.com/ad/8/301/276F/h/IMG_1391_81945483.avif;3;0.34;1;0.518;1
272;https://www.mubawab-media.com/ad/8/283/956F/h/IMG_0322_81759373.avif;3;0.343;1;0.517;1
273;https://www.mubawab-media.com/ad/8/127/007F/h/thumb_1072717_property_xlarge_80117829.avif;2;0.338;1;0.512;1
274;https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-10-12-at-18.05.06-2-300x300.jpg;3;0.341;1;0.517;1
275;https://www.mubawab-media.com/ad/8/145/120F/h/Design%20sans%20titre%20%284%29_80299522.avif;2;0.34;1;0.507;1
276;https://www.bnb.tn/wp-content/uploads/2025/07/1-99-300x300.jpeg;2;0.338;1;0.512;1
277;https://www.mubawab-media.com/ad/7/787/610F/h/2_81721421.avif;2;0.336;1;0.514;1
278;https://www.bnb.tn/wp-content/uploads/2026/01/1-4-300x300.jpg;2;0.345;1;0.519;1
279;https://www.mubawab-media.com/ad/8/245/861F/h/54ba3ed7-5ccd-4535-8359-144b95efb468_81343964.avif;3;0.342;1;0.52;1
280;https://www.mubawab-media.com/ad/8/276/575F/h/TAARAFCHI%20IMMO%20%2822%29_81678689.avif;2;0.34;1;0.519;1
281;https://www.mubawab-media.com/ad/8/297/652F/h/218a7c10-dc95-4a79-9ff9-de6ba2af7953_81905900.avif;1;0.336;0;0.501;1
282;https://www.mubawab-media.com/ad/8/268/549F/h/6938cebf-9f43-4006-800e-8250e11d6968_81593589.avif;3;0.342;1;0.518;1
283;https://www.mubawab-media.com/ad/8/277/879F/h/2fd1189f-4393-4f1c-8f41-f04bc17b216e_81693015.avif;3;0.34;1;0.507;1
285;https://www.mubawab-media.com/ad/7/845/862F/h/thumb_737011_property_xlarge_77848512.avif;3;0.345;1;0.509;1
286;https://www.bnb.tn/wp-content/uploads/2023/12/1-8-300x300.jpeg;2;0.341;1;0.515;1
287;https://www.mubawab-media.com/ad/8/292/174F/h/photo_0_81844908.avif;3;0.34;1;0.513;1
288;https://www.mubawab-media.com/ad/8/236/481F/h/thumb_1186596_property_large_81246462.avif;2;0.342;1;0.514;1
289;https://www.mubawab-media.com/ad/8/286/234F/h/thumb_1239122_property_large_81782575.avif;3;0.342;1;0.51;1
290;https://www.mubawab-media.com/ad/8/229/717F/h/1_81173500.avif;2;0.337;1;0.506;1
291;https://www.mubawab-media.com/ad/8/225/039F/h/1-94cbac89-7eb2-4da1-a616-f2740602d40c_81124466.avif;1;0.336;1;0.504;1
292;https://www.mubawab-media.com/ad/8/300/637F/h/thumb_1275664_property_large_81938948.avif;3;0.341;1;0.516;1
293;https://www.bnb.tn/wp-content/uploads/2026/01/1-72-300x300.jpeg;1;0.335;1;0.5;1
294;https://www.mubawab-media.com/ad/8/234/888F/h/logo1_81230122.avif;3;0.34;1;0.513;1
295;https://www.bnb.tn/wp-content/uploads/2023/05/1ae41429-9f6d-4407-9be9-aab1bb4dce21-300x300.jpg;3;0.345;1;0.518;1
296;https://www.mubawab-media.com/ad/8/230/878F/h/thumb_1180637_property_large_81188958.avif;2;0.338;1;0.514;1
297;https://www.mubawab-media.com/ad/8/265/817F/h/photo_0_81561341.avif;3;0.336;1;0.507;1
298;https://www.mubawab-media.com/ad/8/247/977F/h/thumb_1200820_property_large_81364759.avif;3;0.338;1;0.512;1
299;https://www.bnb.tn/wp-content/uploads/2023/10/telechargement-7-3-300x300.jpg;2;0.337;1;0.516;1
300;https://www.mubawab-media.com/ad/8/237/680F/h/54356512-1e3d-4fc7-899a-36925d0c5bd3_81340398.avif;2;0.335;1;0.504;1
301;https://www.bnb.tn/wp-content/uploads/2024/01/404571442_362671776417030_1562133234915570464_n-Copie-300x300.jpg;1;0.336;0;0.504;1
302;https://www.mubawab-media.com/ad/8/276/544F/h/thumb_1231550_property_large_81678347.avif;3;0.339;1;0.516;1
303;https://www.mubawab-media.com/ad/8/304/037F/h/a_81973746.avif;2;0.334;1;0.514;1
304;https://www.mubawab-media.com/ad/8/298/600F/h/3c075c1e-d4e7-4211-8704-fd59096107d0%20%281%29_81918612.avif;2;0.335;1;0.515;1
305;https://www.mubawab-media.com/ad/8/149/787F/h/WhatsApp%20Image%202025-05-19%20%C3%A0%2015.46.55_44eebb2e_80345135.avif;3;0.337;1;0.514;1
306;https://www.mubawab-media.com/ad/8/210/979F/h/gallery_80974585.avif;3;0.335;1;0.513;1
307;https://www.mubawab-media.com/ad/8/266/961F/h/2d2450f6-4db5-42e5-8cfd-993f92c4cc4e_81577069.avif;3;0.335;1;0.516;1
308;https://www.bnb.tn/wp-content/uploads/2023/10/9d260422-9d49-4d5c-937c-36122dab2013-300x300.png;3;0.34;1;0.515;1
309;https://www.bnb.tn/wp-content/uploads/2025/09/thumb_1129693_property_xlarge-300x300.jpeg;3;0.35;1;0.519;1
310;https://www.mubawab-media.com/ad/8/214/068F/h/gallery_81006379.avif;2;0.337;1;0.513;1
311;https://www.mubawab-media.com/ad/8/224/194F/h/immobilier-location-s3-marsa%20%281%29_81115565.avif;2;0.342;1;0.509;1
312;https://www.mubawab-media.com/ad/7/990/768F/h/IMG_6283_78764260.avif;2;0.335;1;0.516;1
313;https://www.bnb.tn/wp-content/uploads/2025/09/1-4-300x300.jpeg;3;0.345;1;0.517;1
314;https://www.mubawab-media.com/ad/8/179/621F/h/Screenshot_2025-07-12-23-08-22-63_40deb401b9ffe8e1df2f1cc5ba480b12_80659163.avif;3;0.341;1;0.516;1
315;https://www.mubawab-media.com/ad/7/942/285F/h/IMG-20241008-WA0009_79608658.avif;3;0.348;1;0.519;1
316;https://www.mubawab-media.com/ad/8/136/262F/h/White%20Blue%20Minimalist%20Real%20Estate%20Instagram%20Post_80211830.avif;3;0.34;1;0.511;1
317;https://www.mubawab-media.com/ad/8/192/097F/h/20250731_125115_80783280.avif;3;0.344;1;0.514;1
319;https://www.bnb.tn/wp-content/uploads/2022/10/thumb_414940_property_xlarge-300x300.jpeg;2;0.339;1;0.522;1
320;https://www.mubawab-media.com/ad/8/190/203F/h/image_3_80791237.avif;3;0.346;1;0.513;1
321;https://www.mubawab-media.com/ad/8/199/715F/h/WhatsApp%20Image%202025-08-15%20%C3%A0%2010.19.21_08aebb9c_80859012.avif;2;0.343;1;0.518;1
322;https://www.mubawab-media.com/ad/8/289/936F/h/1000297682_81823374.avif;3;0.339;1;0.518;1
323;https://www.bnb.tn/wp-content/uploads/2026/01/1-68-300x300.jpeg;1;0.335;0;0.504;1
324;https://www.mubawab-media.com/ad/8/293/456F/h/78c219a5-7c32-4331-a843-47d2637e80ce%20%283%29_81858427.avif;3;0.34;1;0.514;1
325;https://www.mubawab-media.com/ad/8/290/557F/h/601820574_1289488609889349_1825257399941181700_n_81828172.avif;2;0.338;1;0.518;1
326;https://www.mubawab-media.com/ad/8/255/077F/h/d239f3bb-8656-48e0-b177-5f0e050d82cf_81437444.avif;2;0.334;1;0.518;1
327;https://www.mubawab-media.com/ad/8/250/699F/h/image_1_81392827.avif;3;0.339;1;0.515;1
328;https://www.mubawab-media.com/ad/7/844/884F/h/eec45600-4948-4b01-a0ee-228fd0746335_79046167.avif;3;0.34;1;0.516;1
329;https://www.mubawab-media.com/ad/8/179/284F/h/3739cf05-27b9-44e5-8886-af244e2d044e_80655527.avif;2;0.336;1;0.514;1
330;https://www.mubawab-media.com/ad/8/120/372F/h/thumb_1062986_property_xlarge_80050161.avif;2;0.334;0;0.501;1
332;https://www.bnb.tn/wp-content/uploads/2022/11/50F1CECC-0B47-4D76-8189-961B7529A677-300x300.jpeg;2;0.336;1;0.512;1
333;https://www.mubawab-media.com/ad/8/192/296F/h/thumb_1124137_property_large_80786120.avif;2;0.336;1;0.51;1
334;https://www.mubawab-media.com/ad/8/038/796F/h/IMG-20250715-WA0014_80694015.avif;2;0.335;1;0.514;1
335;https://www.mubawab-media.com/ad/8/224/151F/h/thumb_698729_property_big_81115086.avif;3;0.338;1;0.506;1
336;https://www.mubawab-media.com/ad/8/256/050F/h/gallery_81447570.avif;2;0.337;1;0.515;1
337;https://www.mubawab-media.com/ad/8/242/835F/h/thumb_1194315_property_large_81310326.avif;2;0.341;1;0.517;1
338;https://www.bnb.tn/wp-content/uploads/2025/05/thumb_1088362_property_xlarge-300x300.jpeg;3;0.343;1;0.513;1
339;https://www.mubawab-media.com/ad/8/253/849F/h/thumb_1208213_property_large_81424828.avif;3;0.339;1;0.524;1
340;https://www.mubawab-media.com/ad/8/281/916F/h/photo_00_81740662.avif;3;0.346;1;0.514;1
341;https://www.mubawab-media.com/ad/8/304/165F/h/jhgf_81975574.avif;3;0.342;1;0.519;1
342;https://www.mubawab-media.com/ad/8/270/898F/h/cbc5e144-1803-41be-a883-62c4b6c52ab6_8a51bd57-1c6e-40a2-be48-fab83488761c_81618182.avif;2;0.343;1;0.516;1
343;https://www.bnb.tn/wp-content/uploads/2025/09/darra-enn-scolaire-300x300.jpg;2;0.34;1;0.514;1
345;https://www.mubawab-media.com/ad/8/227/895F/h/10604-11_81154519.avif;3;0.34;1;0.518;1
346;https://www.mubawab-media.com/ad/8/297/639F/h/1000097951_81905812.avif;2;0.338;1;0.514;1
347;https://www.mubawab-media.com/ad/8/266/765F/h/34077077916602118837a2a3f33-2cef-4bb6-9012-b420a7c08a35_GF_81575027.avif;1;0.336;0;0.502;1
348;https://www.bnb.tn/wp-content/uploads/2023/07/ea7b404b-91fa-4704-95b8-7843d2e132c2-300x300.png;3;0.335;1;0.513;1
350;https://www.mubawab-media.com/ad/8/295/420F/h/ebdd36ae-ff5f-47e6-bd5b-76da04bbb5fa_81882398.avif;2;0.333;1;0.509;1
351;https://www.mubawab-media.com/ad/8/045/807F/h/Messenger_creation_5ED0598F-64B5-4A0D-B162-54EBB4E57FE1_79314633.avif;1;0.338;0;0.507;1
352;https://www.mubawab-media.com/ad/8/183/447F/h/image_1_80697535.avif;3;0.344;1;0.516;1
353;https://www.bnb.tn/wp-content/uploads/2023/08/F3214ED6-403D-4D82-BE57-3753B912C31D-300x300.jpeg;3;0.343;1;0.508;1
355;https://www.bnb.tn/wp-content/uploads/2025/10/1-44-300x300.jpeg;2;0.341;1;0.519;1
356;https://www.mubawab-media.com/ad/7/945/963F/h/1_77823367.avif;2;0.341;1;0.522;1
357;https://www.mubawab-media.com/ad/8/094/489F/h/thumb_1017168_property_xlarge_79793777.avif;1;0.337;0;0.503;1
359;https://www.bnb.tn/wp-content/uploads/2023/01/2-42-300x300.jpg;2;0.339;1;0.516;1
360;https://www.bnb.tn/wp-content/uploads/2023/05/Sans-titre-1-07-300x300.jpg;3;0.342;1;0.518;1
361;https://www.mubawab-media.com/ad/8/097/293F/h/thumb_1021102_property_large_79820182.avif;3;0.34;1;0.512;1
362;https://www.mubawab-media.com/ad/8/275/880F/h/gallery_81669972.avif;2;0.338;1;0.51;1
363;https://www.mubawab-media.com/ad/7/976/770F/h/thumb_29085_property_xlarge_78628901.avif;2;0.343;1;0.52;1
364;https://www.mubawab-media.com/ad/7/880/999F/h/thumb_721831_property_xlarge_70230517.avif;3;0.34;1;0.517;1
365;https://www.mubawab-media.com/ad/7/902/807F/h/PHOTO-2024-03-24-17-06-33%20%281%29_73890969.avif;3;0.339;1;0.514;1
366;https://www.mubawab-media.com/ad/8/168/979F/h/IMG-20250626-WA0109_80549747.avif;2;0.338;1;0.523;1
367;https://www.bnb.tn/wp-content/uploads/2023/07/WhatsApp-Image-2023-07-04-a-15.38.438-1-300x300.jpg;3;0.339;1;0.51;1
368;https://www.mubawab-media.com/ad/8/171/905F/h/thumb_1119617_property_xlarge_80580077.avif;3;0.342;1;0.518;1
369;https://www.bnb.tn/wp-content/uploads/2021/06/IMG_8326-300x300.jpg;1;0.341;1;0.505;1
370;https://www.mubawab-media.com/ad/8/285/360F/h/e1e8bac2-3c96-44e6-b5df-9c0f683d50ff_81773778.avif;2;0.335;1;0.508;1
371;https://www.mubawab-media.com/ad/8/304/454F/h/2fb0f9d0-21d1-44c8-a9d4-b1808a4359c9_81977933.avif;2;0.334;1;0.517;1
372;https://www.bnb.tn/wp-content/uploads/2024/04/12-4-300x300.jpg;3;0.338;1;0.508;1
373;https://www.mubawab-media.com/ad/8/224/495F/h/82875f51-464e-4a22-ae36-bfcc6ac753d6_81894995.avif;2;0.341;1;0.513;1
374;https://www.bnb.tn/wp-content/uploads/2025/10/1-4-300x300.jpeg;2;0.341;1;0.517;1
375;https://www.bnb.tn/wp-content/uploads/2022/10/1-4-300x300.jpg;1;0.342;1;0.52;1
376;https://www.bnb.tn/wp-content/uploads/2025/07/WhatsApp-Image-2025-07-10-at-8.09.06-AM-1-300x300.jpeg;1;0.339;1;0.504;1
377;https://www.mubawab-media.com/ad/8/097/483F/h/1_79821808.avif;2;0.337;1;0.515;1
378;https://www.mubawab-media.com/ad/7/955/570F/h/f16a0550-8362-4833-a723-8b704da2b4c0_78421206.avif;1;0.335;1;0.503;1
379;https://www.mubawab-media.com/ad/8/304/753F/h/thumb_728521_property_large_81980376.avif;2;0.337;1;0.504;1
380;https://www.mubawab-media.com/ad/7/826/271F/h/314604314_1329156364504210_4525521306649023567_n_62162915.avif;2;0.336;1;0.509;1
381;https://www.mubawab-media.com/ad/8/182/464F/h/att.tiBjwGlNlCmKkJ0ZuBnrZvD0WF_QTwXUljdgkshT8D8_80687116.avif;2;0.333;0;0.501;1
382;https://www.mubawab-media.com/ad/8/300/971F/h/WhatsApp%20Image%202026-02-09%20at%2012.40.07%20%284%29_81942436.avif;3;0.339;1;0.506;1
383;https://www.bnb.tn/wp-content/uploads/2025/08/1-72-300x300.jpg;3;0.346;1;0.511;1
384;https://www.mubawab-media.com/ad/8/250/557F/h/WhatsApp%20Image%202025-11-11%20at%2013.28.15%20%283%29_81391704.avif;2;0.335;1;0.516;1
385;https://www.mubawab-media.com/ad/8/281/208F/h/1_81734193.avif;2;0.339;1;0.508;1
386;https://www.mubawab-media.com/ad/8/111/073F/h/IMG_5713_80230185.avif;3;0.342;1;0.513;1
387;https://www.mubawab-media.com/ad/8/297/174F/h/1000016098_81900976.avif;2;0.339;1;0.514;1
389;https://www.bnb.tn/wp-content/uploads/2023/07/IMG_20200215_125505-300x300.jpg;2;0.336;1;0.511;1
390;https://www.bnb.tn/wp-content/uploads/2022/09/Sans-titre-2_Plan-de-travail-1-7-300x300.jpg;3;0.341;1;0.52;1
391;https://www.mubawab-media.com/ad/8/152/918F/h/thumb_1102324_property_large_80376860.avif;3;0.339;1;0.516;1
392;https://www.mubawab-media.com/ad/8/260/556F/h/thumb_1217334_property_large_81494894.avif;3;0.345;1;0.518;1
393;https://www.bnb.tn/wp-content/uploads/2025/06/1-5-300x300.png;3;0.336;1;0.513;1
395;https://www.mubawab-media.com/ad/7/892/342F/h/thumb_797234_property_xlarge_78361728.avif;2;0.341;1;0.523;1
396;https://www.mubawab-media.com/ad/8/284/797F/h/1000064830_81767559.avif;3;0.342;1;0.515;1
398;https://www.mubawab-media.com/ad/8/086/503F/h/WhatsApp%20Image%202025-03-11%20at%2014.20.07%20%281%29_79930597.avif;2;0.335;1;0.509;1
399;https://www.mubawab-media.com/ad/8/202/897F/h/1000000610_80890439.avif;2;0.334;1;0.516;1
401;https://www.mubawab-media.com/ad/8/266/290F/h/photo_0_81566316.avif;3;0.336;1;0.513;1
402;https://www.bnb.tn/wp-content/uploads/2023/10/291635021_1021269012083879_2145492546473420187_n-300x300.jpg;2;0.339;0;0.511;1
403;https://www.mubawab-media.com/ad/8/231/712F/h/b6355316-7176-4e45-8d81-fa44a142e2a0_6_81197820.avif;3;0.338;1;0.514;1
404;https://www.mubawab-media.com/ad/8/271/063F/h/photo_0_81619949.avif;2;0.338;1;0.501;1
405;https://www.mubawab-media.com/ad/8/152/922F/h/Screenshot_20250530-130213_80376971.avif;1;0.336;1;0.515;1
406;https://www.mubawab-media.com/ad/8/262/771F/h/photo_0_81526319.avif;3;0.339;1;0.52;1
407;https://www.mubawab-media.com/ad/7/984/110F/h/IMG_6943_78697436.avif;3;0.342;1;0.515;1
408;https://www.mubawab-media.com/ad/8/233/450F/h/received_248768309103816_81215606.avif;2;0.336;1;0.515;1
409;https://www.mubawab-media.com/ad/7/805/309F/h/b3cd9608-3d8d-4798-a6c5-094eb1ec4c82_80104652.avif;3;0.343;1;0.517;1
410;https://www.bnb.tn/wp-content/uploads/2023/05/WhatsApp-Image-2023-05-04-at-17.38.39-300x300.png;3;0.339;1;0.516;1
411;https://www.mubawab-media.com/ad/8/251/890F/h/thumb_1205542_property_large_81404473.avif;2;0.335;1;0.516;1
412;https://www.bnb.tn/wp-content/uploads/2026/02/1-46-300x300.jpeg;2;0.345;1;0.519;1
413;https://www.bnb.tn/wp-content/uploads/2025/11/1-57-300x300.jpg;3;0.341;1;0.522;1
414;https://www.mubawab-media.com/ad/8/183/012F/h/22d0cda9-ed42-4bd9-98ef-7f4128f13b1b_80692743.avif;3;0.343;1;0.517;1
415;https://www.mubawab-media.com/ad/8/209/898F/h/IMG_4090_80963029.avif;2;0.34;1;0.516;1
417;https://www.mubawab-media.com/ad/8/289/638F/h/thumb_1238413_property_large_81818311.avif;2;0.334;1;0.515;1
418;https://www.mubawab-media.com/ad/8/249/672F/h/0b1e64cb-0bcb-4f8d-bf76-5709336f4143_81381887.avif;1;0.337;1;0.508;1
419;https://www.bnb.tn/wp-content/uploads/2023/04/IMG_2766-300x300.jpg;3;0.346;1;0.514;1
420;https://www.mubawab-media.com/ad/8/041/798F/h/image_1_79276727.avif;3;0.342;1;0.518;1
421;https://www.bnb.tn/wp-content/uploads/2025/07/1-2-300x300.jpeg;3;0.343;1;0.521;1
423;https://www.mubawab-media.com/ad/8/178/582F/h/IMG-20250710-WA0002_80648782.avif;2;0.336;1;0.513;1
425;https://www.mubawab-media.com/ad/8/248/331F/h/1_81367584.avif;3;0.338;1;0.516;1
426;https://www.bnb.tn/wp-content/uploads/2022/03/A9163598-BF7E-4258-A25E-CBF604EDC26D-300x300.jpeg;3;0.343;1;0.516;1
427;https://www.mubawab-media.com/ad/8/106/485F/h/thumb_1034026_property_large_79909550.avif;2;0.336;1;0.518;1
428;https://www.mubawab-media.com/ad/8/163/592F/h/gallery_80496013.avif;2;0.334;1;0.509;1
429;https://www.bnb.tn/wp-content/uploads/2022/11/1-37-300x300.jpg;2;0.338;0;0.514;1
430;https://www.mubawab-media.com/ad/8/213/502F/h/352973377_2972778892855146_320693322773180877_n_81000236.avif;2;0.336;1;0.514;1
431;https://www.mubawab-media.com/ad/8/269/176F/h/fotohigh-viewimg_81600231.avif;2;0.338;1;0.516;1
432;https://www.mubawab-media.com/ad/8/259/536F/h/thumb_1216409_property_large_81482847.avif;3;0.346;1;0.514;1
433;https://www.mubawab-media.com/ad/7/874/749F/h/IMG_7873_69315711.avif;3;0.334;1;0.505;1
434;https://www.mubawab-media.com/ad/8/000/484F/h/WhatsApp%20Image%202024-09-19%20at%2012.06.13_81207953.avif;2;0.336;1;0.516;1
435;https://www.mubawab-media.com/ad/8/246/435F/h/thumb_1198613_property_large_81349504.avif;2;0.335;1;0.509;1
436;https://www.mubawab-media.com/ad/7/477/467F/h/received_560516345710905_27296879.avif;2;0.335;1;0.509;1
437;https://www.mubawab-media.com/ad/8/205/516F/h/thumb_1151439_property_xlarge_80915993.avif;2;0.339;1;0.515;1
438;https://www.bnb.tn/wp-content/uploads/2021/04/IMG_9636-300x300.jpg;2;0.34;1;0.52;1
439;https://www.mubawab-media.com/ad/8/106/530F/h/resize-image%20%2826%29_79910012.avif;1;0.336;1;0.511;1
440;https://www.mubawab-media.com/ad/8/153/439F/h/S%2B2%206_81356847.avif;1;0.335;1;0.504;1
441;https://www.mubawab-media.com/ad/8/226/778F/h/WhatsApp%20Image%202025-10-01%20%C3%A0%2009.37.42_15d47e83_81148170.avif;3;0.34;1;0.515;1
442;https://www.mubawab-media.com/ad/8/248/443F/h/1762510801208_81368774.avif;3;0.334;1;0.511;1
443;https://www.mubawab-media.com/ad/8/296/298F/h/e234b1e5-a9eb-4b8b-9ec9-d775005ffea2_81891918.avif;2;0.342;1;0.512;1
444;https://www.bnb.tn/wp-content/uploads/2023/02/IMG_3777-300x300.jpg;3;0.335;1;0.508;1
445;https://www.bnb.tn/wp-content/uploads/2024/10/WhatsApp-Image-2024-10-29-at-18.04.19-1-300x300.jpg;2;0.341;1;0.512;1
446;https://www.mubawab-media.com/ad/8/173/485F/h/thumb_1118274_property_xlarge_80596339.avif;3;0.34;1;0.514;1
448;https://www.mubawab-media.com/ad/8/303/117F/h/thumb_1278508_property_large_81964463.avif;2;0.336;1;0.512;1
449;https://www.bnb.tn/wp-content/uploads/2023/12/WhatsApp-Image-2023-12-13-a-14.26.19_2d81c6d5-300x300.jpg;3;0.342;1;0.516;1
450;https://www.mubawab-media.com/ad/8/193/102F/h/Capture%20d%E2%80%99%C3%A9cran%202025-08-05%20131646_80808734.avif;3;0.339;1;0.518;1
451;https://www.bnb.tn/wp-content/uploads/2022/11/thumb_465168_property_xlarge-300x300.jpeg;2;0.338;1;0.505;1
452;https://www.mubawab-media.com/ad/8/269/194F/h/fotohigh-viewimg%20%281%29_81600383.avif;2;0.336;1;0.515;1
453;https://www.mubawab-media.com/ad/8/247/651F/h/WhatsApp%20Image%202025-11-05%20at%2021.14.28%20%281%29_81362045.avif;2;0.338;1;0.506;1
454;https://www.mubawab-media.com/ad/8/276/492F/h/754c3a6e-7660-4d6a-bd85-0139e9980852_81816805.avif;2;0.339;1;0.519;1
455;https://www.mubawab-media.com/ad/8/247/214F/h/thumb_1198589_property_large_81357742.avif;3;0.339;1;0.519;1
456;https://www.bnb.tn/wp-content/uploads/2023/02/FB_IMG_1675437177908-300x300.jpg;2;0.338;1;0.522;1
457;https://www.mubawab-media.com/ad/8/228/453F/h/thumb_1177437_property_large_81160465.avif;3;0.344;1;0.521;1
458;https://www.mubawab-media.com/ad/8/297/328F/h/1_81902521.avif;2;0.336;1;0.514;1
459;https://www.bnb.tn/wp-content/uploads/2022/07/1ae41429-9f6d-4407-9be9-aab1bb4dce21-300x300.jpg;3;0.345;1;0.518;1
460;https://www.mubawab-media.com/ad/8/012/052F/h/thumb_919647_property_xlarge_78984999.avif;3;0.34;1;0.52;1
461;https://www.mubawab-media.com/ad/8/187/515F/h/photo_0_80738727.avif;2;0.338;1;0.521;1
462;https://www.mubawab-media.com/ad/8/294/752F/h/thumb_1269074_property_large_81872684.avif;2;0.335;1;0.517;1
463;https://www.mubawab-media.com/ad/8/161/946F/h/photo_00_80479501.avif;3;0.336;1;0.516;1
464;https://www.mubawab-media.com/ad/8/266/328F/h/37742aa6-65a8-48fd-9580-3cc9e76e76f7_IMG-20251119-WA0031_81570263.avif;3;0.341;1;0.518;1
465;https://www.mubawab-media.com/ad/8/116/142F/h/1_80006178.avif;2;0.338;1;0.517;1
466;https://www.mubawab-media.com/ad/8/203/394F/h/IMG_1533_80895183.avif;1;0.335;1;0.515;1
467;https://www.mubawab-media.com/ad/8/303/121F/h/thumb_1277592_property_xlarge_81964504.avif;3;0.343;1;0.523;1
468;https://www.mubawab-media.com/ad/8/298/719F/h/1_81920187.avif;2;0.335;1;0.517;1
469;https://www.mubawab-media.com/ad/8/138/150F/h/thumb_1085298_property_large_80230048.avif;2;0.339;1;0.516;1
470;https://www.mubawab-media.com/ad/8/202/752F/h/1_80889157.avif;1;0.338;1;0.51;1
