gouvernorat_enc,ville_enc,lat,lon,surface_m2,score_attractivite,market_tension,prix_region_median,text_embedding_score,nb_images,source_enc,type_transaction,has_vue_mer,has_vue_montagne,prix,image_url,images
1,0.1785,36.8665,10.1647,130.0,0.5,0.1543,43985.0,0.2766,4,0,2,0,0,28000.0,https://www.mubawab-media.com/ad/8/283/511F/h/WhatsApp%20Image%202025-12-23%20at%2010.27.30_81754588.avif,https://www.mubawab-media.com/ad/8/283/511F/h/WhatsApp%20Image%202025-12-23%20at%2010.27.30_81754588.avif | https://www.mubawab-media.com/ad/8/283/511F/h/WhatsApp%20Image%202025-12-23%20at%2010.27.31_81754589.avif | https://www.mubawab-media.com/ad/8/283/511F/h/WhatsApp%20Image%202025-12-23%20at%2010.27.32_81754590.avif | https://www.mubawab-media.com/ad/8/283/511F/h/WhatsApp%20Image%202025-12-23%20at%2010.27.33_81754591.avif
23,0.8448,36.844,10.3247,571.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,1700000.0,nan,https://www.mubawab-media.com/ad/8/231/551F/h/gallery_81195967.avif
17,0.0312,36.844,10.3247,53000.0,0.5,0.5305,2562.03,0.3176,3,0,2,0,0,500000.0,nan,https://www.mubawab-media.com/ad/8/283/160F/h/Bir%20Elgez%201122_81750782.avif | https://www.mubawab-media.com/ad/8/283/160F/h/Terrain%20Bir%20Elgez_81750783.avif | https://www.mubawab-media.com/ad/8/283/160F/h/Terrain%20Bir%20Elgez1_81750784.avif
1,0.0556,36.8665,10.1647,1000.0,0.5,0.2426,43985.0,0.3176,1,0,2,0,0,550000.0,https://www.mubawab-media.com/ad/8/273/973F/h/GTImageHandler%20%2822%29_81650870.avif,https://www.mubawab-media.com/ad/8/273/973F/h/GTImageHandler%20%2822%29_81650870.avif
1,0.4514,36.899,10.2358,776.0,0.5,0.4235,43985.0,0.3148,1,0,2,0,0,860000.0,https://www.mubawab-media.com/ad/8/206/204F/h/photo_0_80922848.avif,https://www.mubawab-media.com/ad/8/206/204F/h/photo_0_80922848.avif
17,0.0536,34.7405,10.7603,6032.0,0.5,0.3081,130875.5,0.3152,4,0,2,0,0,1000000.0,https://www.mubawab-media.com/ad/8/283/121F/h/thumb_1235897_property_xlarge_81750427.avif,https://www.mubawab-media.com/ad/8/283/121F/h/thumb_1235897_property_xlarge_81750427.avif | https://www.mubawab-media.com/ad/8/283/121F/h/thumb_1235888_property_xlarge_81750428.avif | https://www.mubawab-media.com/ad/8/283/121F/h/thumb_1235889_property_xlarge_81750429.avif | https://www.mubawab-media.com/ad/8/283/121F/h/thumb_1235890_property_xlarge_81750430.avif
23,0.5926,36.8769,10.3247,474.0,0.5,0.8015,2562.03,0.2868,1,0,2,0,0,715000.0,https://www.mubawab-media.com/ad/8/282/919F/h/a22de696-be75-40c3-8eb0-32c955c8767e_1178ff08-c4ee-4213-991f-41ce766acd2a%20%281%29_81748279.avif,https://www.mubawab-media.com/ad/8/282/919F/h/a22de696-be75-40c3-8eb0-32c955c8767e_1178ff08-c4ee-4213-991f-41ce766acd2a%20%281%29_81748279.avif
16,0.0756,36.844,10.3247,6843.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,2750000.0,nan,https://www.mubawab-media.com/ad/8/257/757F/h/thumb_1214120_property_large_81464542.avif
23,0.5926,36.844,10.3247,2479.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,11000000.0,nan,https://www.mubawab-media.com/ad/8/149/898F/h/Terrain%20%C3%A0%20vendre_80346127.avif
16,0.0756,36.844,10.3247,251.0,0.5,0.5305,2562.03,0.3176,3,0,2,0,0,20001.0,nan,https://www.mubawab-media.com/ad/8/119/101F/h/486755877_664918752713807_7232532439664911242_n_80038024.avif | https://www.mubawab-media.com/ad/8/119/101F/h/WhatsApp%20Image%202024-10-19%20at%2013.17.13_0a2ba9ba_80038025.avif | https://www.mubawab-media.com/ad/8/119/101F/h/WhatsApp%20Image%202024-10-19%20at%2013.17.15_c291d59d_80038026.avif
1,0.0556,36.844,10.3247,430.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,280000.0,nan,https://www.mubawab-media.com/ad/8/282/105F/h/1000010865_81742768.avif
23,0.8448,36.844,10.3247,285.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,660000.0,nan,https://www.mubawab-media.com/ad/8/235/134F/h/EbBqwEeBz91yASF3-thumb_81232682.avif
20,0.2684,36.844,10.3247,690.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,483000.0,nan,https://www.mubawab-media.com/ad/8/253/408F/h/475051770_1619158445629257_1760726162784764700_n_81420155.avif
23,0.5926,36.844,10.3247,510.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,816000.0,nan,https://www.mubawab-media.com/ad/8/249/387F/h/thumb_1202563_property_large_81379126.avif
16,0.0756,36.844,10.3247,501.0,0.5,0.5305,2562.03,0.3176,3,0,2,0,0,35200.0,nan,https://www.mubawab-media.com/ad/8/259/465F/h/469873692_591313650074318_3624910548555241234_n_81482220.avif | https://www.mubawab-media.com/ad/8/259/465F/h/1aa39ac0-0af9-49d3-b0a8-83af7c116e08_81482221.avif | https://www.mubawab-media.com/ad/8/259/465F/h/c00eca54-a20d-4ab5-b23b-fd61cb3d1be0_81482222.avif
16,0.0756,36.4561,10.7376,310.0,0.5,0.4552,154974.0,0.3041,4,0,2,0,0,24800.0,https://www.mubawab-media.com/ad/7/969/755F/h/453506700_503296335542717_8059658514108512563_n_78560798.avif,https://www.mubawab-media.com/ad/7/969/755F/h/453506700_503296335542717_8059658514108512563_n_78560798.avif | https://www.mubawab-media.com/ad/7/969/755F/h/7539ce9f-d7e4-4ea8-879e-8a30a59fae7a_78560799.avif | https://www.mubawab-media.com/ad/7/969/755F/h/438161222_452460540626297_2686458777783432667_n_78560800.avif | https://www.mubawab-media.com/ad/7/969/755F/h/438165701_452460607292957_9187757526848753464_n_78560801.avif
1,0.1206,36.8665,10.1647,220.0,0.5,0.247,43985.0,0.316,1,0,2,0,0,33000.0,https://www.mubawab-media.com/ad/8/281/235F/h/file_00000000bd687243b949a3c0ebafac7b_81734218.avif,https://www.mubawab-media.com/ad/8/281/235F/h/file_00000000bd687243b949a3c0ebafac7b_81734218.avif
1,0.4514,36.844,10.3247,660.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,627000.0,nan,https://www.mubawab-media.com/ad/7/806/788F/h/V22-020-01_59944665.avif
23,0.6772,36.844,10.3247,806.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,1088000.0,nan,https://www.mubawab-media.com/ad/8/201/678F/h/326a3464ba6a3c90b064fcddefc7f528_81141368.avif
13,0.0,36.844,10.3247,50000.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,1700000.0,nan,https://www.mubawab-media.com/ad/8/231/418F/h/4cf6cc5e-00f1-4062-8330-b4ac2d7e8d61_538033600_789492280908590_1472388605336792196_n_81194659.avif
13,0.0,36.844,10.3247,1000.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,200000.0,nan,https://www.mubawab-media.com/ad/8/231/415F/h/terrains-a-vendre-boursies-62147-coulon_81194614.avif
15,0.1289,36.844,10.3247,401.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,180000.0,nan,https://www.mubawab-media.com/ad/8/280/950F/h/IMG_3700_81730876.avif
1,0.4514,36.899,10.2358,359.0,0.5,0.4235,43985.0,0.3216,4,0,2,0,0,208000.0,https://www.mubawab-media.com/ad/8/037/079F/h/785668_20240730_182152_79229823.avif,https://www.mubawab-media.com/ad/8/037/079F/h/785668_20240730_182152_79229823.avif | https://www.mubawab-media.com/ad/8/037/079F/h/785668_20240730_182127_79229824.avif | https://www.mubawab-media.com/ad/8/037/079F/h/WhatsApp%20Image%202025-11-17%20at%2011.49.23_81730398.avif | https://www.mubawab-media.com/ad/8/037/079F/h/WhatsApp%20Image%202025-11-17%20at%2011.49.41_81730399.avif
1,0.0556,36.844,10.3247,400.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,730000.0,nan,https://www.mubawab-media.com/ad/8/276/308F/h/thumb_1231562_property_large_81675904.avif
20,0.102,36.844,10.3247,452.0,0.5,0.5305,2562.03,0.3176,3,0,2,0,0,450000.0,nan,https://www.mubawab-media.com/ad/8/253/903F/h/20251115_143034_81425376.avif | https://www.mubawab-media.com/ad/8/253/903F/h/20251115_143027_81425378.avif | https://www.mubawab-media.com/ad/8/253/903F/h/20251115_142907_81425379.avif
1,0.4498,36.844,10.3247,640.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,870000.0,nan,https://www.mubawab-media.com/ad/8/280/624F/h/White%20and%20Green%20Modern%20Land%20For%20Sale%20Promotion%20Instagram%20Post_81722838.avif
16,0.0756,36.4561,10.7376,280.0,0.5,0.4552,154974.0,0.3176,3,0,2,0,0,224000.0,https://www.mubawab-media.com/ad/8/242/839F/h/466684351_122187940412083030_2787240079430760659_n_81310403.avif,https://www.mubawab-media.com/ad/8/242/839F/h/466684351_122187940412083030_2787240079430760659_n_81310403.avif | https://www.mubawab-media.com/ad/8/242/839F/h/466738598_122187940454083030_95008512734351127_n_81310418.avif | https://www.mubawab-media.com/ad/8/242/839F/h/467148827_122187940526083030_4143194192380669491_n_81310419.avif
16,0.0756,36.4561,10.7376,152.0,0.5,0.4552,154974.0,0.3136,1,0,2,0,0,152000.0,https://www.mubawab-media.com/ad/8/263/786F/h/78cfd5c4-bf9e-40f4-9451-2a42475c0b0d_81537074.avif,https://www.mubawab-media.com/ad/8/263/786F/h/78cfd5c4-bf9e-40f4-9451-2a42475c0b0d_81537074.avif
24,0.137,36.4029,10.1429,12000.0,0.5,0.4499,1395.81,0.271,4,0,2,0,0,175000.0,https://www.mubawab-media.com/ad/8/280/464F/h/20250216_135619_81729438.avif,https://www.mubawab-media.com/ad/8/280/464F/h/20250216_135619_81729438.avif | https://www.mubawab-media.com/ad/8/280/464F/h/513556771_10214190468953557_164254824078257384_n_81721084.avif | https://www.mubawab-media.com/ad/8/280/464F/h/513330334_10214190469473570_7481423342946211043_n_81721085.avif | https://www.mubawab-media.com/ad/8/280/464F/h/512015483_10214190470273590_4550162604434995029_n_81721086.avif
16,0.0756,36.844,10.3247,800.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,120000.0,nan,https://www.mubawab-media.com/ad/8/280/448F/h/IMG-20220531-WA0005_81720914.avif
16,0.0756,36.844,10.3247,2770.0,0.5,0.5305,2562.03,0.3176,3,0,2,0,0,270000.0,nan,https://www.mubawab-media.com/ad/8/280/441F/h/20251207_163331_81720901.avif | https://www.mubawab-media.com/ad/8/280/441F/h/20251207_163335_81720902.avif | https://www.mubawab-media.com/ad/8/280/441F/h/20251207_163331_81720903.avif
1,0.1206,36.844,10.3247,595.0,0.5,0.5305,2562.03,0.3176,4,0,2,0,0,369000.0,nan,https://www.mubawab-media.com/promotion/4/427F/pictures/h/O16%20project%20nuit%2001_80564332.avif | https://www.mubawab-media.com/promotion/4/427F/pictures/h/Copy%20of%20O16%20project%2002_80500310.avif | https://www.mubawab-media.com/promotion/4/427F/pictures/h/Copy%20of%20O16%20project%20nuit%2002_80500311.avif | https://www.mubawab-media.com/promotion/4/427F/pictures/h/8_80500312.avif
8,0.0312,36.844,10.3247,1500.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,160000.0,nan,https://www.mubawab-media.com/ad/8/110/937F/h/ffdde7b0-2d89-4462-a45f-261dd34b7e7f_79954003.avif
8,0.0312,36.844,10.3247,447.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,330000.0,nan,https://www.mubawab-media.com/ad/8/213/866F/h/Visuel%20Agences%20Kairouan%20%2880%29_81003869.avif
8,0.0312,36.844,10.3247,343.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,171500.0,nan,https://www.mubawab-media.com/ad/8/243/295F/h/Black%20and%20Blue%20Modern%20Luxury%20Villa%20Instagram%20Post%20%281%29_81315235.avif
1,0.0556,36.8665,10.1647,257.0,0.5,0.2426,43985.0,0.2786,4,0,2,0,0,190000.0,https://www.mubawab-media.com/ad/8/273/796F/h/WhatsApp%20Image%202025-12-16%20at%2018.19.02%20%281%29_81649040.avif,https://www.mubawab-media.com/ad/8/273/796F/h/WhatsApp%20Image%202025-12-16%20at%2018.19.02%20%281%29_81649040.avif | https://www.mubawab-media.com/ad/8/273/796F/h/WhatsApp%20Image%202025-12-16%20at%2018.19.03%20%281%29%20-%20Copie_81649041.avif | https://www.mubawab-media.com/ad/8/273/796F/h/WhatsApp%20Image%202025-12-16%20at%2018.19.03%20%282%29_81649042.avif | https://www.mubawab-media.com/ad/8/273/796F/h/WhatsApp%20Image%202025-12-16%20at%2018.19.03_81649043.avif
17,0.0536,36.844,10.3247,8416.0,0.5,0.5305,2562.03,0.3176,2,0,2,0,0,505000.0,nan,https://www.mubawab-media.com/ad/7/641/158F/h/WhatsApp%20Image%202023-02-13%20at%2009.22.44_41518954.avif | https://www.mubawab-media.com/ad/7/641/158F/h/WhatsApp%20Image%202023-02-13%20at%2009.27.56_41518955.avif
20,0.2684,36.844,10.3247,452.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,220000.0,nan,https://www.mubawab-media.com/ad/8/280/323F/h/gallery_81719498.avif
20,0.2684,36.844,10.3247,1111.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,700000.0,nan,https://www.mubawab-media.com/ad/8/280/313F/h/gallery_81719418.avif
1,0.1785,36.844,10.3247,122.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,25000.0,nan,https://www.mubawab-media.com/assets/common/no-photo/h/no-photo.jpg
1,0.1785,36.8665,10.1647,130.0,0.5,0.1543,43985.0,0.2726,4,0,2,0,0,25000.0,https://www.mubawab-media.com/ad/8/280/153F/h/IMG-20251223-WA0000_81717954.avif,https://www.mubawab-media.com/ad/8/280/153F/h/IMG-20251223-WA0000_81717954.avif | https://www.mubawab-media.com/ad/8/280/153F/h/IMG-20251223-WA0001_81717955.avif | https://www.mubawab-media.com/ad/8/280/153F/h/IMG-20251223-WA0007_81717956.avif | https://www.mubawab-media.com/ad/8/280/153F/h/IMG-20251223-WA0004_81717957.avif
1,0.1785,36.8665,10.1647,222.0,0.5,0.1543,43985.0,0.2742,4,0,2,0,0,48800.0,https://www.mubawab-media.com/ad/8/280/148F/h/b620e5a3-926b-4da2-a69b-ee51ef41e7b8_81717908.avif,https://www.mubawab-media.com/ad/8/280/148F/h/b620e5a3-926b-4da2-a69b-ee51ef41e7b8_81717908.avif | https://www.mubawab-media.com/ad/8/280/148F/h/28e894e3-9e49-4368-ba9b-31b0d19b9f50_81717909.avif | https://www.mubawab-media.com/ad/8/280/148F/h/9739a8e2-4dbc-41ed-a883-c40844783286_81717910.avif | https://www.mubawab-media.com/ad/8/280/148F/h/348d671f-7d23-41b4-a158-577b1964ab8e_81717911.avif
1,0.1785,36.8665,10.1647,122.0,0.5,0.1543,43985.0,0.2706,4,0,2,0,0,25000.0,https://www.mubawab-media.com/ad/8/280/141F/h/28e894e3-9e49-4368-ba9b-31b0d19b9f50_81717869.avif,https://www.mubawab-media.com/ad/8/280/141F/h/28e894e3-9e49-4368-ba9b-31b0d19b9f50_81717869.avif | https://www.mubawab-media.com/ad/8/280/141F/h/9739a8e2-4dbc-41ed-a883-c40844783286_81717870.avif | https://www.mubawab-media.com/ad/8/280/141F/h/b620e5a3-926b-4da2-a69b-ee51ef41e7b8_81717871.avif | https://www.mubawab-media.com/ad/8/280/141F/h/5da75b52-3ead-45dc-8f7e-14943a0fd9f2_81717872.avif
1,0.1785,36.8665,10.1647,1318.0,0.5,0.1543,43985.0,0.3152,4,0,2,0,0,461300.0,https://www.mubawab-media.com/ad/8/280/133F/h/Dimension_reelle_81717761.avif,https://www.mubawab-media.com/ad/8/280/133F/h/Dimension_reelle_81717761.avif | https://www.mubawab-media.com/ad/8/280/133F/h/Fac%CC%A7ade_exte%CC%81rieure_2_81717762.avif | https://www.mubawab-media.com/ad/8/280/133F/h/Fac%CC%A7ade_vue_inte%CC%81rieure_81717763.avif | https://www.mubawab-media.com/ad/8/280/133F/h/Terrain_VueDeLoin_81717764.avif
16,0.0756,36.4561,10.7376,1226.0,0.5,0.4552,154974.0,0.2794,4,0,2,0,0,360000.0,https://www.mubawab-media.com/ad/8/279/269F/h/03_81716849.avif,https://www.mubawab-media.com/ad/8/279/269F/h/03_81716849.avif | https://www.mubawab-media.com/ad/8/279/269F/h/02_81716850.avif | https://www.mubawab-media.com/ad/8/279/269F/h/01_81716851.avif | https://www.mubawab-media.com/ad/8/279/269F/h/map%20photo_81716852.avif
16,0.2753,36.4561,10.7376,967.0,0.5,0.4454,154974.0,0.275,4,0,2,0,0,245000.0,https://www.mubawab-media.com/ad/8/207/825F/h/gallery_80938756.avif,https://www.mubawab-media.com/ad/8/207/825F/h/gallery_80938756.avif | https://www.mubawab-media.com/ad/8/207/825F/h/gallery_80938757.avif | https://www.mubawab-media.com/ad/8/207/825F/h/gallery_80938758.avif | https://www.mubawab-media.com/ad/8/207/825F/h/gallery_80938759.avif
17,0.0536,34.7405,10.7603,660.0,0.5,0.3081,130875.5,0.3097,4,0,2,0,0,59000.0,https://www.mubawab-media.com/ad/8/279/937F/h/thumb_1233775_property_xlarge_81715783.avif,https://www.mubawab-media.com/ad/8/279/937F/h/thumb_1233775_property_xlarge_81715783.avif | https://www.mubawab-media.com/ad/8/279/937F/h/thumb_1233776_property_xlarge_81715784.avif | https://www.mubawab-media.com/ad/8/279/937F/h/thumb_1233777_property_xlarge_81715785.avif | https://www.mubawab-media.com/ad/8/279/937F/h/thumb_1233778_property_xlarge_81715786.avif
23,0.5926,36.844,10.3247,595.0,0.5,0.5305,2562.03,0.3176,4,0,2,0,0,890000.0,nan,https://www.mubawab-media.com/promotion/4/174F/pictures/h/WhatsApp%20Image%202024-09-16%20%C3%A0%2021.12.56_5783f9e2_78929349.avif | https://www.mubawab-media.com/promotion/4/174F/pictures/h/WhatsApp%20Image%202024-09-16%20%C3%A0%2021.13.11_a08a4fa5_78929363.avif | https://www.mubawab-media.com/promotion/4/174F/pictures/h/WhatsApp%20Image%202024-09-16%20%C3%A0%2021.13.10_402ab0a0_78929356.avif | https://www.mubawab-media.com/promotion/4/174F/pictures/h/WhatsApp%20Image%202024-09-16%20%C3%A0%2021.12.20_007691ed_78929350.avif
17,0.0536,34.7405,10.7603,551.0,0.5,0.3081,130875.5,0.3168,4,0,2,0,0,142000.0,https://www.mubawab-media.com/ad/8/279/806F/h/thumb_1233645_property_xlarge_81714252.avif,https://www.mubawab-media.com/ad/8/279/806F/h/thumb_1233645_property_xlarge_81714252.avif | https://www.mubawab-media.com/ad/8/279/806F/h/thumb_1233646_property_xlarge_81714253.avif | https://www.mubawab-media.com/ad/8/279/806F/h/thumb_1233647_property_xlarge_81714254.avif | https://www.mubawab-media.com/ad/8/279/806F/h/thumb_1233648_property_xlarge_81714255.avif
14,0.1126,36.8,10.1,18000.0,0.5,0.3307,110184.0,0.296,4,0,2,0,0,3000000.0,https://www.mubawab-media.com/ad/8/279/786F/h/IMG_1386_81714025.avif,https://www.mubawab-media.com/ad/8/279/786F/h/IMG_1386_81714025.avif | https://www.mubawab-media.com/ad/8/279/786F/h/IMG_1387_81714026.avif | https://www.mubawab-media.com/ad/8/279/786F/h/IMG_1389_81714027.avif | https://www.mubawab-media.com/ad/8/279/786F/h/IMG_1392_81714028.avif
13,0.2094,36.844,10.3247,173.0,0.5,0.5305,2562.03,0.3176,2,0,2,0,0,46750.0,nan,https://www.mubawab-media.com/ad/8/279/769F/h/1000003885_81713876.avif | https://www.mubawab-media.com/ad/8/279/769F/h/1000003880_81713877.avif
16,0.0756,36.4561,10.7376,349.0,0.5,0.4552,154974.0,0.3184,2,0,2,0,0,418000.0,https://www.mubawab-media.com/ad/8/245/840F/h/5167ba3e-af0e-4207-98d2-c1176dc80960_81343649.avif,https://www.mubawab-media.com/ad/8/245/840F/h/5167ba3e-af0e-4207-98d2-c1176dc80960_81343649.avif | https://www.mubawab-media.com/ad/8/245/840F/h/fc71119f-45aa-4fc9-b316-0a21c3a40901_81343647.avif
16,0.0756,36.4561,10.7376,202.0,0.5,0.4552,154974.0,0.2734,3,0,2,0,0,151500.0,https://www.mubawab-media.com/ad/8/270/715F/h/91a0db7e-ede4-47b0-9ad1-bcb4f2d25739_81616382.avif,https://www.mubawab-media.com/ad/8/270/715F/h/91a0db7e-ede4-47b0-9ad1-bcb4f2d25739_81616382.avif | https://www.mubawab-media.com/ad/8/270/715F/h/ba4f73d7-f597-4fc4-84a8-fc64e6385c8d_81616381.avif | https://www.mubawab-media.com/ad/8/270/715F/h/5c9edee8-d56b-4b9e-bdf4-9e3f16fb6d8d_81616383.avif
16,0.2753,36.4561,10.7376,520.0,0.5,0.4454,154974.0,0.3148,2,0,2,0,0,219000.0,https://www.mubawab-media.com/ad/8/279/606F/h/Capture%20d%E2%80%99%C3%A9cran%202026-01-01%20182430_81712078.avif,https://www.mubawab-media.com/ad/8/279/606F/h/Capture%20d%E2%80%99%C3%A9cran%202026-01-01%20182430_81712078.avif | https://www.mubawab-media.com/ad/8/279/606F/h/7bfd3492-b2e5-43d9-b5e4-5c74ace0295c1_81712079.avif
16,0.2753,36.844,10.3247,450.0,0.5,0.5305,2562.03,0.3176,3,0,2,0,0,119000.0,nan,https://www.mubawab-media.com/ad/8/279/594F/h/932620bf-65f7-4b7c-b14d-0b0f9b5cca8d_81711940.avif | https://www.mubawab-media.com/ad/8/279/594F/h/dabef93b-37fc-4d7c-a78f-2f3ee749a59b_81711941.avif | https://www.mubawab-media.com/ad/8/279/594F/h/Capture%20d%27%C3%A9cran%202026-01-02%20163905_81711942.avif
16,0.2753,36.4561,10.7376,160.0,0.5,0.4454,154974.0,0.318,4,0,2,0,0,85000.0,https://www.mubawab-media.com/ad/8/279/575F/h/IMG_6618_81711784.avif,https://www.mubawab-media.com/ad/8/279/575F/h/IMG_6618_81711784.avif | https://www.mubawab-media.com/ad/8/279/575F/h/IMG_6619_81711785.avif | https://www.mubawab-media.com/ad/8/279/575F/h/IMG_6620_81711786.avif | https://www.mubawab-media.com/ad/8/279/575F/h/IMG_6621_81711787.avif
1,0.4514,36.844,10.3247,404.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,226000.0,nan,https://www.mubawab-media.com/ad/8/273/069F/h/23135-3%20%281%29_81641072.avif
1,0.4498,36.844,10.3247,337.0,0.5,0.5305,2562.03,0.3176,2,0,2,0,0,370700.0,nan,https://www.mubawab-media.com/ad/8/279/441F/h/localisation_81710513.avif | https://www.mubawab-media.com/ad/8/279/441F/h/plan_81710514.avif
17,0.0475,36.844,10.3247,848.0,0.5,0.5305,2562.03,0.3176,2,0,2,0,0,280000.0,nan,https://www.mubawab-media.com/ad/8/279/403F/h/IMG_6863_81710117.avif | https://www.mubawab-media.com/ad/8/279/403F/h/IMG_6864_81710118.avif
23,1.0,36.844,10.3247,586.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,1850000.0,nan,https://www.mubawab-media.com/ad/8/140/524F/h/02_2025_0ba8011b_80254722.avif
20,0.2684,36.844,10.3247,4000.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,600000.0,nan,https://www.mubawab-media.com/ad/8/247/320F/h/574300886_122157670634786503_588711369012032734_n_81358832.avif
16,0.1492,36.4561,10.7376,50000.0,0.5,0.1939,154974.0,0.3121,4,0,2,0,0,450000.0,https://www.mubawab-media.com/ad/8/278/859F/h/600402460_122153517344725123_505295928930674886_n_81704078.avif,https://www.mubawab-media.com/ad/8/278/859F/h/600402460_122153517344725123_505295928930674886_n_81704078.avif | https://www.mubawab-media.com/ad/8/278/859F/h/596299528_122153403698725123_1190465024164193424_n_81704079.avif | https://www.mubawab-media.com/ad/8/278/859F/h/597283643_122153403644725123_3400865420282253268_n%20%281%29_81704080.avif | https://www.mubawab-media.com/ad/8/278/859F/h/597283643_122153403644725123_3400865420282253268_n_81704081.avif
16,0.0756,36.4561,10.7376,464.0,0.5,0.4552,154974.0,0.3144,4,0,2,0,0,120000.0,https://www.mubawab-media.com/ad/8/249/260F/h/5f0459b1-ba2d-421a-ade7-d7ddf87b3379_81377833.avif,https://www.mubawab-media.com/ad/8/249/260F/h/5f0459b1-ba2d-421a-ade7-d7ddf87b3379_81377833.avif | https://www.mubawab-media.com/ad/8/249/260F/h/474ec670-5bd2-4796-9760-2b8b16bc17f9_81377794.avif | https://www.mubawab-media.com/ad/8/249/260F/h/68b45a36-c0e2-4b75-ac5f-dc9730664e5c_81377795.avif | https://www.mubawab-media.com/ad/8/249/260F/h/d03a728a-c3a3-4768-b1f8-3adb5c95eb94_81377796.avif
16,0.0756,36.844,10.3247,220.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,49000.0,nan,https://www.mubawab-media.com/ad/8/230/273F/h/039f10ef-5bd7-4161-aad2-07d7966ca64f_81208330.avif
23,0.5926,36.844,10.3247,595.0,0.5,0.5305,2562.03,0.3176,4,0,2,0,0,240000.0,nan,https://www.mubawab-media.com/promotion/4/547F/pictures/h/MARBELLA_81612983.avif | https://www.mubawab-media.com/promotion/4/547F/pictures/h/1010_81618564.avif | https://www.mubawab-media.com/promotion/4/547F/pictures/h/Rendu%20Marbella_Hall%20d%27accueil_05_81612984.avif | https://www.mubawab-media.com/promotion/4/547F/pictures/h/Rendu%20Marbella_Hall%20d%27accueil_02%20_81612985.avif
16,0.0756,36.844,10.3247,404.0,0.5,0.5305,2562.03,0.3176,3,0,2,0,0,323200.0,nan,https://www.mubawab-media.com/ad/8/270/698F/h/5d1df4c2-5e75-425b-b989-558c7604a01a_81616198.avif | https://www.mubawab-media.com/ad/8/270/698F/h/91a0db7e-ede4-47b0-9ad1-bcb4f2d25739_81616199.avif | https://www.mubawab-media.com/ad/8/270/698F/h/ba4f73d7-f597-4fc4-84a8-fc64e6385c8d_81616200.avif
23,0.1574,36.844,10.3247,867.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,1600000.0,nan,https://www.mubawab-media.com/ad/7/906/024F/h/proxy-image_74339921.avif
16,0.0756,36.844,10.3247,500.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,30000.0,nan,https://www.mubawab-media.com/ad/8/085/320F/h/474728321_622895936916089_382187848106786755_n_79704712.avif
20,0.1574,36.844,10.3247,116.0,0.5,0.5305,2562.03,0.3176,2,0,2,0,0,420000.0,nan,https://www.mubawab-media.com/ad/8/275/605F/h/d918268e-2f2d-44d0-bfc9-d2370f7a2e03_81667167.avif | https://www.mubawab-media.com/ad/8/275/605F/h/Picture-7336060-1-watermark_81667168.avif
8,0.0312,36.844,10.3247,240.0,0.5,0.5305,2562.03,0.3176,1,0,2,0,0,90000.0,nan,https://www.mubawab-media.com/ad/8/120/039F/h/WhatsApp%20Image%202024-03-14%20at%2012.50.13_80046963.avif
24,0.137,36.4029,10.1429,50000.0,0.5,0.4499,1395.81,0.314,1,0,2,0,0,250000.0,https://www.mubawab-media.com/ad/8/130/920F/h/28038_80156590.avif,https://www.mubawab-media.com/ad/8/130/920F/h/28038_80156590.avif
1,0.4514,36.899,10.2358,3000.0,0.5,0.4235,43985.0,0.2758,4,0,2,0,0,1800000.0,https://www.mubawab-media.com/ad/8/278/162F/h/rt_81697013.avif,https://www.mubawab-media.com/ad/8/278/162F/h/rt_81697013.avif | https://www.mubawab-media.com/ad/8/278/162F/h/thumb_1232633_property_large_81696421.avif | https://www.mubawab-media.com/ad/8/278/162F/h/thumb_1232639_property_large_81696458.avif | https://www.mubawab-media.com/ad/8/278/162F/h/thumb_1232674_property_large_81696964.avif
